,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
54,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,54,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
55,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,55,12:07,"MISS 3PTR by KING,CAROLINE",,,,,,,"MISS 3PTR by KING,CAROLINE",1,three pointer,missed,birmingham-southern,caroline king,,727
56,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,56,--,"REBOUND OFF by ADAMS,ALEX",,,,,,,"REBOUND OFF by ADAMS,ALEX",1,offensive rebound,,birmingham-southern,alex adams,,
57,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,57,12:02,"GOOD LAYUP by ADAMS,ALEX(in the paint)",12,,13 (+1),,BSC 12-13 (+1),,"GOOD LAYUP by ADAMS,ALEX(in the paint)",1,layup,good,birmingham-southern,alex adams,2,722
58,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,58,11:43,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,703
59,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,59,--,"REBOUND DEF by BROMIRSKI,ELIZABETH",,,,,,,"REBOUND DEF by BROMIRSKI,ELIZABETH",1,defensive rebound,,birmingham-southern,elizabeth bromirski,,
60,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,60,11:28,"MISS 3PTR by BROMIRSKI,ELIZABETH",,,,,,,"MISS 3PTR by BROMIRSKI,ELIZABETH",1,three pointer,missed,birmingham-southern,elizabeth bromirski,,688
61,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,61,--,,,,,"REBOUND DEF by MOORE,HILLARY",,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,Centre,hillary moore,,
62,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,62,11:21,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,681
63,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,63,11:20,"STEAL  by SHORT,MELANIE",,,,,,,"STEAL  by SHORT,MELANIE",1,steal,,birmingham-southern,,,680
64,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,64,11:04,"GOOD 3PTR by BROMIRSKI,ELIZABETH",15 (+2),,13,,BSC 15-13 (-2),,"GOOD 3PTR by BROMIRSKI,ELIZABETH",1,three pointer,good,birmingham-southern,elizabeth bromirski,3,664
65,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,65,--,"ASSIST  by ADAMS,ALEX",,,,,,,"ASSIST  by ADAMS,ALEX",1,assist,,birmingham-southern,alex adams,,
66,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,66,10:42,"FOUL  by SHORT,MELANIE",,,,,,,"FOUL  by SHORT,MELANIE",1,foul,,birmingham-southern,melanie short,,642
67,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,67,10:42,,,,,"MISS FT by HARTLAGE,MAGGIE",,,"MISS FT by HARTLAGE,MAGGIE",1,free throw,missed,Centre,maggie hartlage,,642
68,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,68,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
69,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,69,10:42,,15 (+1),,14,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 15-14 (-1),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,642
70,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,70,10:42,"SUB IN by KAISER,STEFANIE",,,,,,,"SUB IN by KAISER,STEFANIE",1,subbing in,,birmingham-southern,stefanie kaiser,,642
71,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,71,10:42,"SUB IN by MOORE,ERIN",,,,,,,"SUB IN by MOORE,ERIN",1,subbing in,,birmingham-southern,erin moore,,642
72,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,72,10:42,"SUB OUT by SHORT,MELANIE",,,,,,,"SUB OUT by SHORT,MELANIE",1,subbing out,,birmingham-southern,melanie short,,642
73,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,73,10:42,"SUB OUT by KING,CAROLINE",,,,,,,"SUB OUT by KING,CAROLINE",1,subbing out,,birmingham-southern,caroline king,,642
74,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,74,10:42,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,642
75,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,75,10:42,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,642
76,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,76,10:42,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,642
77,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,77,10:42,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,642
78,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,78,10:21,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,621
79,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,79,10:21,"MISS FT by ADAMS,ALEX",,,,,,,"MISS FT by ADAMS,ALEX",1,free throw,missed,birmingham-southern,alex adams,,621
80,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,80,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
81,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,81,10:21,"MISS FT by ADAMS,ALEX",,,,,,,"MISS FT by ADAMS,ALEX",1,free throw,missed,birmingham-southern,alex adams,,621
82,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,82,--,,,,,"REBOUND DEF by MOORE,HILLARY",,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,Centre,hillary moore,,
83,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,83,10:02,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,602
84,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,84,--,,,,,"REBOUND OFF by WINSTEAD,MARY",,,"REBOUND OFF by WINSTEAD,MARY",1,offensive rebound,,Centre,mary winstead,,
85,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,85,09:46,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,586
86,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,86,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",1,offensive rebound,,Centre,mary stough,,
87,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,87,09:39,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,579
88,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,88,09:24,,,,,"FOUL  by MOORE,HILLARY",,,"FOUL  by MOORE,HILLARY",1,foul,,Centre,hillary moore,,564
89,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,89,09:24,"GOOD FT by ADAMS,ALEX",16 (+2),,14,,BSC 16-14 (-2),,"GOOD FT by ADAMS,ALEX",1,free throw,good,birmingham-southern,alex adams,1,564
90,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,90,09:24,"GOOD FT by ADAMS,ALEX",17 (+3),,14,,BSC 17-14 (-3),,"GOOD FT by ADAMS,ALEX",1,free throw,good,birmingham-southern,alex adams,1,564
91,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,91,09:24,"SUB IN by FORD,KAYLA",,,,,,,"SUB IN by FORD,KAYLA",1,subbing in,,birmingham-southern,kayla ford,,564
92,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,92,09:24,"SUB OUT by BROWN,KELSEY",,,,,,,"SUB OUT by BROWN,KELSEY",1,subbing out,,birmingham-southern,kelsey brown,,564
93,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,93,09:24,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,564
94,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,94,09:24,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,564
95,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,95,09:24,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,564
96,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,96,09:24,,,,,"SUB OUT by WINSTEAD,MARY",,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,564
97,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,97,09:24,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,564
98,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,98,09:24,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,564
99,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,99,08:55,,17 (+1),,16,"GOOD JUMPER by BENHAM,CHELSEA",CENTRE_W 17-16 (-1),,"GOOD JUMPER by BENHAM,CHELSEA",1,jumper,good,Centre,chelsea benham,2,535
100,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,100,08:20,"TURNOVER  by BROMIRSKI,ELIZABETH",,,,,,,"TURNOVER  by BROMIRSKI,ELIZABETH",1,turnover,,birmingham-southern,elizabeth bromirski,,500
101,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,101,08:18,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,498
102,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,102,08:13,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,493
103,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,103,07:55,"TURNOVER  by KAISER,STEFANIE",,,,,,,"TURNOVER  by KAISER,STEFANIE",1,turnover,,birmingham-southern,stefanie kaiser,,475
104,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,104,07:54,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,474
105,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,105,07:48,,,,,"MISS LAYUP by MIRE,JENNA",,,"MISS LAYUP by MIRE,JENNA",1,layup,missed,Centre,jenna mire,,468
106,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,106,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
107,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,107,07:18,"GOOD LAYUP by MOORE,ERIN(in the paint)",19 (+3),,16,,BSC 19-16 (-3),,"GOOD LAYUP by MOORE,ERIN(in the paint)",1,layup,good,birmingham-southern,erin moore,2,438
108,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,108,07:02,"FOUL  by ADAMS,ALEX",,,,,,,"FOUL  by ADAMS,ALEX",1,foul,,birmingham-southern,alex adams,,422
109,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,109,07:02,"SUB IN by ROMANO,JANE",,,,,,,"SUB IN by ROMANO,JANE",1,subbing in,,birmingham-southern,jane romano,,422
110,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,110,07:02,"SUB OUT by BROMIRSKI,ELIZABETH",,,,,,,"SUB OUT by BROMIRSKI,ELIZABETH",1,subbing out,,birmingham-southern,elizabeth bromirski,,422
111,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,111,06:55,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,415
112,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,112,--,"REBOUND DEF by ADAMS,ALEX",,,,,,,"REBOUND DEF by ADAMS,ALEX",1,defensive rebound,,birmingham-southern,alex adams,,
113,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,113,06:39,"TURNOVER  by FORD,KAYLA",,,,,,,"TURNOVER  by FORD,KAYLA",1,turnover,,birmingham-southern,kayla ford,,399
114,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,114,06:39,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,399
115,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,115,06:39,"FOUL  by MOORE,ERIN",,,,,,,"FOUL  by MOORE,ERIN",1,foul,,birmingham-southern,erin moore,,399
116,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,116,06:39,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,399
117,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,117,06:39,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,399
118,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,118,06:39,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,399
119,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,119,06:39,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,399
