,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HANOVER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
67,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,67,14:06,"MISS FT by MORSE,NATALIE",,,,,,,"MISS FT by MORSE,NATALIE",1,free throw,missed,hanover,natalie morse,,846
68,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,68,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
69,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,69,13:56,,16,,20 (+4),"GOOD 3PTR by MOORE,HILLARY",CENTRE_W 16-20 (+4),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,836
70,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,70,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",1,assist,,Centre,bridget winstead,,
71,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,71,13:49,,,,,"FOUL  by MOORE,HILLARY",,,"FOUL  by MOORE,HILLARY",1,foul,,Centre,hillary moore,,829
72,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,72,13:43,"GOOD LAYUP by CAUDILL,MEGAN(in the paint)",18,,20 (+2),,HANOVER 18-20 (+2),,"GOOD LAYUP by CAUDILL,MEGAN(in the paint)",1,layup,good,hanover,megan caudill,2,823
73,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,73,--,"ASSIST  by WEDDLE,ELYSE",,,,,,,"ASSIST  by WEDDLE,ELYSE",1,assist,,hanover,elyse weddle,,
74,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,74,13:31,,18,,23 (+5),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 18-23 (+5),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,811
75,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,75,--,,,,,"ASSIST  by WINSTEAD,MARY",,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
76,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,76,13:16,"GOOD 3PTR by MORSE,NATALIE",21,,23 (+2),,HANOVER 21-23 (+2),,"GOOD 3PTR by MORSE,NATALIE",1,three pointer,good,hanover,natalie morse,3,796
77,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,77,--,"ASSIST  by WEDDLE,ELYSE",,,,,,,"ASSIST  by WEDDLE,ELYSE",1,assist,,hanover,elyse weddle,,
78,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,78,12:43,,21,,25 (+4),"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 21-25 (+4),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,763
79,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,79,12:43,"FOUL  by WEDDLE,ELYSE",,,,,,,"FOUL  by WEDDLE,ELYSE",1,foul,,hanover,elyse weddle,,763
80,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,80,12:43,,21,,26 (+5),"GOOD FT by STOUGH,MARY",CENTRE_W 21-26 (+5),,"GOOD FT by STOUGH,MARY",1,free throw,good,Centre,mary stough,1,763
81,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,81,12:43,"SUB IN by PRATER,COURTNEY",,,,,,,"SUB IN by PRATER,COURTNEY",1,subbing in,,hanover,courtney prater,,763
82,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,82,12:43,"SUB IN by PAHREN,STEPHANIE",,,,,,,"SUB IN by PAHREN,STEPHANIE",1,subbing in,,hanover,stephanie pahren,,763
83,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,83,12:43,"SUB OUT by HOPKINS,ALICIA",,,,,,,"SUB OUT by HOPKINS,ALICIA",1,subbing out,,hanover,alicia hopkins,,763
84,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,84,12:43,"SUB OUT by WEDDLE,ELYSE",,,,,,,"SUB OUT by WEDDLE,ELYSE",1,subbing out,,hanover,elyse weddle,,763
85,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,85,12:43,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,763
86,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,86,12:43,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,763
87,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,87,12:43,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,763
88,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,88,12:43,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,763
89,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,89,12:43,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,763
90,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,90,12:43,,,,,"SUB OUT by WINSTEAD,MARY",,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,763
91,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,91,12:34,"MISS JUMPER by MORSE,NATALIE",,,,,,,"MISS JUMPER by MORSE,NATALIE",1,jumper,missed,hanover,natalie morse,,754
92,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,92,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
93,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,93,12:26,"TURNOVER  by PRATER,COURTNEY",,,,,,,"TURNOVER  by PRATER,COURTNEY",1,turnover,,hanover,courtney prater,,746
94,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,94,12:26,"SUB IN by HOPKINS,ALICIA",,,,,,,"SUB IN by HOPKINS,ALICIA",1,subbing in,,hanover,alicia hopkins,,746
95,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,95,12:26,"SUB OUT by MALLOY,ASHLEY",,,,,,,"SUB OUT by MALLOY,ASHLEY",1,subbing out,,hanover,ashley malloy,,746
96,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,96,12:26,"SUB OUT by PAHREN,STEPHANIE",,,,,,,"SUB OUT by PAHREN,STEPHANIE",1,subbing out,,hanover,stephanie pahren,,746
97,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,97,12:14,,,,,"TURNOVER  by WINSTEAD,BRIDGET",,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,734
98,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,98,12:13,"STEAL  by WATSON,SHAUNA",,,,,,,"STEAL  by WATSON,SHAUNA",1,steal,,hanover,,,733
99,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,99,11:56,"MISS LAYUP by CAUDILL,MEGAN",,,,,,,"MISS LAYUP by CAUDILL,MEGAN",1,layup,missed,hanover,megan caudill,,716
100,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,100,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
101,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,101,11:51,"SUB IN by GAHIMER,KATIE",,,,,,,"SUB IN by GAHIMER,KATIE",1,subbing in,,hanover,katie gahimer,,711
102,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,102,11:51,"SUB OUT by CAUDILL,MEGAN",,,,,,,"SUB OUT by CAUDILL,MEGAN",1,subbing out,,hanover,megan caudill,,711
103,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,103,11:42,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,702
104,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,104,11:42,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,702
105,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,105,11:42,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,702
106,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,106,11:42,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,702
107,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,107,11:25,"MISS 3PTR by HOPKINS,ALICIA",,,,,,,"MISS 3PTR by HOPKINS,ALICIA",1,three pointer,missed,hanover,alicia hopkins,,685
108,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,108,--,,,,,"REBOUND DEF by MIRE,JENNA",,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
109,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,109,11:20,"FOUL  by GAHIMER,KATIE",,,,,,,"FOUL  by GAHIMER,KATIE",1,foul,,hanover,katie gahimer,,680
110,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,110,11:15,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,675
111,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,111,--,"REBOUND DEF by PRATER,COURTNEY",,,,,,,"REBOUND DEF by PRATER,COURTNEY",1,defensive rebound,,hanover,courtney prater,,
112,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,112,11:07,"MISS LAYUP by HOPKINS,ALICIA",,,,,,,"MISS LAYUP by HOPKINS,ALICIA",1,layup,missed,hanover,alicia hopkins,,667
113,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,113,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
114,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,114,10:59,,21,,28 (+7),"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE_W 21-28 (+7),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,659
115,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,115,--,,,,,"ASSIST  by MIRE,JENNA",,,"ASSIST  by MIRE,JENNA",1,assist,,Centre,jenna mire,,
116,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,116,10:47,"MISS JUMPER by HOPKINS,ALICIA",,,,,,,"MISS JUMPER by HOPKINS,ALICIA",1,jumper,missed,hanover,alicia hopkins,,647
117,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,117,--,"REBOUND OFF by BISCHOFF,CAITLIN",,,,,,,"REBOUND OFF by BISCHOFF,CAITLIN",1,offensive rebound,,hanover,caitlin bischoff,,
118,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,118,10:42,"SUB IN by MORSE,NATALIE",,,,,,,"SUB IN by MORSE,NATALIE",1,subbing in,,hanover,natalie morse,,642
119,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,119,10:42,"SUB OUT by HOPKINS,ALICIA",,,,,,,"SUB OUT by HOPKINS,ALICIA",1,subbing out,,hanover,alicia hopkins,,642
120,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,120,10:35,"MISS 3PTR by BISCHOFF,CAITLIN",,,,,,,"MISS 3PTR by BISCHOFF,CAITLIN",1,three pointer,missed,hanover,caitlin bischoff,,635
121,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,121,--,"REBOUND OFF by BISCHOFF,CAITLIN",,,,,,,"REBOUND OFF by BISCHOFF,CAITLIN",1,offensive rebound,,hanover,caitlin bischoff,,
122,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,122,10:19,"MISS 3PTR by GAHIMER,KATIE",,,,,,,"MISS 3PTR by GAHIMER,KATIE",1,three pointer,missed,hanover,katie gahimer,,619
123,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,123,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
124,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,124,10:14,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,614
125,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,125,10:11,"STEAL  by BISCHOFF,CAITLIN",,,,,,,"STEAL  by BISCHOFF,CAITLIN",1,steal,,hanover,,,611
126,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,126,10:05,"TURNOVER  by MORSE,NATALIE",,,,,,,"TURNOVER  by MORSE,NATALIE",1,turnover,,hanover,natalie morse,,605
127,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,127,10:04,,,,,"STEAL  by WINSTEAD,BRIDGET",,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,604
128,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,128,09:59,,21,,30 (+9),"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE_W 21-30 (+9),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,599
129,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,129,09:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,596
130,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,130,09:42,"TURNOVER  by WATSON,SHAUNA",,,,,,,"TURNOVER  by WATSON,SHAUNA",1,turnover,,hanover,shauna watson,,582
131,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,131,09:38,,,,,"STEAL  by HARTLAGE,MAGGIE",,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,578
132,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,132,09:34,,21,,32 (+11),"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE_W 21-32 (+11),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,574
133,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,133,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",1,assist,,Centre,bridget winstead,,
134,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,134,09:24,"TURNOVER  by MORSE,NATALIE",,,,,,,"TURNOVER  by MORSE,NATALIE",1,turnover,,hanover,natalie morse,,564
135,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,135,09:22,,,,,"STEAL  by WINSTEAD,BRIDGET",,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,562
136,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,136,09:18,"FOUL  by PRATER,COURTNEY",,,,,,,"FOUL  by PRATER,COURTNEY",1,foul,,hanover,courtney prater,,558
137,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,137,09:18,,,,,"MISS FT by MIRE,JENNA",,,"MISS FT by MIRE,JENNA",1,free throw,missed,Centre,jenna mire,,558
138,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,138,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
139,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,139,09:18,,21,,33 (+12),"GOOD FT by MIRE,JENNA",CENTRE_W 21-33 (+12),,"GOOD FT by MIRE,JENNA",1,free throw,good,Centre,jenna mire,1,558
140,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,140,09:18,"SUB IN by CAUDILL,MEGAN",,,,,,,"SUB IN by CAUDILL,MEGAN",1,subbing in,,hanover,megan caudill,,558
141,10,hanover,HANOVER,CENTRE,77-80,77,80,"56, 13, 8, 77","31, 38, 11, 80",56,13,8,77,31,38,11,80,6-4,4-6,12/28/12,Lose,96,No Location Recorded,1 p.m.,H,141,09:18,"SUB IN by PAHREN,STEPHANIE",,,,,,,"SUB IN by PAHREN,STEPHANIE",1,subbing in,,hanover,stephanie pahren,,558
