,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,DC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
70,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,70,12:27,"TURNOVER  by CIMINILLO,RACHEL",,,,,,,"TURNOVER  by CIMINILLO,RACHEL",1,turnover,,defiance college,rachel ciminillo,,747
71,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,71,12:18,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,738
72,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,72,12:17,"STEAL  by FIELDS,MEGAN",,,,,,,"STEAL  by FIELDS,MEGAN",1,steal,,defiance college,,,737
73,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,73,12:00,"TURNOVER  by HARSHMAN,HANNAH",,,,,,,"TURNOVER  by HARSHMAN,HANNAH",1,turnover,,defiance college,hannah harshman,,720
74,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,74,12:00,"SUB IN by BIRCHMEIER,ASHLEY",,,,,,,"SUB IN by BIRCHMEIER,ASHLEY",1,subbing in,,defiance college,ashley birchmeier,,720
75,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,75,12:00,"SUB OUT by HARSHMAN,HANNAH",,,,,,,"SUB OUT by HARSHMAN,HANNAH",1,subbing out,,defiance college,hannah harshman,,720
76,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,76,12:00,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,720
77,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,77,12:00,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,720
78,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,78,12:00,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,720
79,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,79,12:00,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,720
80,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,80,12:00,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,720
81,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,81,12:00,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,720
82,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,82,11:50,,,,,"TURNOVER  by WINSTEAD,MARY",,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,710
83,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,83,11:47,,5,,19 (+14),"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 5-19 (+14),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,707
84,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,84,11:29,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,689
85,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,85,11:18,"MISS JUMPER by CIMINILLO,RACHEL",,,,,,,"MISS JUMPER by CIMINILLO,RACHEL",1,jumper,missed,defiance college,rachel ciminillo,,678
86,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,86,--,"REBOUND OFF by FIELDS,MEGAN",,,,,,,"REBOUND OFF by FIELDS,MEGAN",1,offensive rebound,,defiance college,megan fields,,
87,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,87,11:09,"GOOD JUMPER by ZACHRICH,MEGAN",7,,19 (+12),,DC 7-19 (+12),,"GOOD JUMPER by ZACHRICH,MEGAN",1,jumper,good,defiance college,megan zachrich,2,669
88,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,88,10:49,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,649
89,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,89,--,"REBOUND DEF by CIMINILLO,RACHEL",,,,,,,"REBOUND DEF by CIMINILLO,RACHEL",1,defensive rebound,,defiance college,rachel ciminillo,,
90,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,90,10:38,"MISS JUMPER by BIRCHMEIER,ASHLEY",,,,,,,"MISS JUMPER by BIRCHMEIER,ASHLEY",1,jumper,missed,defiance college,ashley birchmeier,,638
91,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,91,--,"REBOUND OFF by ZACHRICH,MEGAN",,,,,,,"REBOUND OFF by ZACHRICH,MEGAN",1,offensive rebound,,defiance college,megan zachrich,,
92,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,92,10:33,"MISS LAYUP by ZACHRICH,MEGAN",,,,,,,"MISS LAYUP by ZACHRICH,MEGAN",1,layup,missed,defiance college,megan zachrich,,633
93,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,93,--,"REBOUND OFF by KATH,MARISSA",,,,,,,"REBOUND OFF by KATH,MARISSA",1,offensive rebound,,defiance college,marissa kath,,
94,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,94,10:13,"FOUL  by FIELDS,MEGAN",,,,,,,"FOUL  by FIELDS,MEGAN",1,foul,,defiance college,megan fields,,613
95,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,95,10:13,"TURNOVER  by FIELDS,MEGAN",,,,,,,"TURNOVER  by FIELDS,MEGAN",1,turnover,,defiance college,megan fields,,613
96,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,96,10:05,,7,,22 (+15),"GOOD 3PTR by BENHAM,CHELSEA",CENTRE_W 7-22 (+15),,"GOOD 3PTR by BENHAM,CHELSEA",1,three pointer,good,Centre,chelsea benham,3,605
97,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,97,10:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,602
98,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,98,10:02,"SUB IN by KING,ERICA",,,,,,,"SUB IN by KING,ERICA",1,subbing in,,defiance college,erica king,,602
99,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,99,10:02,"SUB OUT by CIMINILLO,RACHEL",,,,,,,"SUB OUT by CIMINILLO,RACHEL",1,subbing out,,defiance college,rachel ciminillo,,602
100,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,100,09:51,"TURNOVER  by KATH,MARISSA",,,,,,,"TURNOVER  by KATH,MARISSA",1,turnover,,defiance college,marissa kath,,591
101,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,101,09:48,,,,,"STEAL  by WINSTEAD,BRIDGET",,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,588
102,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,102,09:47,"TURNOVER  by KATH,MARISSA",,,,,,,"TURNOVER  by KATH,MARISSA",1,turnover,,defiance college,marissa kath,,587
103,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,103,09:43,"MISS LAYUP by KATH,MARISSA",,,,,,,"MISS LAYUP by KATH,MARISSA",1,layup,missed,defiance college,marissa kath,,583
104,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,104,--,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
105,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,105,09:31,,7,,24 (+17),"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 7-24 (+17),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,571
106,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,106,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
107,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,107,09:23,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,563
108,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,108,09:23,"SUB IN by HARSHMAN,HANNAH",,,,,,,"SUB IN by HARSHMAN,HANNAH",1,subbing in,,defiance college,hannah harshman,,563
109,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,109,09:23,"SUB IN by BINGLEY,KIM",,,,,,,"SUB IN by BINGLEY,KIM",1,subbing in,,defiance college,kim bingley,,563
110,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,110,09:23,"SUB OUT by KATH,MARISSA",,,,,,,"SUB OUT by KATH,MARISSA",1,subbing out,,defiance college,marissa kath,,563
111,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,111,09:23,"SUB OUT by BIRCHMEIER,ASHLEY",,,,,,,"SUB OUT by BIRCHMEIER,ASHLEY",1,subbing out,,defiance college,ashley birchmeier,,563
112,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,112,09:23,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,563
113,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,113,09:23,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,563
114,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,114,09:06,"MISS JUMPER by KING,ERICA",,,,,,,"MISS JUMPER by KING,ERICA",1,jumper,missed,defiance college,erica king,,546
115,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,115,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
116,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,116,08:44,"FOUL  by BINGLEY,KIM",,,,,,,"FOUL  by BINGLEY,KIM",1,foul,,defiance college,kim bingley,,524
117,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,117,08:44,,,,,"MISS FT by HARTLAGE,MAGGIE",,,"MISS FT by HARTLAGE,MAGGIE",1,free throw,missed,Centre,maggie hartlage,,524
118,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,118,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
119,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,119,08:44,,7,,25 (+18),"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 7-25 (+18),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,524
120,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,120,08:44,,7,,26 (+19),"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 7-26 (+19),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,524
121,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,121,08:25,"TURNOVER  by HARSHMAN,HANNAH",,,,,,,"TURNOVER  by HARSHMAN,HANNAH",1,turnover,,defiance college,hannah harshman,,505
122,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,122,08:11,,7,,29 (+22),"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 7-29 (+22),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,491
123,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,123,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
124,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,124,07:44,"FOUL  by BINGLEY,KIM",,,,,,,"FOUL  by BINGLEY,KIM",1,foul,,defiance college,kim bingley,,464
125,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,125,07:44,"TURNOVER  by BINGLEY,KIM",,,,,,,"TURNOVER  by BINGLEY,KIM",1,turnover,,defiance college,kim bingley,,464
126,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,126,07:44,"SUB IN by CIMINILLO,RACHEL",,,,,,,"SUB IN by CIMINILLO,RACHEL",1,subbing in,,defiance college,rachel ciminillo,,464
127,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,127,07:44,"SUB IN by STARKS,EMMA",,,,,,,"SUB IN by STARKS,EMMA",1,subbing in,,defiance college,emma starks,,464
128,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,128,07:44,"SUB OUT by FIELDS,MEGAN",,,,,,,"SUB OUT by FIELDS,MEGAN",1,subbing out,,defiance college,megan fields,,464
129,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,129,07:44,"SUB OUT by ZACHRICH,MEGAN",,,,,,,"SUB OUT by ZACHRICH,MEGAN",1,subbing out,,defiance college,megan zachrich,,464
130,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,130,07:44,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,464
131,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,131,07:44,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,464
132,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,132,07:44,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,464
133,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,133,07:44,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,464
134,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,134,07:44,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,464
135,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,135,07:44,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,464
136,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,136,07:44,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,464
137,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,137,07:44,,,,,"SUB OUT by WINSTEAD,MARY",,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,464
138,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,138,07:26,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,446
139,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,139,07:25,"STEAL  by CIMINILLO,RACHEL",,,,,,,"STEAL  by CIMINILLO,RACHEL",1,steal,,defiance college,,,445
140,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,140,07:16,"TURNOVER  by STARKS,EMMA",,,,,,,"TURNOVER  by STARKS,EMMA",1,turnover,,defiance college,emma starks,,436
141,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,141,07:15,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,435
142,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,142,07:13,,7,,31 (+24),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 7-31 (+24),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,433
143,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,143,06:46,"TURNOVER  by BINGLEY,KIM",,,,,,,"TURNOVER  by BINGLEY,KIM",1,turnover,,defiance college,kim bingley,,406
144,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,144,06:46,"SUB IN by KATH,MARISSA",,,,,,,"SUB IN by KATH,MARISSA",1,subbing in,,defiance college,marissa kath,,406
145,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,145,06:46,"SUB OUT by BINGLEY,KIM",,,,,,,"SUB OUT by BINGLEY,KIM",1,subbing out,,defiance college,kim bingley,,406
146,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,146,06:34,,7,,34 (+27),"GOOD 3PTR by MOORE,HILLARY",CENTRE_W 7-34 (+27),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,394
147,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,147,--,,,,,"ASSIST  by STOUGH,MARY",,,"ASSIST  by STOUGH,MARY",1,assist,,Centre,mary stough,,
148,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,148,06:05,"MISS JUMPER by KING,ERICA",,,,,,,"MISS JUMPER by KING,ERICA",1,jumper,missed,defiance college,erica king,,365
149,2,defiance,Defiance College,Centre College,78-42,78,42,"45, 33, 78","16, 26, 42",45,33,78,16,26,42,1-1,0-2,11/17/12,Win,142,No Location Recorded,3:00 p.m.,H,149,--,,,,,"REBOUND DEF by MIRE,JENNA",,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
