,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SUWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
156,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,156,05:14,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,cetre college,maggie hartlage,,314
157,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,157,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,cetre college,paige baechle,,
158,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,158,05:07,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",29 (+13),,16,,CENTRE 29-16 (+13),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,cetre college,paige baechle,2,307
159,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,159,04:55,,,,,"TURNOVER  by WASHLE,HANNAH",,,"TURNOVER  by WASHLE,HANNAH",1,turnover,,Centre,hannah washle,,295
160,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,160,04:31,,,,,"FOUL  by HAYES,KERSTIN",,,"FOUL  by HAYES,KERSTIN",1,foul,,Centre,kerstin hayes,,271
161,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,161,04:31,"GOOD FT by HARTLAGE,MAGGIE",30 (+14),,16,,CENTRE 30-16 (+14),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,cetre college,maggie hartlage,1,271
162,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,162,04:31,"GOOD FT by HARTLAGE,MAGGIE",31 (+15),,16,,CENTRE 31-16 (+15),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,cetre college,maggie hartlage,1,271
163,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,163,04:31,,,,,"SUB IN by ASH,KALLIE",,,"SUB IN by ASH,KALLIE",1,subbing in,,Centre,kallie ash,,271
164,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,164,04:31,,,,,"SUB IN by DENNISON,KATIE",,,"SUB IN by DENNISON,KATIE",1,subbing in,,Centre,katie dennison,,271
165,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,165,04:31,,,,,"SUB OUT by WASHLE,HANNAH",,,"SUB OUT by WASHLE,HANNAH",1,subbing out,,Centre,hannah washle,,271
166,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,166,04:31,,,,,"SUB OUT by ROARX,LINDSEY",,,"SUB OUT by ROARX,LINDSEY",1,subbing out,,Centre,lindsey roarx,,271
167,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,167,04:16,,31 (+12),,19,"GOOD 3PTR by HAYES,KERSTIN",SUWB 31-19 (+12),,"GOOD 3PTR by HAYES,KERSTIN",1,three pointer,good,Centre,kerstin hayes,3,256
168,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,168,--,,,,,"ASSIST  by DENNISON,KATIE",,,"ASSIST  by DENNISON,KATIE",1,assist,,Centre,katie dennison,,
169,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,169,04:02,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,cetre college,paige baechle,,242
170,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,170,--,,,,,"REBOUND DEF by HARROD,KELLY",,,"REBOUND DEF by HARROD,KELLY",1,defensive rebound,,Centre,kelly harrod,,
171,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,171,03:48,,31 (+10),,21,"GOOD LAYUP by SMITH,JAZMIN(in the paint)",SUWB 31-21 (+10),,"GOOD LAYUP by SMITH,JAZMIN(in the paint)",1,layup,good,Centre,jazmin smith,2,228
172,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,172,--,,,,,"ASSIST  by DENNISON,KATIE",,,"ASSIST  by DENNISON,KATIE",1,assist,,Centre,katie dennison,,
173,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,173,03:28,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,cetre college,paige baechle,,208
174,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,174,--,,,,,"REBOUND DEF by ASH,KALLIE",,,"REBOUND DEF by ASH,KALLIE",1,defensive rebound,,Centre,kallie ash,,
175,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,175,03:13,,,,,"MISS LAYUP by SMITH,JAZMIN",,,"MISS LAYUP by SMITH,JAZMIN",1,layup,missed,Centre,jazmin smith,,193
176,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,176,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,cetre college,paige baechle,,
177,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,177,03:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,189
178,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,178,03:09,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,cetre college,bridget winstead,,189
179,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,179,03:09,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,cetre college,jenna mire,,189
180,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,180,03:09,,,,,"SUB IN by BAKER,KRISTEN",,,"SUB IN by BAKER,KRISTEN",1,subbing in,,Centre,kristen baker,,189
181,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,181,03:09,,,,,"SUB OUT by SMITH,JAZMIN",,,"SUB OUT by SMITH,JAZMIN",1,subbing out,,Centre,jazmin smith,,189
182,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,182,02:57,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",1,turnover,,cetre college,alanna guy,,177
183,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,183,02:37,,,,,"MISS 3PTR by DENNISON,KATIE",,,"MISS 3PTR by DENNISON,KATIE",1,three pointer,missed,Centre,katie dennison,,157
184,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,184,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,cetre college,hillary moore,,
185,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,185,02:17,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,cetre college,bridget winstead,,137
186,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,186,--,,,,,"REBOUND DEF by ASH,KALLIE",,,"REBOUND DEF by ASH,KALLIE",1,defensive rebound,,Centre,kallie ash,,
187,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,187,01:54,,,,,"MISS JUMPER by HARROD,KELLY",,,"MISS JUMPER by HARROD,KELLY",1,jumper,missed,Centre,kelly harrod,,114
188,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,188,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,cetre college,hillary moore,,
189,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,189,01:34,"GOOD JUMPER by BAECHLE,PAIGE",33 (+12),,21,,CENTRE 33-21 (+12),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,cetre college,paige baechle,2,94
190,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,190,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",1,assist,,cetre college,alanna guy,,
191,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,191,01:11,,,,,"TURNOVER  by HARROD,KELLY",,,"TURNOVER  by HARROD,KELLY",1,turnover,,Centre,kelly harrod,,71
192,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,192,01:09,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,cetre college,,,69
193,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,193,01:03,"GOOD 3PTR by WINSTEAD,BRIDGET",36 (+15),,21,,CENTRE 36-21 (+15),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,cetre college,bridget winstead,3,63
194,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,194,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",1,assist,,cetre college,alanna guy,,
195,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,195,00:33,,,,,"TURNOVER  by BAKER,KRISTEN",,,"TURNOVER  by BAKER,KRISTEN",1,turnover,,Centre,kristen baker,,33
196,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,196,00:27,"STEAL  by GUY,ALANNA",,,,,,,"STEAL  by GUY,ALANNA",1,steal,,cetre college,,,27
197,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,197,00:24,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,cetre college,maggie hartlage,,24
198,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,198,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
199,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,199,00:08,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,cetre college,maggie hartlage,,8
200,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,200,00:05,,36 (+14),,22,"GOOD FT by HARROD,KELLY",SUWB 36-22 (+14),,"GOOD FT by HARROD,KELLY",1,free throw,good,Centre,kelly harrod,1,5
201,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,201,00:05,,,,,"MISS FT by HARROD,KELLY",,,"MISS FT by HARROD,KELLY",1,free throw,missed,Centre,kelly harrod,,5
202,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,202,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,cetre college,bridget winstead,,
203,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,203,00:05,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,cetre college,chelsea benham,,5
204,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,204,Start Period 2,,,,,,,,,2,,,,,,
205,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,205,20:00,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,cetre college,bridget winstead,,1200
206,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,206,20:00,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",2,subbing out,,cetre college,hillary moore,,1200
207,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,207,19:50,,,,,"MISS 3PTR by HAYES,KERSTIN",,,"MISS 3PTR by HAYES,KERSTIN",2,three pointer,missed,Centre,kerstin hayes,,1190
208,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,208,--,,,,,"REBOUND OFF by WASHLE,HANNAH",,,"REBOUND OFF by WASHLE,HANNAH",2,offensive rebound,,Centre,hannah washle,,
209,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,209,19:39,,,,,"MISS JUMPER by BAKER,KRISTEN",,,"MISS JUMPER by BAKER,KRISTEN",2,jumper,missed,Centre,kristen baker,,1179
210,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,210,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,cetre college,chelsea benham,,
211,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,211,19:18,"GOOD JUMPER by BAECHLE,PAIGE",38 (+16),,22,,CENTRE 38-22 (+16),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,cetre college,paige baechle,2,1158
212,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,212,--,"ASSIST  by MIRE,JENNA",,,,,,,"ASSIST  by MIRE,JENNA",2,assist,,cetre college,jenna mire,,
213,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,213,18:59,,,,,"MISS JUMPER by ASH,KALLIE",,,"MISS JUMPER by ASH,KALLIE",2,jumper,missed,Centre,kallie ash,,1139
214,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,214,--,,,,,"REBOUND OFF by HARROD,KELLY",,,"REBOUND OFF by HARROD,KELLY",2,offensive rebound,,Centre,kelly harrod,,
215,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,215,18:53,,38 (+14),,24,"GOOD LAYUP by HARROD,KELLY(in the paint)",SUWB 38-24 (+14),,"GOOD LAYUP by HARROD,KELLY(in the paint)",2,layup,good,Centre,kelly harrod,2,1133
216,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,216,18:33,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,cetre college,maggie hartlage,,1113
217,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,217,--,,,,,"REBOUND DEF by HARROD,KELLY",,,"REBOUND DEF by HARROD,KELLY",2,defensive rebound,,Centre,kelly harrod,,
218,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,218,18:20,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",2,foul,,cetre college,chelsea benham,,1100
219,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,219,18:20,,38 (+13),,25,"GOOD FT by BAKER,KRISTEN",SUWB 38-25 (+13),,"GOOD FT by BAKER,KRISTEN",2,free throw,good,Centre,kristen baker,1,1100
220,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,220,18:20,,38 (+12),,26,"GOOD FT by BAKER,KRISTEN",SUWB 38-26 (+12),,"GOOD FT by BAKER,KRISTEN",2,free throw,good,Centre,kristen baker,1,1100
221,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,221,18:20,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",2,subbing in,,cetre college,mary stough,,1100
222,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,222,18:20,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",2,subbing in,,cetre college,hillary moore,,1100
223,8,spalding,Cetre College,Spalding,70-76,70,76,"22, 32, 9, 7, 70","36, 18, 9, 13, 76",22,32,9,7,70,36,18,9,13,76,2-2,2-7,12/11/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,223,18:20,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,cetre college,chelsea benham,,1100
