,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,FCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
72,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,72,12:52,,14 (+5),,9,"GOOD JUMPER by WINSTEAD,MARY",CENTRE_W 14-9 (-5),,"GOOD JUMPER by WINSTEAD,MARY",1,jumper,good,Centre,mary winstead,2,772
73,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,73,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
74,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,74,12:29,"MISS JUMPER by CRAWFORD,KEMANI",,,,,,,"MISS JUMPER by CRAWFORD,KEMANI",1,jumper,missed,ferrum,kemani crawford,,749
75,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,75,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
76,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,76,12:08,,14 (+2),,12,"GOOD 3PTR by MOORE,HILLARY",CENTRE_W 14-12 (-2),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,728
77,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,77,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
78,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,78,11:47,"MISS 3PTR by SMITH,SHEA",,,,,,,"MISS 3PTR by SMITH,SHEA",1,three pointer,missed,ferrum,shea smith,,707
79,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,79,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
80,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,80,11:36,,,,,"TURNOVER  by WINSTEAD,MARY",,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,696
81,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,81,11:35,"STEAL  by SMITH,SHEA",,,,,,,"STEAL  by SMITH,SHEA",1,steal,,ferrum,,,695
82,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,82,11:32,"GOOD JUMPER by SMITH,SHEA(in the paint)",16 (+4),,12,,FCW 16-12 (-4),,"GOOD JUMPER by SMITH,SHEA(in the paint)",1,jumper,good,ferrum,shea smith,2,692
83,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,83,11:08,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,668
84,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,84,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
85,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,85,11:03,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,663
86,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,86,11:03,"SUB IN by AKERS,TESLA",,,,,,,"SUB IN by AKERS,TESLA",1,subbing in,,ferrum,tesla akers,,663
87,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,87,11:03,"SUB IN by BURWELL,BOREIKA",,,,,,,"SUB IN by BURWELL,BOREIKA",1,subbing in,,ferrum,boreika burwell,,663
88,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,88,11:03,"SUB IN by CULLER,KYLENE",,,,,,,"SUB IN by CULLER,KYLENE",1,subbing in,,ferrum,kylene culler,,663
89,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,89,11:03,"SUB IN by RHODES,JESSICA",,,,,,,"SUB IN by RHODES,JESSICA",1,subbing in,,ferrum,jessica rhodes,,663
90,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,90,11:03,"SUB OUT by HAIRSTON,JACOLE",,,,,,,"SUB OUT by HAIRSTON,JACOLE",1,subbing out,,ferrum,jacole hairston,,663
91,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,91,11:03,"SUB OUT by SMITH,SHEA",,,,,,,"SUB OUT by SMITH,SHEA",1,subbing out,,ferrum,shea smith,,663
92,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,92,11:03,"SUB OUT by CRAWFORD,KEMANI",,,,,,,"SUB OUT by CRAWFORD,KEMANI",1,subbing out,,ferrum,kemani crawford,,663
93,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,93,11:03,"SUB OUT by KIPPS,KATY",,,,,,,"SUB OUT by KIPPS,KATY",1,subbing out,,ferrum,katy kipps,,663
94,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,94,11:03,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,663
95,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,95,11:03,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,663
96,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,96,11:03,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,663
97,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,97,11:03,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,663
98,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,98,10:31,"MISS LAYUP by RHODES,JESSICA",,,,,,,"MISS LAYUP by RHODES,JESSICA",1,layup,missed,ferrum,jessica rhodes,,631
99,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,99,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
100,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,100,10:20,,,,,"TURNOVER  by WINSTEAD,MARY",,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,620
101,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,101,10:20,"TURNOVER  by RHODES,JESSICA",,,,,,,"TURNOVER  by RHODES,JESSICA",1,turnover,,ferrum,jessica rhodes,,620
102,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,102,10:20,"FOUL  by RHODES,JESSICA",,,,,,,"FOUL  by RHODES,JESSICA",1,foul,,ferrum,jessica rhodes,,620
103,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,103,10:15,"FOUL  by CULLER,KYLENE",,,,,,,"FOUL  by CULLER,KYLENE",1,foul,,ferrum,kylene culler,,615
104,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,104,10:15,,16 (+3),,13,"GOOD FT by BENHAM,CHELSEA",CENTRE_W 16-13 (-3),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,615
105,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,105,10:15,,,,,"MISS FT by BENHAM,CHELSEA",,,"MISS FT by BENHAM,CHELSEA",1,free throw,missed,Centre,chelsea benham,,615
106,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,106,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
107,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,107,10:15,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,615
108,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,108,10:15,,,,,"SUB OUT by WINSTEAD,MARY",,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,615
109,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,109,10:07,,16,,16,"GOOD 3PTR by WINSTEAD,BRIDGET",CENTRE_W 16-16 (0),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,607
110,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,110,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
111,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,111,09:35,"MISS JUMPER by BURWELL,BOREIKA",,,,,,,"MISS JUMPER by BURWELL,BOREIKA",1,jumper,missed,ferrum,boreika burwell,,575
112,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,112,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
113,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,113,09:09,,16,,18 (+2),"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE_W 16-18 (+2),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,549
114,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,114,--,,,,,"ASSIST  by MOORE,HILLARY",,,"ASSIST  by MOORE,HILLARY",1,assist,,Centre,hillary moore,,
115,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,115,08:47,"MISS LAYUP by CULLER,KYLENE",,,,,,,"MISS LAYUP by CULLER,KYLENE",1,layup,missed,ferrum,kylene culler,,527
116,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,116,--,"REBOUND OFF by CULLER,KYLENE",,,,,,,"REBOUND OFF by CULLER,KYLENE",1,offensive rebound,,ferrum,kylene culler,,
117,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,117,08:44,"GOOD LAYUP by CULLER,KYLENE(in the paint)",18,,18,,FCW 18-18 (0),,"GOOD LAYUP by CULLER,KYLENE(in the paint)",1,layup,good,ferrum,kylene culler,2,524
118,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,118,08:39,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,519
119,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,119,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
120,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,120,08:34,,18,,20 (+2),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 18-20 (+2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,514
121,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,121,08:25,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,505
122,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,122,08:25,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,505
123,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,123,08:25,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,505
124,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,124,08:25,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,505
125,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,125,08:25,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,505
126,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,126,08:19,"GOOD 3PTR by AKERS,TESLA",21 (+1),,20,,FCW 21-20 (-1),,"GOOD 3PTR by AKERS,TESLA",1,three pointer,good,ferrum,tesla akers,3,499
127,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,127,--,"ASSIST  by BURWELL,BOREIKA",,,,,,,"ASSIST  by BURWELL,BOREIKA",1,assist,,ferrum,boreika burwell,,
128,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,128,08:02,,21,,22 (+1),"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 21-22 (+1),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,482
129,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,129,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
130,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,130,07:44,"MISS 3PTR by GOINS,KAYLA",,,,,,,"MISS 3PTR by GOINS,KAYLA",1,three pointer,missed,ferrum,kayla goins,,464
131,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,131,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
132,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,132,07:41,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,461
133,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,133,07:41,"SUB IN by SMITH,SHEA",,,,,,,"SUB IN by SMITH,SHEA",1,subbing in,,ferrum,shea smith,,461
134,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,134,07:41,"SUB IN by CRAWFORD,KEMANI",,,,,,,"SUB IN by CRAWFORD,KEMANI",1,subbing in,,ferrum,kemani crawford,,461
135,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,135,07:41,"SUB IN by KIPPS,KATY",,,,,,,"SUB IN by KIPPS,KATY",1,subbing in,,ferrum,katy kipps,,461
136,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,136,07:41,"SUB OUT by GOINS,KAYLA",,,,,,,"SUB OUT by GOINS,KAYLA",1,subbing out,,ferrum,kayla goins,,461
137,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,137,07:41,"SUB OUT by CULLER,KYLENE",,,,,,,"SUB OUT by CULLER,KYLENE",1,subbing out,,ferrum,kylene culler,,461
138,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,138,07:41,"SUB OUT by RHODES,JESSICA",,,,,,,"SUB OUT by RHODES,JESSICA",1,subbing out,,ferrum,jessica rhodes,,461
139,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,139,07:41,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,461
140,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,140,07:41,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,461
141,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,141,07:41,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,461
142,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,142,07:41,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,461
143,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,143,07:18,"GOOD JUMPER by AKERS,TESLA(in the paint)",23 (+1),,22,,FCW 23-22 (-1),,"GOOD JUMPER by AKERS,TESLA(in the paint)",1,jumper,good,ferrum,tesla akers,2,438
144,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,144,07:18,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,438
145,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,145,07:18,"GOOD FT by AKERS,TESLA",24 (+2),,22,,FCW 24-22 (-2),,"GOOD FT by AKERS,TESLA",1,free throw,good,ferrum,tesla akers,1,438
146,11,ferrum,Ferrum,CENTRE,68-79,68,79,"31, 37, 68","35, 44, 79",31,37,68,35,44,79,3-7,7-0,12/29/12,Lose,No Attendence Recorded,No Location Recorded,3:00 PM,H,146,07:18,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,438
