,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE~2,Away Team Score,Play Team Indicator,Home Team Score,MCWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
135,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,135,09:05,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",18 (+2),,16,,CENTRE~2 18-16 (+2),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,545
136,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,136,08:44,,,,,"MISS JUMPER by LOVE,LOVIE",,,"MISS JUMPER by LOVE,LOVIE",1,jumper,missed,millsaps,lovie love,,524
137,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,137,--,,,,,"REBOUND OFF by PEREZ,SAMANTHA",,,"REBOUND OFF by PEREZ,SAMANTHA",1,offensive rebound,,millsaps,samantha perez,,
138,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,138,08:31,,,,,"MISS JUMPER by JOHNSON,VELVET",,,"MISS JUMPER by JOHNSON,VELVET",1,jumper,missed,millsaps,velvet johnson,,511
139,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,139,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
140,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,140,08:17,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,497
141,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,141,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
142,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,142,08:07,"TURNOVER  by MOORE,HILLARY",,,,,,,"TURNOVER  by MOORE,HILLARY",1,turnover,,Centre,hillary moore,,487
143,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,143,08:06,,,,,"STEAL  by LOVE,LOVIE",,,"STEAL  by LOVE,LOVIE",1,steal,,millsaps,,,486
144,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,144,08:05,,18,,18,"GOOD LAYUP by LOVE,LOVIE(in the paint)",MCWB 18-18 (0),,"GOOD LAYUP by LOVE,LOVIE(in the paint)",1,layup,good,millsaps,lovie love,2,485
145,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,145,07:44,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,464
146,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,146,07:42,,,,,"STEAL  by EARL,BRITTNEI",,,"STEAL  by EARL,BRITTNEI",1,steal,,millsaps,,,462
147,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,147,07:16,,,,,"MISS JUMPER by LOVE,LOVIE",,,"MISS JUMPER by LOVE,LOVIE",1,jumper,missed,millsaps,lovie love,,436
148,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,148,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
149,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,149,07:07,"TURNOVER  by MOORE,HILLARY",,,,,,,"TURNOVER  by MOORE,HILLARY",1,turnover,,Centre,hillary moore,,427
150,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,150,07:05,,,,,"STEAL  by LOVE,LOVIE",,,"STEAL  by LOVE,LOVIE",1,steal,,millsaps,,,425
151,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,151,06:59,,,,,"MISS JUMPER by JOHNSON,VELVET",,,"MISS JUMPER by JOHNSON,VELVET",1,jumper,missed,millsaps,velvet johnson,,419
152,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,152,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
153,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,153,06:37,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",20 (+2),,18,,CENTRE~2 20-18 (+2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,397
154,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,154,06:16,,,,,"MISS JUMPER by PEREZ,SAMANTHA",,,"MISS JUMPER by PEREZ,SAMANTHA",1,jumper,missed,millsaps,samantha perez,,376
155,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,155,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
156,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,156,06:04,"TURNOVER  by WINSTEAD,BRIDGET",,,,,,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,364
157,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,157,06:04,,,,,"SUB IN by BUXTON,KHADEJAH",,,"SUB IN by BUXTON,KHADEJAH",1,subbing in,,millsaps,khadejah buxton,,364
158,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,158,06:04,,,,,"SUB IN by MBENZA,NATASHA",,,"SUB IN by MBENZA,NATASHA",1,subbing in,,millsaps,natasha mbenza,,364
159,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,159,06:04,,,,,"SUB IN by HOLMES,BEVERLY",,,"SUB IN by HOLMES,BEVERLY",1,subbing in,,millsaps,beverly holmes,,364
160,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,160,06:04,,,,,"SUB OUT by EARL,BRITTNEI",,,"SUB OUT by EARL,BRITTNEI",1,subbing out,,millsaps,brittnei earl,,364
161,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,161,06:04,,,,,"SUB OUT by LOVE,LOVIE",,,"SUB OUT by LOVE,LOVIE",1,subbing out,,millsaps,lovie love,,364
162,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,162,06:04,,,,,"SUB OUT by PEREZ,SAMANTHA",,,"SUB OUT by PEREZ,SAMANTHA",1,subbing out,,millsaps,samantha perez,,364
163,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,163,05:55,,20,,21 (+1),"GOOD 3PTR by JOHNSON,VELVET",MCWB 20-21 (-1),,"GOOD 3PTR by JOHNSON,VELVET",1,three pointer,good,millsaps,velvet johnson,3,355
164,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,164,--,,,,,"ASSIST  by HOLMES,BEVERLY",,,"ASSIST  by HOLMES,BEVERLY",1,assist,,millsaps,beverly holmes,,
165,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,165,05:39,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,339
166,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,166,--,,,,,"REBOUND DEF by HOLMES,BEVERLY",,,"REBOUND DEF by HOLMES,BEVERLY",1,defensive rebound,,millsaps,beverly holmes,,
167,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,167,05:27,,20,,23 (+3),"GOOD JUMPER by JOHNSON,VELVET",MCWB 20-23 (-3),,"GOOD JUMPER by JOHNSON,VELVET",1,jumper,good,millsaps,velvet johnson,2,327
168,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,168,05:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,325
169,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,169,05:14,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,314
170,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,170,05:12,,,,,"STEAL  by HOLMES,BEVERLY",,,"STEAL  by HOLMES,BEVERLY",1,steal,,millsaps,,,312
171,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,171,05:00,,,,,"TURNOVER  by BUXTON,KHADEJAH",,,"TURNOVER  by BUXTON,KHADEJAH",1,turnover,,millsaps,khadejah buxton,,300
172,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,172,04:38,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,278
173,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,173,--,,,,,"REBOUND DEF by JOHNSON,VELVET",,,"REBOUND DEF by JOHNSON,VELVET",1,defensive rebound,,millsaps,velvet johnson,,
174,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,174,04:11,,20,,25 (+5),"GOOD LAYUP by BUXTON,KHADEJAH(in the paint)",MCWB 20-25 (-5),,"GOOD LAYUP by BUXTON,KHADEJAH(in the paint)",1,layup,good,millsaps,khadejah buxton,2,251
175,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,175,03:54,"GOOD 3PTR by WINSTEAD,BRIDGET",23,,25 (+2),,CENTRE~2 23-25 (-2),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,234
176,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,176,--,"ASSIST  by WINSTEAD,MARY",,,,,,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
177,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,177,03:23,,,,,"TURNOVER  by BROOKS,MIAH",,,"TURNOVER  by BROOKS,MIAH",1,turnover,,millsaps,miah brooks,,203
178,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,178,03:23,,,,,"SUB IN by DOUGLAS,REBEKAH",,,"SUB IN by DOUGLAS,REBEKAH",1,subbing in,,millsaps,rebekah douglas,,203
179,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,179,03:23,,,,,"SUB IN by EARL,BRITTNEI",,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps,brittnei earl,,203
180,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,180,03:23,,,,,"SUB IN by PEREZ,SAMANTHA",,,"SUB IN by PEREZ,SAMANTHA",1,subbing in,,millsaps,samantha perez,,203
181,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,181,03:23,,,,,"SUB OUT by BROOKS,MIAH",,,"SUB OUT by BROOKS,MIAH",1,subbing out,,millsaps,miah brooks,,203
182,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,182,03:23,,,,,"SUB OUT by BUXTON,KHADEJAH",,,"SUB OUT by BUXTON,KHADEJAH",1,subbing out,,millsaps,khadejah buxton,,203
183,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,183,03:23,,,,,"SUB OUT by MBENZA,NATASHA",,,"SUB OUT by MBENZA,NATASHA",1,subbing out,,millsaps,natasha mbenza,,203
184,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,184,03:05,,,,,"FOUL  by PEREZ,SAMANTHA",,,"FOUL  by PEREZ,SAMANTHA",1,foul,,millsaps,samantha perez,,185
185,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,185,03:05,"MISS FT by MIRE,JENNA",,,,,,,"MISS FT by MIRE,JENNA",1,free throw,missed,Centre,jenna mire,,185
186,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,186,--,,,,,"REBOUND DEF by WHITE,SHATOYA",,,"REBOUND DEF by WHITE,SHATOYA",1,defensive rebound,,millsaps,shatoya white,,
187,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,187,03:05,,,,,"SUB IN by LOVE,LOVIE",,,"SUB IN by LOVE,LOVIE",1,subbing in,,millsaps,lovie love,,185
188,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,188,03:05,,,,,"SUB IN by WHITE,SHATOYA",,,"SUB IN by WHITE,SHATOYA",1,subbing in,,millsaps,shatoya white,,185
189,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,189,03:05,,,,,"SUB OUT by HOLMES,BEVERLY",,,"SUB OUT by HOLMES,BEVERLY",1,subbing out,,millsaps,beverly holmes,,185
190,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,190,03:05,,,,,"SUB OUT by PEREZ,SAMANTHA",,,"SUB OUT by PEREZ,SAMANTHA",1,subbing out,,millsaps,samantha perez,,185
191,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,191,02:41,,,,,"MISS 3PTR by EARL,BRITTNEI",,,"MISS 3PTR by EARL,BRITTNEI",1,three pointer,missed,millsaps,brittnei earl,,161
192,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,192,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
193,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,193,02:34,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",25,,25,,CENTRE~2 25-25 (0),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,154
194,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,194,02:11,,,,,"MISS JUMPER by DOUGLAS,REBEKAH",,,"MISS JUMPER by DOUGLAS,REBEKAH",1,jumper,missed,millsaps,rebekah douglas,,131
195,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,195,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
196,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,196,01:58,"GOOD 3PTR by MIRE,JENNA",28 (+3),,25,,CENTRE~2 28-25 (+3),,"GOOD 3PTR by MIRE,JENNA",1,three pointer,good,Centre,jenna mire,3,118
197,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,197,01:40,,,,,"SUB IN by BROOKS,MIAH",,,"SUB IN by BROOKS,MIAH",1,subbing in,,millsaps,miah brooks,,100
198,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,198,01:40,,,,,"SUB IN by BUXTON,KHADEJAH",,,"SUB IN by BUXTON,KHADEJAH",1,subbing in,,millsaps,khadejah buxton,,100
199,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,199,01:40,,,,,"SUB OUT by DOUGLAS,REBEKAH",,,"SUB OUT by DOUGLAS,REBEKAH",1,subbing out,,millsaps,rebekah douglas,,100
200,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,200,01:40,,,,,"SUB OUT by WHITE,SHATOYA",,,"SUB OUT by WHITE,SHATOYA",1,subbing out,,millsaps,shatoya white,,100
201,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,201,01:23,,28,,28,"GOOD 3PTR by LOVE,LOVIE",MCWB 28-28 (0),,"GOOD 3PTR by LOVE,LOVIE",1,three pointer,good,millsaps,lovie love,3,83
202,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,202,--,,,,,"ASSIST  by BUXTON,KHADEJAH",,,"ASSIST  by BUXTON,KHADEJAH",1,assist,,millsaps,khadejah buxton,,
203,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,203,00:58,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,58
204,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,204,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
205,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,205,00:54,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,54
206,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,206,00:37,,,,,"TURNOVER  by EARL,BRITTNEI",,,"TURNOVER  by EARL,BRITTNEI",1,turnover,,millsaps,brittnei earl,,37
207,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,207,00:37,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,37
