,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE~2,Away Team Score,Play Team Indicator,Home Team Score,MCWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
61,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,61,14:53,"FOUL  by WINSTEAD,BRIDGET",,,,,,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,893
62,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,62,14:53,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,893
63,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,63,14:53,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,893
64,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,64,14:53,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,893
65,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,65,14:53,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,893
66,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,66,14:47,,7,,10 (+3),"GOOD JUMPER by HOLMES,BEVERLY",MCWB 7-10 (-3),,"GOOD JUMPER by HOLMES,BEVERLY",1,jumper,good,millsaps,beverly holmes,2,887
67,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,67,14:21,"GOOD 3PTR by HARTLAGE,MAGGIE",10,,10,,CENTRE~2 10-10 (0),,"GOOD 3PTR by HARTLAGE,MAGGIE",1,three pointer,good,Centre,maggie hartlage,3,861
68,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,68,13:59,,,,,"MISS JUMPER by ROBERSON,MAKAYLA",,,"MISS JUMPER by ROBERSON,MAKAYLA",1,jumper,missed,millsaps,makayla roberson,,839
69,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,69,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
70,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,70,13:37,"GOOD JUMPER by BAECHLE,PAIGE",12 (+2),,10,,CENTRE~2 12-10 (+2),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,817
71,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,71,13:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,812
72,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,72,13:32,,,,,"SUB IN by EARL,BRITTNEI",,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps,brittnei earl,,812
73,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,73,13:32,,,,,"SUB IN by LOVE,LOVIE",,,"SUB IN by LOVE,LOVIE",1,subbing in,,millsaps,lovie love,,812
74,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,74,13:32,,,,,"SUB IN by PEREZ,SAMANTHA",,,"SUB IN by PEREZ,SAMANTHA",1,subbing in,,millsaps,samantha perez,,812
75,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,75,13:32,,,,,"SUB OUT by MORGAN,VICTORIA",,,"SUB OUT by MORGAN,VICTORIA",1,subbing out,,millsaps,victoria morgan,,812
76,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,76,13:32,,,,,"SUB OUT by HOLMES,BEVERLY",,,"SUB OUT by HOLMES,BEVERLY",1,subbing out,,millsaps,beverly holmes,,812
77,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,77,13:32,,,,,"SUB OUT by WHITE,SHATOYA",,,"SUB OUT by WHITE,SHATOYA",1,subbing out,,millsaps,shatoya white,,812
78,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,78,13:19,,12,,12,"GOOD LAYUP by EARL,BRITTNEI(in the paint)",MCWB 12-12 (0),,"GOOD LAYUP by EARL,BRITTNEI(in the paint)",1,layup,good,millsaps,brittnei earl,2,799
79,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,79,--,,,,,"ASSIST  by ROBERSON,MAKAYLA",,,"ASSIST  by ROBERSON,MAKAYLA",1,assist,,millsaps,makayla roberson,,
80,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,80,13:09,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",14 (+2),,12,,CENTRE~2 14-12 (+2),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,789
81,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,81,12:47,,,,,"TURNOVER  by PEREZ,SAMANTHA",,,"TURNOVER  by PEREZ,SAMANTHA",1,turnover,,millsaps,samantha perez,,767
82,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,82,12:41,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,761
83,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,83,12:40,,,,,"FOUL  by ROBERSON,MAKAYLA",,,"FOUL  by ROBERSON,MAKAYLA",1,foul,,millsaps,makayla roberson,,760
84,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,84,12:40,"GOOD FT by BAECHLE,PAIGE",15 (+3),,12,,CENTRE~2 15-12 (+3),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,760
85,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,85,12:40,"GOOD FT by BAECHLE,PAIGE",16 (+4),,12,,CENTRE~2 16-12 (+4),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,760
86,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,86,12:40,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,760
87,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,87,12:40,"SUB OUT by WINSTEAD,MARY",,,,,,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,760
88,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,88,12:40,,,,,"SUB IN by BUXTON,KHADEJAH",,,"SUB IN by BUXTON,KHADEJAH",1,subbing in,,millsaps,khadejah buxton,,760
89,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,89,12:40,,,,,"SUB IN by JOHNSON,VELVET",,,"SUB IN by JOHNSON,VELVET",1,subbing in,,millsaps,velvet johnson,,760
90,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,90,12:40,,,,,"SUB OUT by ROBERSON,MAKAYLA",,,"SUB OUT by ROBERSON,MAKAYLA",1,subbing out,,millsaps,makayla roberson,,760
91,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,91,12:40,,,,,"SUB OUT by LOVE,LOVIE",,,"SUB OUT by LOVE,LOVIE",1,subbing out,,millsaps,lovie love,,760
92,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,92,12:12,,16 (+2),,14,"GOOD JUMPER by JOHNSON,VELVET",MCWB 16-14 (+2),,"GOOD JUMPER by JOHNSON,VELVET",1,jumper,good,millsaps,velvet johnson,2,732
93,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,93,11:56,,,,,"FOUL  by BUXTON,KHADEJAH",,,"FOUL  by BUXTON,KHADEJAH",1,foul,,millsaps,khadejah buxton,,716
94,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,94,11:56,,,,,"SUB IN by HOLMES,BEVERLY",,,"SUB IN by HOLMES,BEVERLY",1,subbing in,,millsaps,beverly holmes,,716
95,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,95,11:56,,,,,"SUB IN by WHITE,SHATOYA",,,"SUB IN by WHITE,SHATOYA",1,subbing in,,millsaps,shatoya white,,716
96,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,96,11:56,,,,,"SUB OUT by BUXTON,KHADEJAH",,,"SUB OUT by BUXTON,KHADEJAH",1,subbing out,,millsaps,khadejah buxton,,716
97,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,97,11:56,,,,,"SUB OUT by PEREZ,SAMANTHA",,,"SUB OUT by PEREZ,SAMANTHA",1,subbing out,,millsaps,samantha perez,,716
98,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,98,11:42,"TURNOVER  by MOORE,HILLARY",,,,,,,"TURNOVER  by MOORE,HILLARY",1,turnover,,Centre,hillary moore,,702
99,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,99,11:41,,,,,"STEAL  by EARL,BRITTNEI",,,"STEAL  by EARL,BRITTNEI",1,steal,,millsaps,,,701
100,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,100,11:35,,,,,"MISS 3PTR by HOLMES,BEVERLY",,,"MISS 3PTR by HOLMES,BEVERLY",1,three pointer,missed,millsaps,beverly holmes,,695
101,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,101,--,,,,,"REBOUND OFF by EARL,BRITTNEI",,,"REBOUND OFF by EARL,BRITTNEI",1,offensive rebound,,millsaps,brittnei earl,,
102,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,102,11:15,,,,,"TURNOVER  by HOLMES,BEVERLY",,,"TURNOVER  by HOLMES,BEVERLY",1,turnover,,millsaps,beverly holmes,,675
103,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,103,11:15,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,675
104,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,104,11:15,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,675
105,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,105,11:15,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,675
106,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,106,11:15,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,675
107,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,107,10:59,"MISS JUMPER by MIRE,JENNA",,,,,,,"MISS JUMPER by MIRE,JENNA",1,jumper,missed,Centre,jenna mire,,659
108,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,108,--,,,,,"REBOUND DEF by HOLMES,BEVERLY",,,"REBOUND DEF by HOLMES,BEVERLY",1,defensive rebound,,millsaps,beverly holmes,,
109,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,109,10:56,"FOUL  by MIRE,JENNA",,,,,,,"FOUL  by MIRE,JENNA",1,foul,,Centre,jenna mire,,656
110,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,110,10:56,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,656
111,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,111,10:56,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,656
112,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,112,10:37,,,,,"MISS LAYUP by EARL,BRITTNEI",,,"MISS LAYUP by EARL,BRITTNEI",1,layup,missed,millsaps,brittnei earl,,637
113,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,113,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
114,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,114,10:22,"TURNOVER  by WINSTEAD,BRIDGET",,,,,,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,622
115,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,115,10:22,,,,,"SUB IN by MORGAN,VICTORIA",,,"SUB IN by MORGAN,VICTORIA",1,subbing in,,millsaps,victoria morgan,,622
116,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,116,10:22,,,,,"SUB IN by LOVE,LOVIE",,,"SUB IN by LOVE,LOVIE",1,subbing in,,millsaps,lovie love,,622
117,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,117,10:22,,,,,"SUB OUT by EARL,BRITTNEI",,,"SUB OUT by EARL,BRITTNEI",1,subbing out,,millsaps,brittnei earl,,622
118,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,118,10:22,,,,,"SUB OUT by HOLMES,BEVERLY",,,"SUB OUT by HOLMES,BEVERLY",1,subbing out,,millsaps,beverly holmes,,622
119,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,119,10:10,,,,,"TURNOVER  by WHITE,SHATOYA",,,"TURNOVER  by WHITE,SHATOYA",1,turnover,,millsaps,shatoya white,,610
120,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,120,10:08,"STEAL  by WINSTEAD,MARY",,,,,,,"STEAL  by WINSTEAD,MARY",1,steal,,Centre,,,608
121,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,121,09:52,"MISS LAYUP by STOUGH,MARY",,,,,,,"MISS LAYUP by STOUGH,MARY",1,layup,missed,Centre,mary stough,,592
122,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,122,--,,,,,"REBOUND DEF by BROOKS,MIAH",,,"REBOUND DEF by BROOKS,MIAH",1,defensive rebound,,millsaps,miah brooks,,
123,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,123,09:40,,,,,"TURNOVER  by WHITE,SHATOYA",,,"TURNOVER  by WHITE,SHATOYA",1,turnover,,millsaps,shatoya white,,580
124,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,124,09:40,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,580
125,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,125,09:40,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,580
126,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,126,09:40,,,,,"SUB IN by PEREZ,SAMANTHA",,,"SUB IN by PEREZ,SAMANTHA",1,subbing in,,millsaps,samantha perez,,580
127,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,127,09:40,,,,,"SUB OUT by WHITE,SHATOYA",,,"SUB OUT by WHITE,SHATOYA",1,subbing out,,millsaps,shatoya white,,580
128,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,128,09:33,"MISS LAYUP by WINSTEAD,BRIDGET",,,,,,,"MISS LAYUP by WINSTEAD,BRIDGET",1,layup,missed,Centre,bridget winstead,,573
129,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,129,--,,,,,"REBOUND DEF by BROOKS,MIAH",,,"REBOUND DEF by BROOKS,MIAH",1,defensive rebound,,millsaps,miah brooks,,
130,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,130,09:18,,16,,16,"GOOD JUMPER by MORGAN,VICTORIA",MCWB 16-16 (0),,"GOOD JUMPER by MORGAN,VICTORIA",1,jumper,good,millsaps,victoria morgan,2,558
131,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,131,--,,,,,"ASSIST  by PEREZ,SAMANTHA",,,"ASSIST  by PEREZ,SAMANTHA",1,assist,,millsaps,samantha perez,,
132,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,132,09:09,,,,,"FOUL  by MORGAN,VICTORIA",,,"FOUL  by MORGAN,VICTORIA",1,foul,,millsaps,victoria morgan,,549
133,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,133,09:09,,,,,"SUB IN by EARL,BRITTNEI",,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps,brittnei earl,,549
134,12,millsaps,CENTRE~2,MILLSAPS,57-63,57,63,"28, 29, 57","28, 35, 63",28,29,57,28,35,63,3-8,4-7,01/04/13,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,134,09:09,,,,,"SUB OUT by MORGAN,VICTORIA",,,"SUB OUT by MORGAN,VICTORIA",1,subbing out,,millsaps,victoria morgan,,549
