,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
67,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,67,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",1,defensive rebound,,hendrix college,katy gallien,,
68,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,68,12:53,"TURNOVER  by MCNEILL,KAITLIN",,,,,,,"TURNOVER  by MCNEILL,KAITLIN",1,turnover,,hendrix college,kaitlin mcneill,,773
69,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,69,12:18,,10,,16 (+6),"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 10-16 (+6),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,738
70,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,70,11:56,"MISS LAYUP by MCNEILL,KAITLIN",,,,,,,"MISS LAYUP by MCNEILL,KAITLIN",1,layup,missed,hendrix college,kaitlin mcneill,,716
71,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,71,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
72,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,72,11:50,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,710
73,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,73,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
74,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,74,11:45,"SUB IN by COUGHRAN,KATIE",,,,,,,"SUB IN by COUGHRAN,KATIE",1,subbing in,,hendrix college,katie coughran,,705
75,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,75,11:45,"SUB IN by TATE,JAMIE",,,,,,,"SUB IN by TATE,JAMIE",1,subbing in,,hendrix college,jamie tate,,705
76,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,76,11:45,"SUB OUT by MCNEILL,KAITLIN",,,,,,,"SUB OUT by MCNEILL,KAITLIN",1,subbing out,,hendrix college,kaitlin mcneill,,705
77,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,77,11:45,"SUB OUT by BROBERG,KATI",,,,,,,"SUB OUT by BROBERG,KATI",1,subbing out,,hendrix college,kati broberg,,705
78,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,78,11:26,,,,,"FOUL  by WINSTEAD,MARY",,,"FOUL  by WINSTEAD,MARY",1,foul,,Centre,mary winstead,,686
79,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,79,11:26,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,686
80,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,80,11:26,,,,,"SUB OUT by WINSTEAD,MARY",,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,686
81,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,81,11:16,"TURNOVER  by TATE,JAMIE",,,,,,,"TURNOVER  by TATE,JAMIE",1,turnover,,hendrix college,jamie tate,,676
82,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,82,11:13,,,,,"STEAL  by MIRE,JENNA",,,"STEAL  by MIRE,JENNA",1,steal,,Centre,,,673
83,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,83,10:57,"FOUL  by GALLIEN,KATY",,,,,,,"FOUL  by GALLIEN,KATY",1,foul,,hendrix college,katy gallien,,657
84,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,84,10:57,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,657
85,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,85,10:57,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,657
86,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,86,10:57,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,657
87,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,87,10:57,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,657
88,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,88,10:56,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,656
89,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,89,10:55,"STEAL  by GALLIEN,KATY",,,,,,,"STEAL  by GALLIEN,KATY",1,steal,,hendrix college,,,655
90,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,90,10:51,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",1,three pointer,missed,hendrix college,cait kriesel-bigler,,651
91,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,91,--,"REBOUND OFF by TATE,JAMIE",,,,,,,"REBOUND OFF by TATE,JAMIE",1,offensive rebound,,hendrix college,jamie tate,,
92,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,92,10:48,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,648
93,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,93,10:44,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",1,jumper,missed,hendrix college,katie coughran,,644
94,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,94,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
95,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,95,10:28,"FOUL  by TATE,JAMIE",,,,,,,"FOUL  by TATE,JAMIE",1,foul,,hendrix college,jamie tate,,628
96,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,96,10:28,,10,,17 (+7),"GOOD FT by BENHAM,CHELSEA",CENTRE_W 10-17 (+7),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,628
97,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,97,10:28,,10,,18 (+8),"GOOD FT by BENHAM,CHELSEA",CENTRE_W 10-18 (+8),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,628
98,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,98,10:28,"SUB IN by FLORES,ESTRELLA",,,,,,,"SUB IN by FLORES,ESTRELLA",1,subbing in,,hendrix college,estrella flores,,628
99,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,99,10:28,"SUB OUT by TATE,JAMIE",,,,,,,"SUB OUT by TATE,JAMIE",1,subbing out,,hendrix college,jamie tate,,628
100,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,100,10:13,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,613
101,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,101,10:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,613
102,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,102,10:13,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,613
103,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,103,10:13,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,613
104,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,104,10:00,"GOOD JUMPER by DIRLLETTE,LINDSAY",12,,18 (+6),,HC 12-18 (+6),,"GOOD JUMPER by DIRLLETTE,LINDSAY",1,jumper,good,hendrix college,lindsay dirllette,2,600
105,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,105,09:25,,,,,"MISS JUMPER by STOUGH,MARY",,,"MISS JUMPER by STOUGH,MARY",1,jumper,missed,Centre,mary stough,,565
106,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,106,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",1,defensive rebound,,hendrix college,katy gallien,,
107,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,107,09:16,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",1,three pointer,missed,hendrix college,cait kriesel-bigler,,556
108,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,108,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
109,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,109,09:05,,,,,"TURNOVER  by MOORE,HILLARY",,,"TURNOVER  by MOORE,HILLARY",1,turnover,,Centre,hillary moore,,545
110,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,110,09:05,"SUB IN by BROBERG,KATI",,,,,,,"SUB IN by BROBERG,KATI",1,subbing in,,hendrix college,kati broberg,,545
111,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,111,09:05,"SUB OUT by FLORES,ESTRELLA",,,,,,,"SUB OUT by FLORES,ESTRELLA",1,subbing out,,hendrix college,estrella flores,,545
112,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,112,09:05,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,545
113,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,113,09:05,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,545
114,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,114,09:05,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,545
115,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,115,09:05,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,545
116,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,116,08:48,"TURNOVER  by DIRLLETTE,LINDSAY",,,,,,,"TURNOVER  by DIRLLETTE,LINDSAY",1,turnover,,hendrix college,lindsay dirllette,,528
117,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,117,08:37,"FOUL  by DIRLLETTE,LINDSAY",,,,,,,"FOUL  by DIRLLETTE,LINDSAY",1,foul,,hendrix college,lindsay dirllette,,517
118,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,118,08:37,"SUB IN by MCNEILL,KAITLIN",,,,,,,"SUB IN by MCNEILL,KAITLIN",1,subbing in,,hendrix college,kaitlin mcneill,,517
119,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,119,08:37,"SUB OUT by DIRLLETTE,LINDSAY",,,,,,,"SUB OUT by DIRLLETTE,LINDSAY",1,subbing out,,hendrix college,lindsay dirllette,,517
120,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,120,08:35,,,,,"MISS LAYUP by MOORE,HILLARY",,,"MISS LAYUP by MOORE,HILLARY",1,layup,missed,Centre,hillary moore,,515
121,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,121,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
122,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,122,08:32,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,512
123,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,123,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
124,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,124,08:27,,12,,20 (+8),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 12-20 (+8),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,507
125,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,125,08:14,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",14,,20 (+6),,HC 14-20 (+6),,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",1,jumper,good,hendrix college,cait kriesel-bigler,2,494
126,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,126,08:03,,14,,22 (+8),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 14-22 (+8),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,483
127,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,127,07:45,"GOOD 3PTR by BROBERG,KATI",17,,22 (+5),,HC 17-22 (+5),,"GOOD 3PTR by BROBERG,KATI",1,three pointer,good,hendrix college,kati broberg,3,465
128,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,128,07:32,,,,,"MISS LAYUP by MOORE,HILLARY",,,"MISS LAYUP by MOORE,HILLARY",1,layup,missed,Centre,hillary moore,,452
129,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,129,07:32,"BLOCK  by GALLIEN,KATY",,,,,,,"BLOCK  by GALLIEN,KATY",1,block,,hendrix college,katy gallien,,452
130,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,130,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
131,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,131,07:30,,,,,"MISS 3PTR by WINSTEAD,MARY",,,"MISS 3PTR by WINSTEAD,MARY",1,three pointer,missed,Centre,mary winstead,,450
132,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,132,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
133,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,133,07:22,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,442
134,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,134,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",1,defensive rebound,,hendrix college,katy gallien,,
135,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,135,07:10,"FOUL  by MCNEILL,KAITLIN",,,,,,,"FOUL  by MCNEILL,KAITLIN",1,foul,,hendrix college,kaitlin mcneill,,430
136,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,136,07:10,"TURNOVER  by MCNEILL,KAITLIN",,,,,,,"TURNOVER  by MCNEILL,KAITLIN",1,turnover,,hendrix college,kaitlin mcneill,,430
137,17,hendrix,Hendrix College,Centre College,67-55,67,55,"37, 30, 67","24, 31, 55",37,30,67,24,31,55,"8-9, 6-1 SAA","0-18, 0-7 SAA",01/25/13,Win,83,No Location Recorded,6:00 PM,H,137,07:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,430
