,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
0,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,0,Start Period 1,,,,,,,,,1,,,,,,
1,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,1,19:42,"TURNOVER  by BROOKS,MIAH",,,,,,,"TURNOVER  by BROOKS,MIAH",1,turnover,,millsaps college,miah brooks,,1182
2,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,2,19:42,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,1182
3,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,3,19:34,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,1174
4,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,4,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
5,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,5,19:30,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,1170
6,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,6,19:21,"MISS 3PTR by JOHNSON,VELVET",,,,,,,"MISS 3PTR by JOHNSON,VELVET",1,three pointer,missed,millsaps college,velvet johnson,,1161
7,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,7,--,"REBOUND OFF by BROOKS,MIAH",,,,,,,"REBOUND OFF by BROOKS,MIAH",1,offensive rebound,,millsaps college,miah brooks,,
8,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,8,19:16,"MISS JUMPER by BROOKS,MIAH",,,,,,,"MISS JUMPER by BROOKS,MIAH",1,jumper,missed,millsaps college,miah brooks,,1156
9,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,9,--,"REBOUND OFF by MORGAN,VICTORIA",,,,,,,"REBOUND OFF by MORGAN,VICTORIA",1,offensive rebound,,millsaps college,victoria morgan,,
10,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,10,19:10,"MISS JUMPER by MORGAN,VICTORIA",,,,,,,"MISS JUMPER by MORGAN,VICTORIA",1,jumper,missed,millsaps college,victoria morgan,,1150
11,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,11,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
12,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,12,18:52,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,1132
13,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,13,18:51,"STEAL  by PEREZ,SAMANTHA",,,,,,,"STEAL  by PEREZ,SAMANTHA",1,steal,,millsaps college,,,1131
14,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,14,18:49,"MISS LAYUP by PEREZ,SAMANTHA",,,,,,,"MISS LAYUP by PEREZ,SAMANTHA",1,layup,missed,millsaps college,samantha perez,,1129
15,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,15,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
16,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,16,18:30,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,1110
17,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,17,18:28,"STEAL  by JOHNSON,VELVET",,,,,,,"STEAL  by JOHNSON,VELVET",1,steal,,millsaps college,,,1108
18,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,18,18:24,"MISS 3PTR by LOVE,LOVIE",,,,,,,"MISS 3PTR by LOVE,LOVIE",1,three pointer,missed,millsaps college,lovie love,,1104
19,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,19,--,"REBOUND OFF by PEREZ,SAMANTHA",,,,,,,"REBOUND OFF by PEREZ,SAMANTHA",1,offensive rebound,,millsaps college,samantha perez,,
20,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,20,18:01,"MISS JUMPER by LOVE,LOVIE",,,,,,,"MISS JUMPER by LOVE,LOVIE",1,jumper,missed,millsaps college,lovie love,,1081
21,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,21,--,,,,,"REBOUND DEF by MIRE,JENNA",,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
22,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,22,17:52,,0,,2 (+2),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 0-2 (+2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,1072
23,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,23,17:51,"FOUL  by MORGAN,VICTORIA",,,,,,,"FOUL  by MORGAN,VICTORIA",1,foul,,millsaps college,victoria morgan,,1071
24,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,24,17:51,,0,,3 (+3),"GOOD FT by BAECHLE,PAIGE",CENTRE_W 0-3 (+3),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,1071
25,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,25,17:51,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,1071
26,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,26,17:51,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,1071
27,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,27,17:24,"GOOD 3PTR by JOHNSON,VELVET",3,,3,,MILLSAPS 3-3 (0),,"GOOD 3PTR by JOHNSON,VELVET",1,three pointer,good,millsaps college,velvet johnson,3,1044
28,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,28,--,"ASSIST  by PEREZ,SAMANTHA",,,,,,,"ASSIST  by PEREZ,SAMANTHA",1,assist,,millsaps college,samantha perez,,
29,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,29,17:24,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,1044
30,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,30,17:24,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,1044
31,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,31,17:06,,,,,"TURNOVER  by WINSTEAD,MARY",,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,1026
32,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,32,17:05,"STEAL  by JOHNSON,VELVET",,,,,,,"STEAL  by JOHNSON,VELVET",1,steal,,millsaps college,,,1025
33,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,33,16:48,"FOUL  by BROOKS,MIAH",,,,,,,"FOUL  by BROOKS,MIAH",1,foul,,millsaps college,miah brooks,,1008
34,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,34,16:48,"TURNOVER  by BROOKS,MIAH",,,,,,,"TURNOVER  by BROOKS,MIAH",1,turnover,,millsaps college,miah brooks,,1008
35,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,35,16:48,"SUB IN by EARL,BRITTNEI",,,,,,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps college,brittnei earl,,1008
36,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,36,16:48,"SUB IN by HOLMES,BEVERLY",,,,,,,"SUB IN by HOLMES,BEVERLY",1,subbing in,,millsaps college,beverly holmes,,1008
37,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,37,16:48,"SUB IN by MORTON,SHANTE",,,,,,,"SUB IN by MORTON,SHANTE",1,subbing in,,millsaps college,shante morton,,1008
38,22,millsaps,Millsaps College,Centre College,66-55,66,55,"30, 36, 66","28, 27, 55",30,36,66,28,27,55,"12-10, 10-2 SAA","14-9, 10-2 SAA",02/10/13,Win,281,No Location Recorded,1:00 PM,H,38,16:48,"SUB IN by ROBERSON,MAKAYLA",,,,,,,"SUB IN by ROBERSON,MAKAYLA",1,subbing in,,millsaps college,makayla roberson,,1008
