,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,TMC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
143,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,143,09:12,,,,,"MISS JUMPER by LONG,ALLISON",,,"MISS JUMPER by LONG,ALLISON",1,jumper,missed,thomas more,allison long,,552
144,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,144,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
145,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,145,08:54,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,534
146,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,146,--,,,,,"REBOUND DEF by KRUSLING,STEPHANIE",,,"REBOUND DEF by KRUSLING,STEPHANIE",1,defensive rebound,,thomas more,stephanie krusling,,
147,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,147,08:37,,,,,"MISS 3PTR by BRUNSMAN,JILL",,,"MISS 3PTR by BRUNSMAN,JILL",1,three pointer,missed,thomas more,jill brunsman,,517
148,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,148,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
149,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,149,08:27,"GOOD JUMPER by MOORE,HILLARY(fastbreak)",14,,16 (+2),,CENTRE_W 14-16 (-2),,"GOOD JUMPER by MOORE,HILLARY(fastbreak)",1,jumper,good,Centre,hillary(fastbreak) moore,2,507
150,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,150,08:06,,,,,"MISS 3PTR by LONG,ALLISON",,,"MISS 3PTR by LONG,ALLISON",1,three pointer,missed,thomas more,allison long,,486
151,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,151,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
152,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,152,07:57,"GOOD LAYUP by WINSTEAD,BRIDGET(fastbreak)(in the paint)",16,,16,,CENTRE_W 16-16 (0),,"GOOD LAYUP by WINSTEAD,BRIDGET(fastbreak)(in the paint)",1,layup,good,Centre,bridget(fastbreak) winstead,2,477
153,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,153,--,"ASSIST  by MOORE,HILLARY",,,,,,,"ASSIST  by MOORE,HILLARY",1,assist,,Centre,hillary moore,,
154,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,154,07:57,,,,,"FOUL  by LONG,ALLISON",,,"FOUL  by LONG,ALLISON",1,foul,,thomas more,allison long,,477
155,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,155,07:57,"MISS FT by WINSTEAD,BRIDGET",,,,,,,"MISS FT by WINSTEAD,BRIDGET",1,free throw,missed,Centre,bridget winstead,,477
156,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,156,--,,,,,"REBOUND DEF by HUBER,OLIVIA",,,"REBOUND DEF by HUBER,OLIVIA",1,defensive rebound,,thomas more,olivia huber,,
157,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,157,07:57,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,477
158,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,158,07:57,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,477
159,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,159,07:43,,16,,19 (+3),"GOOD 3PTR by HUBER,OLIVIA",TMC 16-19 (-3),,"GOOD 3PTR by HUBER,OLIVIA",1,three pointer,good,thomas more,olivia huber,3,463
160,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,160,--,,,,,"ASSIST  by KRUSLING,STEPHANIE",,,"ASSIST  by KRUSLING,STEPHANIE",1,assist,,thomas more,stephanie krusling,,
161,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,161,07:25,"GOOD LAYUP by STOUGH,MARY(in the paint)",18,,19 (+1),,CENTRE_W 18-19 (-1),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,445
162,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,162,--,"ASSIST  by MOORE,HILLARY",,,,,,,"ASSIST  by MOORE,HILLARY",1,assist,,Centre,hillary moore,,
163,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,163,07:15,,,,,"MISS 3PTR by HUBER,OLIVIA",,,"MISS 3PTR by HUBER,OLIVIA",1,three pointer,missed,thomas more,olivia huber,,435
164,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,164,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
165,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,165,07:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,432
166,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,166,07:12,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,432
167,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,167,07:12,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,432
168,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,168,07:12,,,,,"SUB IN by BEASLEY,DEVIN",,,"SUB IN by BEASLEY,DEVIN",1,subbing in,,thomas more,devin beasley,,432
169,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,169,07:12,,,,,"SUB IN by GAINES,NAKHARRA",,,"SUB IN by GAINES,NAKHARRA",1,subbing in,,thomas more,nakharra gaines,,432
170,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,170,07:12,,,,,"SUB OUT by SANTAMARIA,ALEXA",,,"SUB OUT by SANTAMARIA,ALEXA",1,subbing out,,thomas more,alexa santamaria,,432
171,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,171,07:12,,,,,"SUB OUT by HUBER,OLIVIA",,,"SUB OUT by HUBER,OLIVIA",1,subbing out,,thomas more,olivia huber,,432
172,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,172,06:55,"MISS LAYUP by STOUGH,MARY",,,,,,,"MISS LAYUP by STOUGH,MARY",1,layup,missed,Centre,mary stough,,415
173,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,173,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
174,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,174,06:37,,18,,22 (+4),"GOOD 3PTR by KRUSLING,STEPHANIE",TMC 18-22 (-4),,"GOOD 3PTR by KRUSLING,STEPHANIE",1,three pointer,good,thomas more,stephanie krusling,3,397
175,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,175,--,,,,,"ASSIST  by LONG,ALLISON",,,"ASSIST  by LONG,ALLISON",1,assist,,thomas more,allison long,,
176,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,176,06:12,"TURNOVER  by MOORE,HILLARY",,,,,,,"TURNOVER  by MOORE,HILLARY",1,turnover,,Centre,hillary moore,,372
177,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,177,06:10,,,,,"STEAL  by KRUSLING,STEPHANIE",,,"STEAL  by KRUSLING,STEPHANIE",1,steal,,thomas more,,,370
178,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,178,06:07,,18,,24 (+6),"GOOD LAYUP by GAINES,NAKHARRA(in the paint)",TMC 18-24 (-6),,"GOOD LAYUP by GAINES,NAKHARRA(in the paint)",1,layup,good,thomas more,nakharra gaines,2,367
179,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,179,--,,,,,"ASSIST  by BRUNSMAN,JILL",,,"ASSIST  by BRUNSMAN,JILL",1,assist,,thomas more,jill brunsman,,
180,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,180,05:50,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,350
181,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,181,05:48,,,,,"STEAL  by LONG,ALLISON",,,"STEAL  by LONG,ALLISON",1,steal,,thomas more,,,348
182,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,182,05:45,,,,,"MISS JUMPER by GAINES,NAKHARRA",,,"MISS JUMPER by GAINES,NAKHARRA",1,jumper,missed,thomas more,nakharra gaines,,345
183,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,183,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
184,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,184,05:43,,,,,"FOUL  by GAINES,NAKHARRA",,,"FOUL  by GAINES,NAKHARRA",1,foul,,thomas more,nakharra gaines,,343
185,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,185,05:43,"MISS FT by MOORE,HILLARY",,,,,,,"MISS FT by MOORE,HILLARY",1,free throw,missed,Centre,hillary moore,,343
186,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,186,--,,,,,"REBOUND DEF by GAINES,NAKHARRA",,,"REBOUND DEF by GAINES,NAKHARRA",1,defensive rebound,,thomas more,nakharra gaines,,
187,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,187,05:43,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,343
188,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,188,05:43,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,343
189,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,189,05:43,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,343
190,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,190,05:43,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,343
191,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,191,05:43,,,,,"SUB IN by WAINSCOTT,SYDNI",,,"SUB IN by WAINSCOTT,SYDNI",1,subbing in,,thomas more,sydni wainscott,,343
192,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,192,05:43,,,,,"SUB OUT by BEASLEY,DEVIN",,,"SUB OUT by BEASLEY,DEVIN",1,subbing out,,thomas more,devin beasley,,343
193,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,193,05:32,,18,,27 (+9),"GOOD 3PTR by LONG,ALLISON",TMC 18-27 (-9),,"GOOD 3PTR by LONG,ALLISON",1,three pointer,good,thomas more,allison long,3,332
194,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,194,--,,,,,"ASSIST  by WAINSCOTT,SYDNI",,,"ASSIST  by WAINSCOTT,SYDNI",1,assist,,thomas more,sydni wainscott,,
195,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,195,05:15,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,315
196,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,196,05:15,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,315
197,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,197,05:15,,,,,"SUB IN by BURGOYNE,JENNY",,,"SUB IN by BURGOYNE,JENNY",1,subbing in,,thomas more,jenny burgoyne,,315
198,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,198,05:15,,,,,"SUB OUT by GAINES,NAKHARRA",,,"SUB OUT by GAINES,NAKHARRA",1,subbing out,,thomas more,nakharra gaines,,315
199,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,199,05:13,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,313
200,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,200,05:13,,,,,"STEAL  by LONG,ALLISON",,,"STEAL  by LONG,ALLISON",1,steal,,thomas more,,,313
201,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,201,04:52,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,292
202,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,202,04:52,,,,,"MISS FT by BURGOYNE,JENNY",,,"MISS FT by BURGOYNE,JENNY",1,free throw,missed,thomas more,jenny burgoyne,,292
203,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,203,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
204,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,204,04:52,,18,,28 (+10),"GOOD FT by BURGOYNE,JENNY",TMC 18-28 (-10),,"GOOD FT by BURGOYNE,JENNY",1,free throw,good,thomas more,jenny burgoyne,1,292
205,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,205,04:52,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,292
206,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,206,04:52,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,292
207,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,207,04:35,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",20,,28 (+8),,CENTRE_W 20-28 (-8),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,275
208,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,208,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
209,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,209,04:21,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,261
210,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,210,04:21,,20,,29 (+9),"GOOD FT by WAINSCOTT,SYDNI",TMC 20-29 (-9),,"GOOD FT by WAINSCOTT,SYDNI",1,free throw,good,thomas more,sydni wainscott,1,261
211,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,211,04:21,,20,,30 (+10),"GOOD FT by WAINSCOTT,SYDNI",TMC 20-30 (-10),,"GOOD FT by WAINSCOTT,SYDNI",1,free throw,good,thomas more,sydni wainscott,1,261
212,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,212,04:21,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,261
213,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,213,04:21,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,261
214,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,214,04:21,,,,,"SUB IN by BEASLEY,DEVIN",,,"SUB IN by BEASLEY,DEVIN",1,subbing in,,thomas more,devin beasley,,261
215,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,215,04:21,,,,,"SUB OUT by BRUNSMAN,JILL",,,"SUB OUT by BRUNSMAN,JILL",1,subbing out,,thomas more,jill brunsman,,261
216,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,216,03:56,"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",22,,30 (+8),,CENTRE_W 22-30 (-8),,"GOOD LAYUP by WINSTEAD,BRIDGET(in the paint)",1,layup,good,Centre,bridget winstead,2,236
217,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,217,03:38,,22,,32 (+10),"GOOD LAYUP by BURGOYNE,JENNY(in the paint)",TMC 22-32 (-10),,"GOOD LAYUP by BURGOYNE,JENNY(in the paint)",1,layup,good,thomas more,jenny burgoyne,2,218
218,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,218,--,,,,,"ASSIST  by WAINSCOTT,SYDNI",,,"ASSIST  by WAINSCOTT,SYDNI",1,assist,,thomas more,sydni wainscott,,
219,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,219,03:24,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,204
220,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,220,--,,,,,"REBOUND DEF by BEASLEY,DEVIN",,,"REBOUND DEF by BEASLEY,DEVIN",1,defensive rebound,,thomas more,devin beasley,,
