,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,TMC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
64,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,64,14:20,"MISS FT by WINSTEAD,MARY",,,,,,,"MISS FT by WINSTEAD,MARY",1,free throw,missed,Centre,mary winstead,,860
65,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,65,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
66,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,66,14:20,"GOOD FT by WINSTEAD,MARY",5,,7 (+2),,CENTRE_W 5-7 (-2),,"GOOD FT by WINSTEAD,MARY",1,free throw,good,Centre,mary winstead,1,860
67,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,67,14:20,"GOOD FT by WINSTEAD,MARY",6,,7 (+1),,CENTRE_W 6-7 (-1),,"GOOD FT by WINSTEAD,MARY",1,free throw,good,Centre,mary winstead,1,860
68,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,68,14:20,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,860
69,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,69,14:20,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,860
70,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,70,14:20,,,,,"SUB IN by WAINSCOTT,SYDNI",,,"SUB IN by WAINSCOTT,SYDNI",1,subbing in,,thomas more,sydni wainscott,,860
71,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,71,14:20,,,,,"SUB OUT by LONG,ALLISON",,,"SUB OUT by LONG,ALLISON",1,subbing out,,thomas more,allison long,,860
72,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,72,14:08,,,,,"MISS 3PTR by WAINSCOTT,SYDNI",,,"MISS 3PTR by WAINSCOTT,SYDNI",1,three pointer,missed,thomas more,sydni wainscott,,848
73,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,73,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
74,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,74,13:52,"MISS LAYUP by MOORE,HILLARY",,,,,,,"MISS LAYUP by MOORE,HILLARY",1,layup,missed,Centre,hillary moore,,832
75,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,75,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
76,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,76,13:48,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,828
77,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,77,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
78,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,78,13:44,"MISS LAYUP by BENHAM,CHELSEA",,,,,,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,824
79,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,79,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
80,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,80,13:41,,,,,"FOUL  by KITCHEN,KATIE",,,"FOUL  by KITCHEN,KATIE",1,foul,,thomas more,katie kitchen,,821
81,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,81,13:41,"GOOD FT by BAECHLE,PAIGE",7,,7,,CENTRE_W 7-7 (0),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,821
82,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,82,13:41,"MISS FT by BAECHLE,PAIGE",,,,,,,"MISS FT by BAECHLE,PAIGE",1,free throw,missed,Centre,paige baechle,,821
83,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,83,--,,,,,"REBOUND DEF by SANTAMARIA,ALEXA",,,"REBOUND DEF by SANTAMARIA,ALEXA",1,defensive rebound,,thomas more,alexa santamaria,,
84,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,84,13:41,,,,,"SUB IN by KRUSLING,STEPHANIE",,,"SUB IN by KRUSLING,STEPHANIE",1,subbing in,,thomas more,stephanie krusling,,821
85,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,85,13:41,,,,,"SUB OUT by KITCHEN,KATIE",,,"SUB OUT by KITCHEN,KATIE",1,subbing out,,thomas more,katie kitchen,,821
86,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,86,13:33,"FOUL  by WINSTEAD,MARY",,,,,,,"FOUL  by WINSTEAD,MARY",1,foul,,Centre,mary winstead,,813
87,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,87,13:30,"FOUL  by WINSTEAD,MARY",,,,,,,"FOUL  by WINSTEAD,MARY",1,foul,,Centre,mary winstead,,810
88,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,88,13:30,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,810
89,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,89,13:30,"SUB OUT by WINSTEAD,MARY",,,,,,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,810
90,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,90,13:12,,,,,"TURNOVER  by BEASLEY,DEVIN",,,"TURNOVER  by BEASLEY,DEVIN",1,turnover,,thomas more,devin beasley,,792
91,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,91,13:10,"STEAL  by MOORE,HILLARY",,,,,,,"STEAL  by MOORE,HILLARY",1,steal,,Centre,,,790
92,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,92,13:03,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,783
93,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,93,--,,,,,"REBOUND DEF by KRUSLING,STEPHANIE",,,"REBOUND DEF by KRUSLING,STEPHANIE",1,defensive rebound,,thomas more,stephanie krusling,,
94,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,94,12:58,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,778
95,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,95,12:48,,,,,"FOUL  by BEASLEY,DEVIN",,,"FOUL  by BEASLEY,DEVIN",1,foul,,thomas more,devin beasley,,768
96,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,96,12:48,,,,,"TURNOVER  by BEASLEY,DEVIN",,,"TURNOVER  by BEASLEY,DEVIN",1,turnover,,thomas more,devin beasley,,768
97,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,97,12:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,768
98,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,98,12:48,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,768
99,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,99,12:48,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,768
100,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,100,12:48,,,,,"SUB IN by BURGOYNE,JENNY",,,"SUB IN by BURGOYNE,JENNY",1,subbing in,,thomas more,jenny burgoyne,,768
101,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,101,12:48,,,,,"SUB OUT by SANTAMARIA,ALEXA",,,"SUB OUT by SANTAMARIA,ALEXA",1,subbing out,,thomas more,alexa santamaria,,768
102,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,102,12:24,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,744
103,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,103,12:24,,,,,"BLOCK  by BURGOYNE,JENNY",,,"BLOCK  by BURGOYNE,JENNY",1,block,,thomas more,jenny burgoyne,,744
104,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,104,--,,,,,"REBOUND DEF by GAINES,NAKHARRA",,,"REBOUND DEF by GAINES,NAKHARRA",1,defensive rebound,,thomas more,nakharra gaines,,
105,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,105,12:06,,,,,"MISS 3PTR by WAINSCOTT,SYDNI",,,"MISS 3PTR by WAINSCOTT,SYDNI",1,three pointer,missed,thomas more,sydni wainscott,,726
106,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,106,--,,,,,"REBOUND OFF by BEASLEY,DEVIN",,,"REBOUND OFF by BEASLEY,DEVIN",1,offensive rebound,,thomas more,devin beasley,,
107,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,107,11:52,,7,,9 (+2),"GOOD JUMPER by WAINSCOTT,SYDNI",TMC 7-9 (-2),,"GOOD JUMPER by WAINSCOTT,SYDNI",1,jumper,good,thomas more,sydni wainscott,2,712
108,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,108,11:39,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,699
109,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,109,11:38,,,,,"STEAL  by BURGOYNE,JENNY",,,"STEAL  by BURGOYNE,JENNY",1,steal,,thomas more,,,698
110,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,110,11:17,,7,,11 (+4),"GOOD LAYUP by BURGOYNE,JENNY(in the paint)",TMC 7-11 (-4),,"GOOD LAYUP by BURGOYNE,JENNY(in the paint)",1,layup,good,thomas more,jenny burgoyne,2,677
111,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,111,--,,,,,"ASSIST  by BEASLEY,DEVIN",,,"ASSIST  by BEASLEY,DEVIN",1,assist,,thomas more,devin beasley,,
112,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,112,11:09,"GOOD LAYUP by BAECHLE,PAIGE(fastbreak)(in the paint)",9,,11 (+2),,CENTRE_W 9-11 (-2),,"GOOD LAYUP by BAECHLE,PAIGE(fastbreak)(in the paint)",1,layup,good,Centre,paige(fastbreak) baechle,2,669
113,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,113,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
114,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,114,10:57,"FOUL  by WINSTEAD,BRIDGET",,,,,,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,657
115,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,115,10:57,,9,,12 (+3),"GOOD FT by WAINSCOTT,SYDNI",TMC 9-12 (-3),,"GOOD FT by WAINSCOTT,SYDNI",1,free throw,good,thomas more,sydni wainscott,1,657
116,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,116,10:57,,9,,13 (+4),"GOOD FT by WAINSCOTT,SYDNI",TMC 9-13 (-4),,"GOOD FT by WAINSCOTT,SYDNI",1,free throw,good,thomas more,sydni wainscott,1,657
117,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,117,10:57,,,,,"SUB IN by LONG,ALLISON",,,"SUB IN by LONG,ALLISON",1,subbing in,,thomas more,allison long,,657
118,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,118,10:57,,,,,"SUB IN by BRUNSMAN,JILL",,,"SUB IN by BRUNSMAN,JILL",1,subbing in,,thomas more,jill brunsman,,657
119,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,119,10:57,,,,,"SUB IN by HUBER,OLIVIA",,,"SUB IN by HUBER,OLIVIA",1,subbing in,,thomas more,olivia huber,,657
120,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,120,10:57,,,,,"SUB OUT by WAINSCOTT,SYDNI",,,"SUB OUT by WAINSCOTT,SYDNI",1,subbing out,,thomas more,sydni wainscott,,657
121,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,121,10:57,,,,,"SUB OUT by KRUSLING,STEPHANIE",,,"SUB OUT by KRUSLING,STEPHANIE",1,subbing out,,thomas more,stephanie krusling,,657
122,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,122,10:57,,,,,"SUB OUT by BEASLEY,DEVIN",,,"SUB OUT by BEASLEY,DEVIN",1,subbing out,,thomas more,devin beasley,,657
123,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,123,10:44,,,,,"FOUL  by GAINES,NAKHARRA",,,"FOUL  by GAINES,NAKHARRA",1,foul,,thomas more,nakharra gaines,,644
124,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,124,10:38,"GOOD 3PTR by MOORE,HILLARY",12,,13 (+1),,CENTRE_W 12-13 (-1),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,638
125,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,125,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
126,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,126,10:26,,,,,"MISS LAYUP by BURGOYNE,JENNY",,,"MISS LAYUP by BURGOYNE,JENNY",1,layup,missed,thomas more,jenny burgoyne,,626
127,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,127,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
128,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,128,10:14,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,614
129,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,129,10:14,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,614
130,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,130,10:14,,,,,"SUB IN by SANTAMARIA,ALEXA",,,"SUB IN by SANTAMARIA,ALEXA",1,subbing in,,thomas more,alexa santamaria,,614
131,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,131,10:14,,,,,"SUB OUT by GAINES,NAKHARRA",,,"SUB OUT by GAINES,NAKHARRA",1,subbing out,,thomas more,nakharra gaines,,614
132,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,132,09:48,,12,,16 (+4),"GOOD 3PTR by BURGOYNE,JENNY",TMC 12-16 (-4),,"GOOD 3PTR by BURGOYNE,JENNY",1,three pointer,good,thomas more,jenny burgoyne,3,588
133,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,133,--,,,,,"ASSIST  by BRUNSMAN,JILL",,,"ASSIST  by BRUNSMAN,JILL",1,assist,,thomas more,jill brunsman,,
134,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,134,09:33,,,,,"FOUL  by SANTAMARIA,ALEXA",,,"FOUL  by SANTAMARIA,ALEXA",1,foul,,thomas more,alexa santamaria,,573
135,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,135,09:33,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,573
136,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,136,09:33,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,573
137,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,137,09:33,,,,,"SUB IN by KRUSLING,STEPHANIE",,,"SUB IN by KRUSLING,STEPHANIE",1,subbing in,,thomas more,stephanie krusling,,573
138,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,138,09:33,,,,,"SUB OUT by BURGOYNE,JENNY",,,"SUB OUT by BURGOYNE,JENNY",1,subbing out,,thomas more,jenny burgoyne,,573
139,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,139,09:27,"TURNOVER  by STOUGH,MARY",,,,,,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,567
140,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,140,09:25,,,,,"STEAL  by KRUSLING,STEPHANIE",,,"STEAL  by KRUSLING,STEPHANIE",1,steal,,thomas more,,,565
141,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,141,09:16,,,,,"MISS 3PTR by BRUNSMAN,JILL",,,"MISS 3PTR by BRUNSMAN,JILL",1,three pointer,missed,thomas more,jill brunsman,,556
142,3,thomas-more,Centre,Thomas More,54-66,54,66,"29, 25, 54","36, 30, 66",29,25,54,36,30,66,1-2,3-0,11/20/12,Lose,356,No Location Recorded,7 p.m.,A,142,--,,,,,"REBOUND OFF by BRUNSMAN,JILL",,,"REBOUND OFF by BRUNSMAN,JILL",1,offensive rebound,,thomas more,jill brunsman,,
