,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HANOVER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
77,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,77,13:21,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,801
78,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,78,13:21,"SUB IN by MALLOY,ASHLEY",,,,,,,"SUB IN by MALLOY,ASHLEY",1,subbing in,,hanover college,ashley malloy,,801
79,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,79,13:21,"SUB IN by PRATER,COURTNEY",,,,,,,"SUB IN by PRATER,COURTNEY",1,subbing in,,hanover college,courtney prater,,801
80,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,80,13:21,"SUB IN by GAHIMER,KATIE",,,,,,,"SUB IN by GAHIMER,KATIE",1,subbing in,,hanover college,katie gahimer,,801
81,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,81,13:21,"SUB OUT by WATSON,SHAUNA",,,,,,,"SUB OUT by WATSON,SHAUNA",1,subbing out,,hanover college,shauna watson,,801
82,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,82,13:21,"SUB OUT by CAUDILL,MEGAN",,,,,,,"SUB OUT by CAUDILL,MEGAN",1,subbing out,,hanover college,megan caudill,,801
83,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,83,13:21,"SUB OUT by WEDDLE,ELYSE",,,,,,,"SUB OUT by WEDDLE,ELYSE",1,subbing out,,hanover college,elyse weddle,,801
84,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,84,13:08,,13,,13,"GOOD LAYUP by WINSTEAD,MARY(in the paint)",CENTRE_W 13-13 (0),,"GOOD LAYUP by WINSTEAD,MARY(in the paint)",1,layup,good,Centre,mary winstead,2,788
85,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,85,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
86,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,86,12:57,"TURNOVER  by BREWER,KATIE",,,,,,,"TURNOVER  by BREWER,KATIE",1,turnover,,hanover college,katie brewer,,777
87,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,87,12:44,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,764
88,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,88,12:36,"GOOD LAYUP by GAHIMER,KATIE(in the paint)",15 (+2),,13,,HANOVER 15-13 (-2),,"GOOD LAYUP by GAHIMER,KATIE(in the paint)",1,layup,good,hanover college,katie gahimer,2,756
89,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,89,12:22,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,742
90,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,90,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",1,offensive rebound,,Centre,mary stough,,
91,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,91,12:18,,15,,15,"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 15-15 (0),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,738
92,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,92,12:10,"GOOD JUMPER by PAHREN,STEPHANIE",17 (+2),,15,,HANOVER 17-15 (-2),,"GOOD JUMPER by PAHREN,STEPHANIE",1,jumper,good,hanover college,stephanie pahren,2,730
93,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,93,--,"ASSIST  by PRATER,COURTNEY",,,,,,,"ASSIST  by PRATER,COURTNEY",1,assist,,hanover college,courtney prater,,
94,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,94,11:54,,,,,"MISS 3PTR by GUY,ALANNA",,,"MISS 3PTR by GUY,ALANNA",1,three pointer,missed,Centre,alanna guy,,714
95,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,95,--,"REBOUND DEF by BREWER,KATIE",,,,,,,"REBOUND DEF by BREWER,KATIE",1,defensive rebound,,hanover college,katie brewer,,
96,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,96,11:44,"TURNOVER  by PRATER,COURTNEY",,,,,,,"TURNOVER  by PRATER,COURTNEY",1,turnover,,hanover college,courtney prater,,704
97,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,97,11:44,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,704
98,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,98,11:44,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,704
99,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,99,11:44,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,704
100,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,100,11:37,,,,,"TURNOVER  by GUY,ALANNA",,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,697
101,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,101,11:20,,,,,"FOUL  by MOORE,HILLARY",,,"FOUL  by MOORE,HILLARY",1,foul,,Centre,hillary moore,,680
102,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,102,11:20,"GOOD FT by GAHIMER,KATIE",18 (+3),,15,,HANOVER 18-15 (-3),,"GOOD FT by GAHIMER,KATIE",1,free throw,good,hanover college,katie gahimer,1,680
103,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,103,11:20,"GOOD FT by GAHIMER,KATIE",19 (+4),,15,,HANOVER 19-15 (-4),,"GOOD FT by GAHIMER,KATIE",1,free throw,good,hanover college,katie gahimer,1,680
104,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,104,11:02,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,662
105,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,105,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",1,offensive rebound,,Centre,mary stough,,
106,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,106,10:58,,19 (+2),,17,"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 19-17 (-2),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,658
107,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,107,10:48,"GOOD LAYUP by MALLOY,ASHLEY(in the paint)",21 (+4),,17,,HANOVER 21-17 (-4),,"GOOD LAYUP by MALLOY,ASHLEY(in the paint)",1,layup,good,hanover college,ashley malloy,2,648
108,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,108,10:32,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,632
109,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,109,10:32,,,,,"SUB OUT by RIPPERGER,ERIKA",,,"SUB OUT by RIPPERGER,ERIKA",1,subbing out,,Centre,erika ripperger,,632
110,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,110,10:31,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,631
111,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,111,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
112,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,112,10:28,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,628
113,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,113,10:28,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,628
114,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,114,10:15,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",23 (+6),,17,,HANOVER 23-17 (-6),,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",1,layup,good,hanover college,courtney prater,2,615
115,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,115,09:57,,,,,"MISS 3PTR by MOORE,HILLARY",,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,597
116,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,116,--,"REBOUND DEF by PAHREN,STEPHANIE",,,,,,,"REBOUND DEF by PAHREN,STEPHANIE",1,defensive rebound,,hanover college,stephanie pahren,,
117,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,117,09:46,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",25 (+8),,17,,HANOVER 25-17 (-8),,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",1,layup,good,hanover college,courtney prater,2,586
118,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,118,--,"ASSIST  by GAHIMER,KATIE",,,,,,,"ASSIST  by GAHIMER,KATIE",1,assist,,hanover college,katie gahimer,,
119,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,119,09:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,584
120,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,120,09:44,"SUB IN by HOPKINS,ALICIA",,,,,,,"SUB IN by HOPKINS,ALICIA",1,subbing in,,hanover college,alicia hopkins,,584
121,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,121,09:44,"SUB OUT by BREWER,KATIE",,,,,,,"SUB OUT by BREWER,KATIE",1,subbing out,,hanover college,katie brewer,,584
122,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,122,09:44,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,584
123,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,123,09:44,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,584
124,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,124,09:44,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,584
125,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,125,09:44,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,584
126,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,126,09:28,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,568
127,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,127,--,"REBOUND DEF by PAHREN,STEPHANIE",,,,,,,"REBOUND DEF by PAHREN,STEPHANIE",1,defensive rebound,,hanover college,stephanie pahren,,
128,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,128,09:18,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",27 (+10),,17,,HANOVER 27-17 (-10),,"GOOD LAYUP by PRATER,COURTNEY(in the paint)",1,layup,good,hanover college,courtney prater,2,558
129,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,129,--,"ASSIST  by HOPKINS,ALICIA",,,,,,,"ASSIST  by HOPKINS,ALICIA",1,assist,,hanover college,alicia hopkins,,
130,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,130,08:44,,27 (+8),,19,"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 27-19 (-8),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,524
131,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,131,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
132,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,132,08:36,"TURNOVER  by PRATER,COURTNEY",,,,,,,"TURNOVER  by PRATER,COURTNEY",1,turnover,,hanover college,courtney prater,,516
133,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,133,08:28,"SUB IN by WATSON,SHAUNA",,,,,,,"SUB IN by WATSON,SHAUNA",1,subbing in,,hanover college,shauna watson,,508
134,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,134,08:28,"SUB OUT by MALLOY,ASHLEY",,,,,,,"SUB OUT by MALLOY,ASHLEY",1,subbing out,,hanover college,ashley malloy,,508
135,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,135,08:14,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,494
136,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,136,08:14,"BLOCK  by GAHIMER,KATIE",,,,,,,"BLOCK  by GAHIMER,KATIE",1,block,,hanover college,katie gahimer,,494
137,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,137,--,"REBOUND DEF by PAHREN,STEPHANIE",,,,,,,"REBOUND DEF by PAHREN,STEPHANIE",1,defensive rebound,,hanover college,stephanie pahren,,
138,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,138,08:03,"MISS JUMPER by GAHIMER,KATIE",,,,,,,"MISS JUMPER by GAHIMER,KATIE",1,jumper,missed,hanover college,katie gahimer,,483
139,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,139,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
140,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,140,07:58,"MISS 3PTR by GAHIMER,KATIE",,,,,,,"MISS 3PTR by GAHIMER,KATIE",1,three pointer,missed,hanover college,katie gahimer,,478
141,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,141,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
142,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,142,07:56,"FOUL  by PRATER,COURTNEY",,,,,,,"FOUL  by PRATER,COURTNEY",1,foul,,hanover college,courtney prater,,476
143,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,143,07:56,"SUB IN by WEDDLE,ELYSE",,,,,,,"SUB IN by WEDDLE,ELYSE",1,subbing in,,hanover college,elyse weddle,,476
144,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,144,07:56,"SUB IN by CAUDILL,MEGAN",,,,,,,"SUB IN by CAUDILL,MEGAN",1,subbing in,,hanover college,megan caudill,,476
145,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,145,07:56,"SUB IN by DEMOSS,LIZ",,,,,,,"SUB IN by DEMOSS,LIZ",1,subbing in,,hanover college,liz demoss,,476
146,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,146,07:56,"SUB OUT by PAHREN,STEPHANIE",,,,,,,"SUB OUT by PAHREN,STEPHANIE",1,subbing out,,hanover college,stephanie pahren,,476
147,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,147,07:56,"SUB OUT by PRATER,COURTNEY",,,,,,,"SUB OUT by PRATER,COURTNEY",1,subbing out,,hanover college,courtney prater,,476
148,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,148,07:56,"SUB OUT by GAHIMER,KATIE",,,,,,,"SUB OUT by GAHIMER,KATIE",1,subbing out,,hanover college,katie gahimer,,476
149,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,149,07:42,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,462
150,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,150,07:42,"STEAL  by WATSON,SHAUNA",,,,,,,"STEAL  by WATSON,SHAUNA",1,steal,,hanover college,,,462
151,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,151,07:31,"TURNOVER  by DEMOSS,LIZ",,,,,,,"TURNOVER  by DEMOSS,LIZ",1,turnover,,hanover college,liz demoss,,451
152,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,152,07:30,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,450
153,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,153,07:17,,27 (+6),,21,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 27-21 (-6),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,437
154,6,hanover,Hanover College,Centre College,72-74,72,74,"27, 45, 72","43, 31, 74",27,45,72,43,31,74,1-5,3-0,11/27/12,Lose,101,No Location Recorded,7:00 p.m.,H,154,07:03,"TURNOVER  by HOPKINS,ALICIA",,,,,,,"TURNOVER  by HOPKINS,ALICIA",1,turnover,,hanover college,alicia hopkins,,423
