Play Type,Shot Outcome,Shot Clock,Team,Time(seconds)
jumper,missed,7.0,salem,534.0
jumper,missed,18.0,salem,511.0
jumper,missed,20.0,salem,467.0
jumper,good,21.0,Centre,458.0
three pointer,missed,16.0,Centre,415.0
jumper,missed,16.0,salem,401.0
jumper,good,20.0,Centre,391.0
three pointer,missed,9.0,salem,370.0
jumper,good,22.0,Centre,362.0
jumper,good,2.0,salem,334.0
jumper,good,10.0,Centre,314.0
jumper,missed,17.0,salem,301.0
layup,missed,20.0,Centre,291.0
jumper,good,25.0,salem,256.0
three pointer,missed,14.0,Centre,240.0
three pointer,good,7.0,salem,217.0
jumper,missed,10.0,Centre,197.0
layup,good,27.0,Centre,194.0
jumper,missed,17.0,salem,181.0
jumper,missed,22.0,Centre,173.0
layup,missed,17.0,salem,160.0
layup,missed,17.0,Centre,147.0
layup,missed,22.0,salem,139.0
jumper,good,16.0,Centre,125.0
jumper,good,11.0,Centre,89.0
three pointer,missed,17.0,salem,76.0
jumper,missed,12.0,salem,55.0
three pointer,missed,22.0,Centre,47.0
jumper,good,22.0,Centre,39.0
layup,good,12.0,salem,12.0
jumper,good,3.0,Centre,3.0
layup,missed,572.0,salem,581.0
layup,missed,27.0,salem,578.0
jumper,good,22.0,Centre,556.0
jumper,missed,28.0,salem,524.0
layup,missed,19.0,salem,502.0
jumper,missed,21.0,Centre,479.0
jumper,missed,22.0,Centre,471.0
jumper,missed,15.0,salem,430.0
jumper,good,13.0,Centre,413.0
layup,missed,15.0,Centre,367.0
jumper,missed,16.0,Centre,353.0
jumper,missed,6.0,Centre,329.0
layup,good,26.0,Centre,325.0
jumper,missed,8.0,salem,303.0
jumper,missed,18.0,Centre,291.0
three pointer,missed,8.0,Centre,269.0
three pointer,good,11.0,Centre,250.0
jumper,missed,26.0,salem,222.0
jumper,missed,3.0,Centre,195.0
jumper,missed,14.0,salem,179.0
layup,good,15.0,salem,164.0
layup,good,10.0,Centre,144.0
layup,missed,15.0,Centre,112.0
layup,missed,22.0,Centre,103.0
layup,good,18.0,Centre,99.0
layup,good,21.0,salem,66.0
layup,missed,21.0,salem,49.0
jumper,missed,28.0,Centre,28.0
jumper,missed,11.0,salem,11.0
jumper,good,7.0,salem,7.0
layup,missed,18.0,college of wooster,588.0
jumper,good,22.0,Centre,571.0
jumper,missed,0.0,college of wooster,541.0
jumper,missed,27.0,college of wooster,538.0
jumper,missed,18.0,college of wooster,519.0
three pointer,missed,9.0,Centre,498.0
layup,good,6.0,Centre,457.0
jumper,missed,25.0,Centre,441.0
jumper,missed,27.0,Centre,438.0
jumper,missed,14.0,college of wooster,391.0
layup,missed,24.0,college of wooster,366.0
jumper,missed,23.0,Centre,359.0
jumper,missed,14.0,Centre,329.0
layup,good,30.0,Centre,314.0
jumper,missed,12.0,college of wooster,296.0
jumper,missed,15.0,college of wooster,241.0
jumper,good,20.0,Centre,229.0
jumper,missed,16.0,Centre,196.0
layup,good,21.0,Centre,180.0
layup,missed,8.0,college of wooster,141.0
jumper,good,13.0,college of wooster,101.0
jumper,missed,18.0,college of wooster,70.0
layup,missed,4.0,Centre,44.0
jumper,good,22.0,Centre,36.0
three pointer,good,1.0,Centre,1.0
layup,missed,21.0,college of wooster,577.0
jumper,missed,26.0,college of wooster,573.0
jumper,missed,17.0,Centre,556.0
jumper,missed,21.0,Centre,547.0
jumper,missed,18.0,college of wooster,535.0
jumper,missed,23.0,college of wooster,528.0
jumper,missed,22.0,college of wooster,520.0
jumper,missed,24.0,Centre,495.0
three pointer,missed,19.0,college of wooster,464.0
three pointer,good,3.0,Centre,437.0
layup,good,17.0,college of wooster,424.0
jumper,missed,11.0,Centre,367.0
three pointer,good,8.0,college of wooster,342.0
three pointer,missed,13.0,Centre,325.0
jumper,missed,20.0,college of wooster,315.0
jumper,missed,17.0,Centre,302.0
jumper,missed,15.0,Centre,287.0
jumper,good,23.0,Centre,280.0
three pointer,missed,20.0,college of wooster,270.0
jumper,missed,27.0,Centre,237.0
three pointer,missed,17.0,college of wooster,224.0
jumper,missed,9.0,Centre,191.0
jumper,missed,2.0,college of wooster,113.0
jumper,good,20.0,Centre,103.0
three pointer,missed,19.0,college of wooster,92.0
jumper,missed,25.0,college of wooster,25.0
three pointer,missed,5.0,college of wooster,5.0
jumper,missed,559.0,college of wooster,574.0
layup,good,16.0,college of wooster,551.0
three pointer,missed,14.0,Centre,535.0
jumper,good,26.0,Centre,531.0
layup,good,14.0,Centre,503.0
jumper,missed,16.0,college of wooster,489.0
jumper,good,17.0,college of wooster,471.0
jumper,missed,8.0,Centre,449.0
jumper,missed,28.0,Centre,447.0
layup,good,26.0,Centre,426.0
jumper,good,22.0,college of wooster,418.0
jumper,good,1.0,Centre,389.0
jumper,good,17.0,Centre,341.0
jumper,missed,21.0,college of wooster,332.0
jumper,good,7.0,Centre,309.0
jumper,missed,14.0,college of wooster,293.0
three pointer,good,21.0,college of wooster,273.0
jumper,missed,15.0,Centre,258.0
three pointer,missed,18.0,Centre,246.0
jumper,missed,14.0,college of wooster,230.0
jumper,missed,2.0,Centre,202.0
jumper,good,28.0,Centre,200.0
jumper,missed,12.0,Centre,148.0
layup,good,5.0,college of wooster,123.0
layup,missed,22.0,college of wooster,95.0
three pointer,good,15.0,Centre,80.0
jumper,missed,18.0,college of wooster,68.0
three pointer,missed,15.0,Centre,52.0
jumper,missed,25.0,Centre,47.0
layup,missed,22.0,college of wooster,39.0
layup,good,23.0,Centre,23.0
layup,good,1.0,college of wooster,1.0
layup,good,24.0,Centre,584.0
jumper,missed,9.0,college of wooster,563.0
layup,good,15.0,college of wooster,548.0
three pointer,good,14.0,Centre,532.0
jumper,missed,14.0,college of wooster,480.0
three pointer,missed,24.0,Centre,474.0
jumper,good,13.0,Centre,442.0
jumper,missed,18.0,college of wooster,430.0
jumper,missed,26.0,college of wooster,426.0
jumper,good,14.0,Centre,410.0
jumper,good,17.0,college of wooster,397.0
jumper,missed,22.0,Centre,366.0
jumper,good,11.0,Centre,347.0
three pointer,missed,16.0,college of wooster,333.0
jumper,good,24.0,college of wooster,327.0
jumper,missed,17.0,Centre,314.0
three pointer,missed,26.0,Centre,310.0
layup,good,22.0,college of wooster,302.0
layup,good,28.0,college of wooster,285.0
layup,good,27.0,college of wooster,266.0
jumper,good,24.0,Centre,248.0
jumper,missed,16.0,college of wooster,234.0
jumper,missed,22.0,Centre,217.0
jumper,missed,20.0,Centre,207.0
jumper,missed,27.0,Centre,204.0
jumper,good,30.0,Centre,198.0
jumper,missed,13.0,Centre,163.0
jumper,good,5.0,college of wooster,138.0
layup,good,14.0,Centre,122.0
jumper,missed,6.0,college of wooster,73.0
jumper,missed,26.0,college of wooster,69.0
jumper,missed,17.0,Centre,35.0
three pointer,missed,30.0,college of wooster,30.0
jumper,missed,17.0,Centre,17.0
jumper,missed,5.0,college of wooster,5.0
three pointer,missed,28.0,Centre,545.0
layup,missed,11.0,birmingham southern,526.0
jumper,good,20.0,birmingham southern,516.0
three pointer,missed,20.0,Centre,506.0
jumper,missed,15.0,birmingham southern,491.0
jumper,missed,14.0,Centre,475.0
layup,good,28.0,Centre,452.0
layup,good,10.0,birmingham southern,432.0
layup,good,25.0,birmingham southern,406.0
jumper,missed,13.0,Centre,389.0
three pointer,missed,20.0,birmingham southern,379.0
jumper,missed,24.0,Centre,334.0
jumper,missed,24.0,birmingham southern,303.0
three pointer,missed,5.0,birmingham southern,231.0
three pointer,missed,5.0,Centre,206.0
jumper,good,20.0,birmingham southern,196.0
jumper,missed,15.0,Centre,181.0
layup,good,22.0,Centre,173.0
three pointer,good,25.0,birmingham southern,168.0
three pointer,good,13.0,Centre,151.0
jumper,missed,15.0,birmingham southern,136.0
three pointer,missed,12.0,birmingham southern,133.0
jumper,missed,23.0,birmingham southern,126.0
jumper,missed,18.0,birmingham southern,101.0
three pointer,missed,20.0,birmingham southern,73.0
jumper,missed,12.0,birmingham southern,33.0
three pointer,good,597.0,Centre,600.0
jumper,missed,25.0,Centre,586.0
layup,missed,1.0,birmingham southern,557.0
three pointer,good,24.0,Centre,547.0
layup,good,28.0,Centre,520.0
jumper,good,12.0,birmingham southern,502.0
layup,missed,19.0,Centre,482.0
jumper,missed,15.0,birmingham southern,467.0
jumper,missed,2.0,Centre,423.0
layup,good,23.0,Centre,416.0
jumper,missed,26.0,birmingham southern,364.0
three pointer,missed,21.0,Centre,343.0
layup,missed,17.0,birmingham southern,322.0
three pointer,good,16.0,Centre,308.0
jumper,missed,1.0,birmingham southern,279.0
jumper,missed,9.0,Centre,258.0
three pointer,good,13.0,Centre,231.0
three pointer,good,18.0,Centre,193.0
jumper,missed,20.0,birmingham southern,183.0
jumper,missed,23.0,birmingham southern,176.0
jumper,good,30.0,birmingham southern,166.0
jumper,good,10.0,birmingham southern,100.0
three pointer,missed,10.0,Centre,80.0
layup,good,23.0,Centre,73.0
jumper,missed,13.0,birmingham southern,56.0
layup,missed,18.0,Centre,44.0
jumper,missed,3.0,Centre,3.0
three pointer,missed,0.0,birmingham southern,0.0
three pointer,good,26.0,birmingham southern,566.0
jumper,missed,10.0,Centre,546.0
jumper,missed,30.0,Centre,514.0
jumper,missed,20.0,birmingham southern,501.0
layup,missed,12.0,Centre,483.0
jumper,good,21.0,Centre,474.0
jumper,missed,1.0,birmingham southern,445.0
jumper,missed,23.0,birmingham southern,431.0
jumper,missed,14.0,Centre,415.0
three pointer,missed,23.0,Centre,389.0
three pointer,missed,19.0,Centre,378.0
three pointer,missed,15.0,birmingham southern,363.0
layup,good,6.0,Centre,339.0
layup,good,14.0,birmingham southern,323.0
jumper,good,25.0,Centre,286.0
jumper,missed,10.0,birmingham southern,266.0
jumper,good,19.0,Centre,255.0
three pointer,missed,23.0,birmingham southern,218.0
layup,missed,0.0,Centre,188.0
three pointer,good,15.0,birmingham southern,173.0
jumper,missed,1.0,Centre,144.0
jumper,missed,30.0,birmingham southern,127.0
jumper,good,29.0,Centre,126.0
layup,good,11.0,birmingham southern,107.0
three pointer,missed,14.0,Centre,61.0
jumper,missed,8.0,Centre,8.0
three pointer,missed,592.0,birmingham southern,597.0
jumper,good,15.0,Centre,582.0
layup,good,28.0,Centre,562.0
jumper,missed,22.0,Centre,537.0
jumper,missed,18.0,Centre,525.0
three pointer,good,0.0,birmingham southern,490.0
jumper,missed,18.0,Centre,478.0
layup,good,28.0,Centre,444.0
jumper,missed,9.0,Centre,392.0
three pointer,missed,11.0,Centre,360.0
jumper,good,13.0,Centre,343.0
jumper,missed,5.0,birmingham southern,318.0
layup,missed,20.0,Centre,292.0
jumper,missed,19.0,birmingham southern,281.0
jumper,missed,20.0,birmingham southern,254.0
jumper,good,24.0,birmingham southern,230.0
three pointer,missed,16.0,Centre,216.0
layup,missed,10.0,birmingham southern,196.0
jumper,missed,6.0,Centre,172.0
jumper,good,16.0,Centre,152.0
jumper,missed,17.0,birmingham southern,139.0
three pointer,missed,22.0,Centre,131.0
layup,good,5.0,Centre,106.0
three pointer,missed,4.0,Centre,73.0
layup,good,12.0,Centre,47.0
three pointer,missed,30.0,birmingham southern,30.0
layup,missed,0.0,Centre,0.0
layup,good,19.0,hope college,589.0
jumper,missed,11.0,Centre,570.0
three pointer,good,22.0,hope college,562.0
jumper,missed,29.0,Centre,531.0
jumper,good,15.0,hope college,516.0
jumper,missed,10.0,Centre,496.0
layup,missed,24.0,Centre,490.0
layup,missed,24.0,hope college,484.0
jumper,missed,20.0,Centre,474.0
layup,good,23.0,hope college,467.0
layup,missed,27.0,hope college,446.0
three pointer,good,22.0,Centre,438.0
layup,missed,9.0,hope college,417.0
layup,missed,27.0,hope college,414.0
layup,missed,15.0,hope college,399.0
layup,missed,24.0,Centre,393.0
layup,missed,22.0,hope college,385.0
three pointer,missed,10.0,Centre,365.0
jumper,missed,23.0,Centre,358.0
three pointer,missed,19.0,hope college,347.0
layup,good,28.0,hope college,328.0
three pointer,missed,24.0,hope college,304.0
jumper,good,22.0,hope college,296.0
three pointer,missed,20.0,hope college,262.0
layup,missed,21.0,Centre,253.0
three pointer,missed,15.0,hope college,229.0
jumper,good,20.0,hope college,219.0
layup,good,7.0,hope college,177.0
jumper,missed,6.0,Centre,153.0
layup,missed,13.0,hope college,136.0
jumper,good,15.0,Centre,106.0
three pointer,missed,16.0,hope college,92.0
jumper,missed,7.0,Centre,69.0
layup,missed,13.0,Centre,47.0
jumper,missed,19.0,Centre,36.0
three pointer,missed,27.0,hope college,27.0
three pointer,missed,587.0,Centre,593.0
jumper,missed,8.0,Centre,543.0
three pointer,good,19.0,hope college,528.0
three pointer,missed,7.0,Centre,505.0
three pointer,missed,19.0,hope college,494.0
jumper,good,20.0,Centre,484.0
layup,good,27.0,hope college,382.0
three pointer,missed,7.0,Centre,359.0
jumper,good,14.0,Centre,296.0
jumper,good,15.0,hope college,281.0
jumper,missed,4.0,Centre,255.0
layup,missed,27.0,Centre,252.0
jumper,missed,4.0,hope college,226.0
three pointer,good,24.0,hope college,220.0
layup,missed,12.0,Centre,175.0
three pointer,missed,13.0,hope college,158.0
layup,missed,28.0,hope college,141.0
layup,missed,27.0,hope college,138.0
layup,missed,8.0,hope college,94.0
layup,good,18.0,hope college,65.0
jumper,missed,0.0,Centre,0.0
jumper,good,16.0,hope college,574.0
layup,missed,26.0,hope college,549.0
layup,good,11.0,hope college,511.0
jumper,missed,10.0,Centre,491.0
three pointer,good,22.0,Centre,461.0
jumper,missed,23.0,hope college,454.0
three pointer,missed,12.0,hope college,419.0
three pointer,missed,23.0,hope college,412.0
layup,missed,26.0,hope college,408.0
layup,missed,27.0,hope college,405.0
three pointer,missed,13.0,Centre,346.0
layup,missed,26.0,Centre,342.0
three pointer,good,15.0,hope college,326.0
layup,good,11.0,hope college,288.0
layup,good,27.0,Centre,255.0
layup,good,11.0,hope college,236.0
three pointer,missed,10.0,hope college,194.0
three pointer,missed,19.0,hope college,183.0
layup,good,18.0,Centre,124.0
three pointer,missed,9.0,hope college,103.0
layup,missed,21.0,hope college,94.0
three pointer,missed,19.0,Centre,83.0
layup,missed,27.0,Centre,80.0
jumper,missed,8.0,Centre,40.0
jumper,missed,7.0,Centre,7.0
layup,missed,4.0,Centre,4.0
three pointer,missed,583.0,hope college,593.0
jumper,good,22.0,hope college,585.0
three pointer,missed,24.0,Centre,551.0
three pointer,missed,19.0,hope college,540.0
jumper,missed,13.0,Centre,523.0
layup,good,5.0,hope college,498.0
three pointer,missed,3.0,Centre,471.0
layup,missed,27.0,Centre,468.0
jumper,good,13.0,Centre,427.0
three pointer,good,6.0,hope college,403.0
three pointer,missed,18.0,Centre,365.0
layup,missed,6.0,hope college,341.0
jumper,missed,12.0,Centre,323.0
layup,missed,11.0,hope college,304.0
layup,missed,2.0,hope college,271.0
layup,good,16.0,hope college,248.0
layup,good,28.0,Centre,194.0
jumper,missed,7.0,hope college,171.0
layup,good,17.0,hope college,138.0
three pointer,missed,20.0,hope college,108.0
layup,missed,20.0,Centre,98.0
jumper,missed,22.0,hope college,90.0
jumper,missed,27.0,Centre,76.0
layup,missed,18.0,Centre,67.0
three pointer,missed,25.0,hope college,25.0
jumper,missed,19.0,hope college,19.0
jumper,good,10.0,millsaps,1180.0
three pointer,missed,15.0,Centre,1165.0
jumper,missed,11.0,millsaps,1146.0
jumper,missed,24.0,millsaps,1140.0
jumper,missed,23.0,Centre,1133.0
jumper,missed,28.0,millsaps,1131.0
jumper,missed,30.0,millsaps,1121.0
three pointer,missed,19.0,Centre,1110.0
layup,good,11.0,Centre,1076.0
three pointer,good,17.0,millsaps,1063.0
jumper,missed,19.0,Centre,1052.0
layup,good,27.0,Centre,1049.0
layup,missed,23.0,millsaps,1040.0
three pointer,good,11.0,millsaps,1008.0
jumper,missed,8.0,millsaps,945.0
layup,good,27.0,Centre,912.0
jumper,good,24.0,millsaps,887.0
three pointer,good,4.0,Centre,861.0
jumper,missed,8.0,millsaps,839.0
jumper,good,8.0,Centre,817.0
layup,good,12.0,millsaps,799.0
layup,good,20.0,Centre,789.0
jumper,good,2.0,millsaps,732.0
three pointer,missed,24.0,millsaps,695.0
jumper,missed,14.0,Centre,659.0
layup,missed,11.0,millsaps,637.0
layup,missed,14.0,Centre,592.0
layup,missed,23.0,Centre,573.0
jumper,good,15.0,millsaps,558.0
layup,good,26.0,Centre,545.0
jumper,missed,9.0,millsaps,524.0
jumper,missed,17.0,millsaps,511.0
three pointer,missed,16.0,Centre,497.0
layup,good,29.0,millsaps,485.0
jumper,missed,4.0,millsaps,436.0
jumper,missed,24.0,millsaps,419.0
layup,good,8.0,Centre,397.0
jumper,missed,9.0,millsaps,376.0
three pointer,good,21.0,millsaps,355.0
three pointer,missed,14.0,Centre,339.0
jumper,good,18.0,millsaps,327.0
three pointer,missed,8.0,Centre,278.0
layup,good,3.0,millsaps,251.0
three pointer,good,13.0,Centre,234.0
three pointer,missed,6.0,millsaps,161.0
layup,good,23.0,Centre,154.0
jumper,missed,7.0,millsaps,131.0
three pointer,good,17.0,Centre,118.0
three pointer,good,25.0,millsaps,83.0
three pointer,missed,5.0,Centre,58.0
jumper,missed,19.0,Centre,19.0
jumper,missed,1.0,millsaps,1.0
three pointer,missed,18.0,Centre,1172.0
jumper,good,13.0,Centre,1122.0
jumper,missed,1.0,millsaps,1093.0
jumper,missed,18.0,Centre,1081.0
three pointer,good,13.0,Centre,1048.0
jumper,good,1.0,millsaps,1019.0
jumper,missed,12.0,Centre,1001.0
jumper,missed,16.0,Centre,969.0
three pointer,missed,18.0,millsaps,957.0
three pointer,good,12.0,Centre,939.0
jumper,missed,26.0,Centre,906.0
jumper,good,18.0,millsaps,894.0
three pointer,missed,13.0,Centre,877.0
three pointer,missed,29.0,millsaps,846.0
jumper,missed,6.0,millsaps,796.0
jumper,missed,26.0,millsaps,792.0
jumper,good,26.0,millsaps,758.0
three pointer,missed,13.0,millsaps,724.0
jumper,good,2.0,millsaps,696.0
jumper,missed,24.0,millsaps,654.0
three pointer,missed,22.0,Centre,646.0
layup,good,25.0,Centre,641.0
three pointer,missed,7.0,millsaps,618.0
layup,good,18.0,millsaps,533.0
jumper,good,15.0,millsaps,491.0
jumper,good,27.0,millsaps,485.0
layup,good,1.0,Centre,456.0
jumper,missed,11.0,millsaps,437.0
jumper,missed,27.0,millsaps,434.0
three pointer,good,18.0,millsaps,398.0
three pointer,good,10.0,Centre,378.0
jumper,missed,9.0,millsaps,357.0
layup,good,24.0,Centre,351.0
three pointer,missed,9.0,millsaps,330.0
jumper,good,18.0,millsaps,318.0
jumper,missed,2.0,Centre,290.0
three pointer,missed,11.0,Centre,253.0
jumper,missed,17.0,millsaps,235.0
jumper,missed,1.0,Centre,206.0
layup,good,8.0,Centre,166.0
three pointer,missed,13.0,millsaps,103.0
jumper,missed,25.0,millsaps,87.0
jumper,good,11.0,millsaps,68.0
layup,good,19.0,Centre,32.0
three pointer,good,12.0,Centre,12.0
three pointer,missed,0.0,Centre,0.0
layup,good,609.0,millsaps college,1179.0
jumper,missed,20.0,millsaps college,1143.0
jumper,missed,14.0,millsaps college,1127.0
layup,missed,26.0,millsaps college,1123.0
jumper,missed,6.0,millsaps college,1080.0
layup,missed,9.0,Centre,1048.0
three pointer,good,3.0,Centre,1042.0
three pointer,missed,17.0,Centre,1012.0
layup,missed,9.0,millsaps college,991.0
layup,good,4.0,Centre,947.0
layup,good,3.0,Centre,890.0
layup,good,13.0,millsaps college,873.0
three pointer,good,9.0,Centre,852.0
jumper,missed,14.0,millsaps college,836.0
layup,good,17.0,millsaps college,814.0
layup,good,29.0,millsaps college,795.0
layup,missed,16.0,Centre,781.0
layup,good,21.0,millsaps college,772.0
layup,missed,15.0,Centre,757.0
three pointer,missed,2.0,millsaps college,729.0
jumper,good,17.0,Centre,716.0
jumper,missed,5.0,Centre,675.0
jumper,missed,11.0,millsaps college,656.0
three pointer,good,17.0,Centre,633.0
layup,missed,26.0,millsaps college,599.0
jumper,good,13.0,millsaps college,582.0
three pointer,good,6.0,Centre,558.0
layup,good,19.0,millsaps college,513.0
three pointer,missed,27.0,Centre,482.0
layup,missed,21.0,millsaps college,473.0
layup,missed,25.0,millsaps college,468.0
layup,missed,18.0,millsaps college,456.0
jumper,missed,19.0,Centre,445.0
jumper,missed,22.0,millsaps college,437.0
three pointer,good,21.0,millsaps college,408.0
three pointer,good,13.0,Centre,391.0
jumper,missed,5.0,Centre,334.0
layup,good,13.0,millsaps college,297.0
jumper,missed,21.0,Centre,288.0
jumper,missed,11.0,millsaps college,269.0
three pointer,good,20.0,Centre,259.0
jumper,missed,8.0,millsaps college,237.0
jumper,missed,4.0,Centre,208.0
layup,missed,27.0,Centre,175.0
layup,missed,13.0,millsaps college,151.0
layup,good,27.0,millsaps college,148.0
jumper,missed,10.0,Centre,128.0
layup,missed,14.0,millsaps college,112.0
layup,missed,22.0,Centre,104.0
three pointer,missed,6.0,millsaps college,78.0
layup,missed,0.0,Centre,48.0
jumper,missed,15.0,Centre,15.0
three pointer,missed,0.0,millsaps college,0.0
three pointer,missed,11.0,millsaps college,1153.0
