Play Type,Shot Outcome,Team,Time(seconds),Shot Clock
,,,,30.0
layup,missed,thomas more college,1190.0,620.0
offensive rebound,,thomas more college,,
layup,good,thomas more college,1188.0,28.0
foul,,Centre,1188.0,30.0
free throw,good,thomas more college,1188.0,30.0
layup,missed,Centre,1176.0,18.0
defensive rebound,,Centre,,
jumper,missed,thomas more college,1161.0,15.0
defensive rebound,,Centre,,
jumper,missed,Centre,1133.0,2.0
defensive rebound,,thomas more college,,
jumper,good,thomas more college,1118.0,15.0
turnover,,Centre,1104.0,16.0
steal,,thomas more college,1103.0,29.0
foul,,Centre,1103.0,30.0
free throw,good,thomas more college,1103.0,30.0
free throw,good,thomas more college,1103.0,30.0
subbing in,,Centre,1103.0,30.0
subbing out,,Centre,1103.0,30.0
foul,,thomas more college,1081.0,8.0
turnover,,Centre,1077.0,26.0
steal,,thomas more college,1075.0,28.0
three pointer,missed,thomas more college,1067.0,22.0
defensive rebound,,Centre,,
turnover,,Centre,1041.0,4.0
subbing in,,Centre,1041.0,30.0
subbing out,,Centre,1041.0,30.0
three pointer,good,thomas more college,1027.0,16.0
timeout,,Centre,1014.0,17.0
turnover,,Centre,1002.0,5.0
steal,,thomas more college,1001.0,29.0
three pointer,missed,thomas more college,991.0,20.0
defensive rebound,,Centre,,
foul,,thomas more college,963.0,2.0
free throw,good,Centre,963.0,30.0
free throw,good,Centre,963.0,30.0
jumper,missed,thomas more college,954.0,21.0
defensive rebound,,Centre,,
turnover,,Centre,922.0,28.0
steal,,thomas more college,921.0,29.0
subbing in,,thomas more college,916.0,25.0
subbing out,,thomas more college,916.0,25.0
subbing in,,Centre,916.0,25.0
subbing in,,Centre,916.0,25.0
subbing out,,Centre,916.0,25.0
subbing out,,Centre,916.0,25.0
jumper,good,thomas more college,915.0,24.0
assist,,thomas more college,,
foul,,thomas more college,888.0,3.0
subbing in,,thomas more college,888.0,30.0
subbing out,,thomas more college,888.0,30.0
layup,good,Centre,865.0,7.0
three pointer,good,thomas more college,854.0,19.0
assist,,thomas more college,,
jumper,missed,Centre,839.0,15.0
defensive rebound,,thomas more college,,
three pointer,missed,thomas more college,830.0,21.0
defensive rebound,,Centre,,
foul,,thomas more college,826.0,26.0
subbing in,,thomas more college,826.0,30.0
subbing out,,thomas more college,826.0,30.0
turnover,,Centre,817.0,21.0
three pointer,good,thomas more college,802.0,15.0
foul,,thomas more college,769.0,27.0
free throw,good,Centre,769.0,30.0
free throw,good,Centre,769.0,30.0
subbing in,,Centre,769.0,30.0
subbing in,,Centre,769.0,30.0
subbing in,,Centre,769.0,30.0
subbing out,,Centre,769.0,30.0
subbing out,,Centre,769.0,30.0
subbing out,,Centre,769.0,30.0
layup,good,thomas more college,762.0,23.0
layup,missed,Centre,730.0,28.0
block,,thomas more college,730.0,30.0
defensive rebound,,thomas more college,,
jumper,missed,thomas more college,716.0,16.0
defensive rebound,,Centre,,
three pointer,missed,Centre,706.0,20.0
defensive rebound,,thomas more college,,
turnover,,thomas more college,700.0,24.0
layup,good,Centre,684.0,14.0
jumper,missed,thomas more college,673.0,19.0
defensive rebound,,Centre,,
jumper,missed,Centre,650.0,7.0
defensive rebound,,thomas more college,,
jumper,good,thomas more college,638.0,18.0
subbing in,,thomas more college,632.0,24.0
subbing out,,thomas more college,632.0,24.0
jumper,good,Centre,623.0,15.0
assist,,Centre,,
turnover,,thomas more college,601.0,8.0
subbing in,,Centre,601.0,30.0
subbing out,,Centre,601.0,30.0
layup,missed,Centre,575.0,4.0
defensive rebound,,thomas more college,,
three pointer,missed,thomas more college,552.0,7.0
defensive rebound,,Centre,,
three pointer,missed,Centre,526.0,4.0
defensive rebound,,thomas more college,,
three pointer,missed,thomas more college,512.0,16.0
offensive rebound,,thomas more college,,
layup,missed,thomas more college,508.0,26.0
defensive rebound,,Centre,,
subbing in,,thomas more college,505.0,27.0
subbing out,,thomas more college,505.0,27.0
three pointer,missed,Centre,487.0,9.0
offensive rebound,,Centre,,
turnover,,Centre,459.0,2.0
steal,,thomas more college,455.0,26.0
subbing in,,thomas more college,450.0,25.0
subbing out,,thomas more college,450.0,25.0
turnover,,thomas more college,445.0,20.0
subbing in,,thomas more college,445.0,30.0
subbing out,,thomas more college,445.0,30.0
subbing in,,Centre,445.0,30.0
subbing in,,Centre,445.0,30.0
subbing in,,Centre,445.0,30.0
subbing out,,Centre,445.0,30.0
subbing out,,Centre,445.0,30.0
subbing out,,Centre,445.0,30.0
jumper,missed,Centre,414.0,29.0
defensive rebound,,thomas more college,,
three pointer,good,thomas more college,404.0,20.0
assist,,thomas more college,,
layup,good,Centre,380.0,6.0
assist,,Centre,,
jumper,missed,thomas more college,353.0,3.0
defensive rebound,,Centre,,
subbing in,,thomas more college,349.0,26.0
subbing in,,thomas more college,349.0,26.0
subbing in,,thomas more college,349.0,26.0
subbing out,,thomas more college,349.0,26.0
subbing out,,thomas more college,349.0,26.0
subbing out,,thomas more college,349.0,26.0
jumper,good,Centre,324.0,1.0
assist,,Centre,,
three pointer,good,thomas more college,315.0,21.0
assist,,thomas more college,,
foul,,Centre,294.0,9.0
turnover,,Centre,294.0,30.0
subbing in,,Centre,294.0,30.0
subbing out,,Centre,294.0,30.0
three pointer,missed,thomas more college,270.0,6.0
defensive rebound,,Centre,,
layup,good,Centre,238.0,28.0
layup,good,thomas more college,233.0,25.0
assist,,thomas more college,,
foul,,Centre,232.0,29.0
free throw,good,thomas more college,232.0,30.0
turnover,,Centre,230.0,28.0
steal,,thomas more college,228.0,28.0
jumper,missed,thomas more college,224.0,26.0
offensive rebound,,thomas more college,,
layup,good,thomas more college,220.0,26.0
turnover,,Centre,204.0,14.0
steal,,thomas more college,201.0,27.0
layup,good,thomas more college,195.0,24.0
subbing in,,Centre,185.0,20.0
subbing out,,Centre,185.0,20.0
foul,,thomas more college,184.0,19.0
free throw,good,Centre,184.0,30.0
free throw,good,Centre,184.0,30.0
layup,good,thomas more college,165.0,11.0
assist,,thomas more college,,
foul,,Centre,164.0,29.0
free throw,missed,thomas more college,164.0,30.0
defensive rebound,,Centre,,
turnover,,Centre,157.0,23.0
steal,,thomas more college,155.0,28.0
jumper,missed,thomas more college,151.0,26.0
offensive rebound,,thomas more college,,
layup,missed,thomas more college,147.0,26.0
offensive rebound,,thomas more college,,
layup,good,thomas more college,143.0,26.0
jumper,missed,Centre,123.0,10.0
defensive rebound,,thomas more college,,
foul,,Centre,116.0,23.0
jumper,good,thomas more college,116.0,30.0
assist,,thomas more college,,
subbing in,,Centre,116.0,30.0
subbing out,,Centre,116.0,30.0
foul,,Centre,99.0,13.0
turnover,,Centre,99.0,30.0
layup,missed,thomas more college,79.0,10.0
offensive rebound,,thomas more college,,
foul,,Centre,77.0,28.0
free throw,missed,thomas more college,77.0,30.0
deadball rebound,,thomas more college,,
free throw,missed,thomas more college,77.0,30.0
defensive rebound,,Centre,,
turnover,,Centre,68.0,21.0
steal,,thomas more college,65.0,27.0
three pointer,missed,thomas more college,54.0,19.0
