Play Type,Shot Outcome,Team,Time(seconds),Shot Clock
,,,,30.0
jumper,missed,Centre,576.0,6.0
defensive rebound,,mount st. joseph,,
turnover,,mount st. joseph,550.0,4.0
jumper,missed,Centre,537.0,17.0
defensive rebound,,mount st. joseph,,
jumper,good,mount st. joseph,509.0,2.0
turnover,,Centre,487.0,8.0
turnover,,mount st. joseph,476.0,19.0
turnover,,Centre,458.0,12.0
steal,,mount st. joseph,453.0,25.0
foul,,Centre,445.0,22.0
free throw,missed,mount st. joseph,439.0,30.0
deadball rebound,,Centre,,
subbing in,,Centre,439.0,24.0
subbing in,,Centre,439.0,24.0
subbing out,,Centre,439.0,24.0
subbing out,,Centre,439.0,24.0
free throw,good,mount st. joseph,433.0,30.0
jumper,good,Centre,424.0,9.0
three pointer,good,mount st. joseph,415.0,21.0
assist,,mount st. joseph,,
three pointer,missed,Centre,385.0,0.0
defensive rebound,,mount st. joseph,,
turnover,,mount st. joseph,366.0,11.0
subbing in,,mount st. joseph,366.0,30.0
subbing out,,mount st. joseph,366.0,30.0
subbing in,,Centre,366.0,30.0
subbing in,,Centre,366.0,30.0
subbing out,,Centre,366.0,30.0
subbing out,,Centre,366.0,30.0
jumper,missed,Centre,347.0,11.0
offensive rebound,,Centre,,
layup,good,Centre,330.0,13.0
assist,,Centre,,
layup,missed,mount st. joseph,308.0,8.0
block,,Centre,308.0,30.0
defensive rebound,,Centre,,
subbing in,,Centre,304.0,26.0
subbing out,,Centre,304.0,26.0
jumper,missed,Centre,296.0,18.0
defensive rebound,,mount st. joseph,,
three pointer,missed,mount st. joseph,296.0,30.0
defensive rebound,,Centre,,
three pointer,missed,Centre,296.0,30.0
offensive rebound,,Centre,,
subbing in,,mount st. joseph,296.0,30.0
subbing out,,mount st. joseph,296.0,30.0
subbing in,,Centre,296.0,30.0
subbing out,,Centre,296.0,30.0
foul,,mount st. joseph,292.0,26.0
free throw,good,Centre,292.0,30.0
subbing in,,Centre,292.0,30.0
subbing out,,Centre,292.0,30.0
free throw,missed,Centre,254.0,30.0
defensive rebound,,mount st. joseph,,
foul,,Centre,242.0,10.0
free throw,good,mount st. joseph,242.0,30.0
free throw,good,mount st. joseph,242.0,30.0
subbing in,,mount st. joseph,242.0,30.0
subbing out,,mount st. joseph,242.0,30.0
subbing in,,Centre,242.0,30.0
subbing out,,Centre,242.0,30.0
turnover,,Centre,227.0,15.0
subbing in,,mount st. joseph,227.0,30.0
subbing out,,mount st. joseph,227.0,30.0
turnover,,mount st. joseph,211.0,14.0
steal,,Centre,206.0,25.0
jumper,good,Centre,196.0,20.0
assist,,Centre,,
three pointer,missed,mount st. joseph,150.0,14.0
defensive rebound,,Centre,,
turnover,,Centre,144.0,24.0
turnover,,mount st. joseph,141.0,27.0
steal,,Centre,134.0,23.0
jumper,missed,Centre,129.0,25.0
defensive rebound,,Centre,,
jumper,missed,mount st. joseph,93.0,24.0
offensive rebound,,mount st. joseph,,
foul,,Centre,93.0,30.0
turnover,,mount st. joseph,93.0,30.0
subbing in,,Centre,93.0,30.0
subbing in,,Centre,93.0,30.0
subbing in,,Centre,93.0,30.0
subbing in,,Centre,93.0,30.0
subbing out,,Centre,93.0,30.0
subbing out,,Centre,93.0,30.0
subbing out,,Centre,93.0,30.0
subbing out,,Centre,93.0,30.0
jumper,good,Centre,87.0,24.0
assist,,Centre,,
jumper,missed,mount st. joseph,62.0,5.0
defensive rebound,,Centre,,
jumper,missed,Centre,54.0,22.0
offensive rebound,,Centre,,
three pointer,missed,Centre,33.0,9.0
offensive rebound,,Centre,,
jumper,missed,Centre,23.0,23.0
defensive rebound,,mount st. joseph,,
,,,,
jumper,good,mount st. joseph,598.0,595.0
subbing in,,Centre,578.0,10.0
subbing out,,Centre,578.0,10.0
jumper,missed,mount st. joseph,574.0,6.0
defensive rebound,,Centre,,
turnover,,Centre,559.0,15.0
steal,,mount st. joseph,555.0,26.0
jumper,missed,mount st. joseph,552.0,27.0
defensive rebound,,Centre,,
jumper,missed,Centre,540.0,18.0
defensive rebound,,mount st. joseph,,
jumper,good,mount st. joseph,526.0,16.0
subbing in,,mount st. joseph,519.0,23.0
subbing out,,mount st. joseph,519.0,23.0
subbing in,,Centre,519.0,23.0
subbing in,,Centre,519.0,23.0
subbing in,,Centre,519.0,23.0
subbing out,,Centre,519.0,23.0
subbing out,,Centre,519.0,23.0
subbing out,,Centre,519.0,23.0
foul,,mount st. joseph,505.0,9.0
subbing in,,mount st. joseph,499.0,24.0
subbing out,,mount st. joseph,499.0,24.0
turnover,,Centre,487.0,12.0
jumper,good,mount st. joseph,469.0,12.0
subbing in,,mount st. joseph,464.0,25.0
subbing out,,mount st. joseph,464.0,25.0
foul,,mount st. joseph,452.0,13.0
turnover,,Centre,448.0,26.0
jumper,good,mount st. joseph,439.0,21.0
assist,,mount st. joseph,,
foul,,mount st. joseph,423.0,14.0
foul,,mount st. joseph,410.0,17.0
free throw,good,Centre,410.0,30.0
free throw,good,Centre,410.0,30.0
jumper,missed,mount st. joseph,401.0,21.0
offensive rebound,,mount st. joseph,,
jumper,good,mount st. joseph,390.0,19.0
foul,,mount st. joseph,375.0,15.0
free throw,good,Centre,375.0,30.0
free throw,good,Centre,375.0,30.0
jumper,good,mount st. joseph,375.0,30.0
subbing in,,mount st. joseph,375.0,30.0
subbing out,,mount st. joseph,375.0,30.0
subbing in,,Centre,375.0,30.0
subbing in,,Centre,375.0,30.0
subbing in,,Centre,375.0,30.0
subbing out,,Centre,375.0,30.0
subbing out,,Centre,375.0,30.0
subbing out,,Centre,375.0,30.0
layup,missed,Centre,353.0,8.0
defensive rebound,,mount st. joseph,,
jumper,missed,mount st. joseph,337.0,14.0
defensive rebound,,Centre,,
turnover,,Centre,327.0,20.0
foul,,Centre,304.0,7.0
subbing in,,mount st. joseph,304.0,30.0
subbing out,,mount st. joseph,304.0,30.0
subbing in,,Centre,304.0,30.0
subbing out,,Centre,304.0,30.0
turnover,,mount st. joseph,279.0,5.0
steal,,Centre,277.0,28.0
layup,good,Centre,273.0,26.0
turnover,,mount st. joseph,252.0,9.0
steal,,Centre,249.0,27.0
layup,missed,Centre,247.0,28.0
offensive rebound,,Centre,,
jumper,missed,Centre,239.0,22.0
defensive rebound,,mount st. joseph,,
turnover,,mount st. joseph,233.0,24.0
steal,,Centre,231.0,28.0
subbing in,,mount st. joseph,229.0,28.0
subbing in,,mount st. joseph,229.0,28.0
subbing out,,mount st. joseph,229.0,28.0
subbing out,,mount st. joseph,229.0,28.0
subbing in,,Centre,229.0,28.0
subbing in,,Centre,229.0,28.0
subbing out,,Centre,229.0,28.0
subbing out,,Centre,229.0,28.0
layup,good,Centre,226.0,25.0
assist,,Centre,,
turnover,,mount st. joseph,204.0,8.0
steal,,Centre,204.0,30.0
subbing in,,mount st. joseph,192.0,18.0
subbing in,,mount st. joseph,192.0,18.0
subbing out,,mount st. joseph,192.0,18.0
subbing out,,mount st. joseph,192.0,18.0
three pointer,good,Centre,176.0,2.0
assist,,Centre,,
turnover,,mount st. joseph,159.0,13.0
subbing in,,Centre,159.0,30.0
subbing out,,Centre,159.0,30.0
jumper,missed,Centre,143.0,14.0
defensive rebound,,mount st. joseph,,
jumper,missed,mount st. joseph,129.0,16.0
block,,Centre,129.0,30.0
defensive rebound,,Centre,,
jumper,missed,Centre,117.0,18.0
offensive rebound,,Centre,,
three pointer,missed,Centre,100.0,13.0
defensive rebound,,mount st. joseph,,
jumper,missed,mount st. joseph,86.0,16.0
offensive rebound,,mount st. joseph,,
layup,good,mount st. joseph,81.0,25.0
layup,good,Centre,52.0,1.0
assist,,Centre,,
jumper,missed,mount st. joseph,31.0,9.0
defensive rebound,,Centre,,
foul,,Centre,23.0,23.0
subbing in,,mount st. joseph,23.0,23.0
subbing in,,mount st. joseph,23.0,23.0
subbing out,,mount st. joseph,23.0,23.0
subbing out,,mount st. joseph,23.0,23.0
subbing in,,Centre,23.0,23.0
subbing in,,Centre,23.0,23.0
subbing in,,Centre,23.0,23.0
subbing out,,Centre,23.0,23.0
subbing out,,Centre,23.0,23.0
subbing out,,Centre,23.0,23.0
turnover,,Centre,3.0,3.0
turnover,,mount st. joseph,0.0,0.0
jumper,missed,Centre,0.0,0.0
defensive rebound,,Centre,,
,,,,
subbing in,,Centre,600.0,30.0
subbing out,,Centre,600.0,30.0
