,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,MVCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
70,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,70,12:44,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,764
71,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,71,12:44,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,764
72,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,72,12:44,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,764
73,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,73,12:44,,,,,"SUB IN by TALBOTT,HALEY",,,"SUB IN by TALBOTT,HALEY",1,subbing in,,maryville college women,haley talbott,,764
74,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,74,12:44,,,,,"SUB IN by YOUNG,JOANNA",,,"SUB IN by YOUNG,JOANNA",1,subbing in,,maryville college women,joanna young,,764
75,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,75,12:44,,,,,"SUB IN by PUCKETT,MACKENZIE",,,"SUB IN by PUCKETT,MACKENZIE",1,subbing in,,maryville college women,mackenzie puckett,,764
76,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,76,12:44,,,,,"SUB OUT by BALLARD,JORDAN",,,"SUB OUT by BALLARD,JORDAN",1,subbing out,,maryville college women,jordan ballard,,764
77,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,77,12:44,,,,,"SUB OUT by TRENT,LAUREN",,,"SUB OUT by TRENT,LAUREN",1,subbing out,,maryville college women,lauren trent,,764
78,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,78,12:44,,,,,"SUB OUT by BRACKINS,MINDY",,,"SUB OUT by BRACKINS,MINDY",1,subbing out,,maryville college women,mindy brackins,,764
79,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,79,12:36,,,,,"FOUL  by DUNN,LINLEY",,,"FOUL  by DUNN,LINLEY",1,foul,,maryville college women,linley dunn,,756
80,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,80,12:36,,,,,"TURNOVER  by DUNN,LINLEY",,,"TURNOVER  by DUNN,LINLEY",1,turnover,,maryville college women,linley dunn,,756
81,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,81,12:36,"STEAL  by MCKNIGHT,KAITLYN",,,,,,,"STEAL  by MCKNIGHT,KAITLYN",1,steal,,Centre,,,756
82,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,82,12:20,,,,,"FOUL  by BOND,ALEX",,,"FOUL  by BOND,ALEX",1,foul,,maryville college women,alex bond,,740
83,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,83,12:20,"GOOD FT by GUY,ALEXIS",17 (+8),,9,,CENTRE_W 17-9 (+8),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,740
84,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,84,12:20,"MISS FT by GUY,ALEXIS",,,,,,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,740
85,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,85,--,,,,,"REBOUND DEF by YOUNG,JOANNA",,,"REBOUND DEF by YOUNG,JOANNA",1,defensive rebound,,maryville college women,joanna young,,
86,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,86,12:20,,,,,"SUB IN by BROWN,KELSEY",,,"SUB IN by BROWN,KELSEY",1,subbing in,,maryville college women,kelsey brown,,740
87,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,87,12:20,,,,,"SUB OUT by DUNN,LINLEY",,,"SUB OUT by DUNN,LINLEY",1,subbing out,,maryville college women,linley dunn,,740
88,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,88,12:07,"FOUL  by COLLIVER,OLIVIA",,,,,,,"FOUL  by COLLIVER,OLIVIA",1,foul,,Centre,olivia colliver,,727
89,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,89,11:48,,,,,"FOUL  by PUCKETT,MACKENZIE",,,"FOUL  by PUCKETT,MACKENZIE",1,foul,,maryville college women,mackenzie puckett,,708
90,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,90,11:48,,,,,"TURNOVER  by PUCKETT,MACKENZIE",,,"TURNOVER  by PUCKETT,MACKENZIE",1,turnover,,maryville college women,mackenzie puckett,,708
91,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,91,11:48,"STEAL  by MCKNIGHT,KAITLYN",,,,,,,"STEAL  by MCKNIGHT,KAITLYN",1,steal,,Centre,,,708
92,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,92,11:38,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,698
93,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,93,11:38,,,,,"BLOCK  by BROWN,KELSEY",,,"BLOCK  by BROWN,KELSEY",1,block,,maryville college women,kelsey brown,,698
94,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,94,--,,,,,"REBOUND DEF by TALBOTT,HALEY",,,"REBOUND DEF by TALBOTT,HALEY",1,defensive rebound,,maryville college women,haley talbott,,
95,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,95,11:20,,,,,"MISS 3PTR by PUCKETT,MACKENZIE",,,"MISS 3PTR by PUCKETT,MACKENZIE",1,three pointer,missed,maryville college women,mackenzie puckett,,680
96,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,96,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",1,defensive rebound,,Centre,olivia schad,,
97,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,97,11:09,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,669
98,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,98,11:09,"SUB IN by LEWIS,KENDALL",,,,,,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,669
99,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,99,11:09,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,669
100,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,100,11:09,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,669
101,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,101,11:09,,,,,"SUB IN by BRACKINS,MINDY",,,"SUB IN by BRACKINS,MINDY",1,subbing in,,maryville college women,mindy brackins,,669
102,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,102,11:09,,,,,"SUB OUT by PUCKETT,MACKENZIE",,,"SUB OUT by PUCKETT,MACKENZIE",1,subbing out,,maryville college women,mackenzie puckett,,669
103,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,103,10:58,"MISS JUMPER by GUY,ALANNA",,,,,,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,658
104,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,104,10:58,,,,,"BLOCK  by YOUNG,JOANNA",,,"BLOCK  by YOUNG,JOANNA",1,block,,maryville college women,joanna young,,658
105,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,105,--,"REBOUND OFF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",1,offensive rebound,,Centre,kaitlyn mcknight,,
106,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,106,10:54,"TURNOVER  by MCKNIGHT,KAITLYN",,,,,,,"TURNOVER  by MCKNIGHT,KAITLYN",1,turnover,,Centre,kaitlyn mcknight,,654
107,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,107,10:54,,,,,"STEAL  by BOND,ALEX",,,"STEAL  by BOND,ALEX",1,steal,,maryville college women,,,654
108,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,108,10:40,,17 (+6),,11,"GOOD JUMPER by BOND,ALEX(in the paint)",MVCW 17-11 (+6),,"GOOD JUMPER by BOND,ALEX(in the paint)",1,jumper,good,maryville college women,alex bond,2,640
109,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,109,--,,,,,"ASSIST  by BRACKINS,MINDY",,,"ASSIST  by BRACKINS,MINDY",1,assist,,maryville college women,mindy brackins,,
110,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,110,10:23,"MISS JUMPER by GUY,ALANNA",,,,,,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,623
111,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,111,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
112,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,112,10:21,,,,,"SUB IN by BALLARD,JORDAN",,,"SUB IN by BALLARD,JORDAN",1,subbing in,,maryville college women,jordan ballard,,621
113,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,113,10:21,,,,,"SUB OUT by TALBOTT,HALEY",,,"SUB OUT by TALBOTT,HALEY",1,subbing out,,maryville college women,haley talbott,,621
114,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,114,10:18,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",19 (+8),,11,,CENTRE_W 19-11 (+8),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",1,layup,good,Centre,kaitlyn mcknight,2,618
115,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,115,--,"ASSIST  by COLLIVER,OLIVIA",,,,,,,"ASSIST  by COLLIVER,OLIVIA",1,assist,,Centre,olivia colliver,,
116,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,116,10:04,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,604
117,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,117,10:04,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,604
118,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,118,10:04,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,604
119,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,119,10:04,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,604
120,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,120,10:04,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,604
121,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,121,10:04,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,604
122,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,122,10:04,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,604
123,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,123,10:04,,,,,"SUB IN by HAWN,RACHEL",,,"SUB IN by HAWN,RACHEL",1,subbing in,,maryville college women,rachel hawn,,604
124,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,124,10:04,,,,,"SUB OUT by BROWN,KELSEY",,,"SUB OUT by BROWN,KELSEY",1,subbing out,,maryville college women,kelsey brown,,604
125,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,125,09:56,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,596
126,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,126,09:56,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,596
127,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,127,09:52,,,,,"MISS 3PTR by YOUNG,JOANNA",,,"MISS 3PTR by YOUNG,JOANNA",1,three pointer,missed,maryville college women,joanna young,,592
128,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,128,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
129,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,129,09:31,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,571
130,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,130,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
131,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,131,09:30,,,,,"FOUL  by BALLARD,JORDAN",,,"FOUL  by BALLARD,JORDAN",1,foul,,maryville college women,jordan ballard,,570
132,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,132,09:29,"GOOD FT by JUDY,MICHELE",20 (+9),,11,,CENTRE_W 20-11 (+9),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,569
133,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,133,09:25,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,565
134,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,134,09:25,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,565
135,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,135,09:25,,,,,"SUB IN by TRENT,LAUREN",,,"SUB IN by TRENT,LAUREN",1,subbing in,,maryville college women,lauren trent,,565
136,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,136,09:25,,,,,"SUB OUT by BALLARD,JORDAN",,,"SUB OUT by BALLARD,JORDAN",1,subbing out,,maryville college women,jordan ballard,,565
137,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,137,09:17,"GOOD FT by JUDY,MICHELE",21 (+10),,11,,CENTRE_W 21-11 (+10),,"GOOD FT by JUDY,MICHELE",1,free throw,good,Centre,michele judy,1,557
138,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,138,09:10,,21 (+7),,14,"GOOD 3PTR by TRENT,LAUREN(fastbreak)",MVCW 21-14 (+7),,"GOOD 3PTR by TRENT,LAUREN(fastbreak)",1,three pointer,good,maryville college women,lauren(fastbreak) trent,3,550
139,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,139,--,,,,,"ASSIST  by YOUNG,JOANNA",,,"ASSIST  by YOUNG,JOANNA",1,assist,,maryville college women,joanna young,,
140,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,140,08:45,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,525
141,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,141,--,,,,,"REBOUND DEF by BOND,ALEX",,,"REBOUND DEF by BOND,ALEX",1,defensive rebound,,maryville college women,alex bond,,
142,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,142,08:35,,,,,"MISS JUMPER by HAWN,RACHEL",,,"MISS JUMPER by HAWN,RACHEL",1,jumper,missed,maryville college women,rachel hawn,,515
143,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,143,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
144,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,144,08:27,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,507
145,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,145,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
146,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,146,08:25,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,505
