,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,MVCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
147,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,147,08:25,,,,,"SUB IN by TALBOTT,HALEY",,,"SUB IN by TALBOTT,HALEY",1,subbing in,,maryville college women,haley talbott,,505
148,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,148,08:25,,,,,"SUB OUT by BOND,ALEX",,,"SUB OUT by BOND,ALEX",1,subbing out,,maryville college women,alex bond,,505
149,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,149,08:11,,21 (+5),,16,"GOOD JUMPER by TALBOTT,HALEY(in the paint)",MVCW 21-16 (+5),,"GOOD JUMPER by TALBOTT,HALEY(in the paint)",1,jumper,good,maryville college women,haley talbott,2,491
150,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,150,07:43,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,463
151,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,151,--,,,,,"REBOUND DEF by YOUNG,JOANNA",,,"REBOUND DEF by YOUNG,JOANNA",1,defensive rebound,,maryville college women,joanna young,,
152,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,152,07:33,,,,,"MISS 3PTR by TALBOTT,HALEY",,,"MISS 3PTR by TALBOTT,HALEY",1,three pointer,missed,maryville college women,haley talbott,,453
153,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,153,--,"REBOUND DEF by GUY,ALANNA",,,,,,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
154,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,154,07:12,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,432
155,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,155,--,,,,,"REBOUND DEF by HAWN,RACHEL",,,"REBOUND DEF by HAWN,RACHEL",1,defensive rebound,,maryville college women,rachel hawn,,
156,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,156,06:53,,21 (+3),,18,"GOOD JUMPER by HAWN,RACHEL(in the paint)",MVCW 21-18 (+3),,"GOOD JUMPER by HAWN,RACHEL(in the paint)",1,jumper,good,maryville college women,rachel hawn,2,413
157,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,157,06:29,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,389
158,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,158,--,,,,,"REBOUND DEF by TALBOTT,HALEY",,,"REBOUND DEF by TALBOTT,HALEY",1,defensive rebound,,maryville college women,haley talbott,,
159,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,159,06:21,,,,,"MISS 3PTR by BRACKINS,MINDY",,,"MISS 3PTR by BRACKINS,MINDY",1,three pointer,missed,maryville college women,mindy brackins,,381
160,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,160,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
161,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,161,06:15,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,375
162,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,162,06:14,,,,,"STEAL  by TALBOTT,HALEY",,,"STEAL  by TALBOTT,HALEY",1,steal,,maryville college women,,,374
163,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,163,06:11,,,,,"MISS 3PTR by TRENT,LAUREN",,,"MISS 3PTR by TRENT,LAUREN",1,three pointer,missed,maryville college women,lauren trent,,371
164,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,164,--,,,,,"REBOUND OFF by BRACKINS,MINDY",,,"REBOUND OFF by BRACKINS,MINDY",1,offensive rebound,,maryville college women,mindy brackins,,
165,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,165,05:55,,,,,"MISS 3PTR by BRACKINS,MINDY",,,"MISS 3PTR by BRACKINS,MINDY",1,three pointer,missed,maryville college women,mindy brackins,,355
166,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,166,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
167,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,167,05:26,"GOOD JUMPER by GUY,ALEXIS",23 (+5),,18,,CENTRE_W 23-18 (+5),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,326
168,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,168,05:13,,23 (+2),,21,"GOOD 3PTR by TALBOTT,HALEY",MVCW 23-21 (+2),,"GOOD 3PTR by TALBOTT,HALEY",1,three pointer,good,maryville college women,haley talbott,3,313
169,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,169,--,,,,,"ASSIST  by YOUNG,JOANNA",,,"ASSIST  by YOUNG,JOANNA",1,assist,,maryville college women,joanna young,,
170,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,170,05:11,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,311
171,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,171,05:11,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,311
172,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,172,05:11,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,311
173,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,173,05:11,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,311
174,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,174,05:11,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,311
175,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,175,05:11,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,311
176,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,176,05:11,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,311
177,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,177,05:11,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,311
178,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,178,05:11,,,,,"SUB IN by DUNN,LINLEY",,,"SUB IN by DUNN,LINLEY",1,subbing in,,maryville college women,linley dunn,,311
179,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,179,05:11,,,,,"SUB IN by BOND,ALEX",,,"SUB IN by BOND,ALEX",1,subbing in,,maryville college women,alex bond,,311
180,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,180,05:11,,,,,"SUB OUT by HAWN,RACHEL",,,"SUB OUT by HAWN,RACHEL",1,subbing out,,maryville college women,rachel hawn,,311
181,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,181,05:11,,,,,"SUB OUT by BRACKINS,MINDY",,,"SUB OUT by BRACKINS,MINDY",1,subbing out,,maryville college women,mindy brackins,,311
182,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,182,04:59,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,299
183,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,183,--,,,,,"REBOUND DEF by DUNN,LINLEY",,,"REBOUND DEF by DUNN,LINLEY",1,defensive rebound,,maryville college women,linley dunn,,
184,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,184,04:45,,23,,23,"GOOD JUMPER by DUNN,LINLEY(in the paint)",MVCW 23-23 (0),,"GOOD JUMPER by DUNN,LINLEY(in the paint)",1,jumper,good,maryville college women,linley dunn,2,285
185,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,185,--,,,,,"ASSIST  by YOUNG,JOANNA",,,"ASSIST  by YOUNG,JOANNA",1,assist,,maryville college women,joanna young,,
186,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,186,04:19,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,259
187,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,187,04:16,,,,,"STEAL  by YOUNG,JOANNA",,,"STEAL  by YOUNG,JOANNA",1,steal,,maryville college women,,,256
188,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,188,04:15,,23,,25 (+2),"GOOD LAYUP by YOUNG,JOANNA(fastbreak)(in the paint)",MVCW 23-25 (-2),,"GOOD LAYUP by YOUNG,JOANNA(fastbreak)(in the paint)",1,layup,good,maryville college women,joanna(fastbreak) young,2,255
189,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,189,04:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,253
190,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,190,04:13,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,253
191,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,191,04:13,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,253
192,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,192,04:13,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,253
193,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,193,04:13,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,253
194,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,194,03:50,"TURNOVER  by MCKNIGHT,KAITLYN",,,,,,,"TURNOVER  by MCKNIGHT,KAITLYN",1,turnover,,Centre,kaitlyn mcknight,,230
195,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,195,03:49,,,,,"STEAL  by DUNN,LINLEY",,,"STEAL  by DUNN,LINLEY",1,steal,,maryville college women,,,229
196,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,196,03:40,,23,,27 (+4),"GOOD LAYUP by DUNN,LINLEY(in the paint)",MVCW 23-27 (-4),,"GOOD LAYUP by DUNN,LINLEY(in the paint)",1,layup,good,maryville college women,linley dunn,2,220
197,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,197,--,,,,,"ASSIST  by BOND,ALEX",,,"ASSIST  by BOND,ALEX",1,assist,,maryville college women,alex bond,,
198,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,198,03:14,"MISS 3PTR by COLLIVER,OLIVIA",,,,,,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,194
199,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,199,--,,,,,"REBOUND DEF by TALBOTT,HALEY",,,"REBOUND DEF by TALBOTT,HALEY",1,defensive rebound,,maryville college women,haley talbott,,
200,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,200,02:59,,,,,"TURNOVER  by YOUNG,JOANNA",,,"TURNOVER  by YOUNG,JOANNA",1,turnover,,maryville college women,joanna young,,179
201,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,201,02:58,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,178
202,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,202,02:55,"GOOD LAYUP by HARTLAGE,MAGGIE(fastbreak)(in the paint)",25,,27 (+2),,CENTRE_W 25-27 (-2),,"GOOD LAYUP by HARTLAGE,MAGGIE(fastbreak)(in the paint)",1,layup,good,Centre,maggie(fastbreak) hartlage,2,175
203,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,203,02:35,,,,,"TURNOVER  by TALBOTT,HALEY",,,"TURNOVER  by TALBOTT,HALEY",1,turnover,,maryville college women,haley talbott,,155
204,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,204,02:34,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,154
205,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,205,02:32,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,152
206,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,206,02:31,,,,,"STEAL  by TALBOTT,HALEY",,,"STEAL  by TALBOTT,HALEY",1,steal,,maryville college women,,,151
207,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,207,02:25,,25,,30 (+5),"GOOD 3PTR by TALBOTT,HALEY",MVCW 25-30 (-5),,"GOOD 3PTR by TALBOTT,HALEY",1,three pointer,good,maryville college women,haley talbott,3,145
208,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,208,--,,,,,"ASSIST  by YOUNG,JOANNA",,,"ASSIST  by YOUNG,JOANNA",1,assist,,maryville college women,joanna young,,
209,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,209,02:14,,,,,"FOUL  by TALBOTT,HALEY",,,"FOUL  by TALBOTT,HALEY",1,foul,,maryville college women,haley talbott,,134
210,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,210,02:14,"GOOD FT by COLLIVER,OLIVIA",26,,30 (+4),,CENTRE_W 26-30 (-4),,"GOOD FT by COLLIVER,OLIVIA",1,free throw,good,Centre,olivia colliver,1,134
211,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,211,02:14,"GOOD FT by COLLIVER,OLIVIA",27,,30 (+3),,CENTRE_W 27-30 (-3),,"GOOD FT by COLLIVER,OLIVIA",1,free throw,good,Centre,olivia colliver,1,134
212,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,212,02:14,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,134
213,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,213,02:14,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,134
214,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,214,02:14,,,,,"SUB IN by BRACKINS,MINDY",,,"SUB IN by BRACKINS,MINDY",1,subbing in,,maryville college women,mindy brackins,,134
215,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,215,02:14,,,,,"SUB OUT by BOND,ALEX",,,"SUB OUT by BOND,ALEX",1,subbing out,,maryville college women,alex bond,,134
216,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,216,01:58,,,,,"TURNOVER  by YOUNG,JOANNA",,,"TURNOVER  by YOUNG,JOANNA",1,turnover,,maryville college women,joanna young,,118
217,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,217,01:58,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,118
218,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,218,01:58,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,118
219,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,219,01:58,,,,,"SUB IN by BOND,ALEX",,,"SUB IN by BOND,ALEX",1,subbing in,,maryville college women,alex bond,,118
220,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,220,01:58,,,,,"SUB OUT by TALBOTT,HALEY",,,"SUB OUT by TALBOTT,HALEY",1,subbing out,,maryville college women,haley talbott,,118
221,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,221,01:40,,,,,"FOUL  by YOUNG,JOANNA",,,"FOUL  by YOUNG,JOANNA",1,foul,,maryville college women,joanna young,,100
222,1,maryville-tenn-,Centre College,Maryville College Women,62-72,62,72,"35, 27, 62","33, 39, 72",35,27,62,33,39,72,0-1,1-0,11/15/14,Lose,956,No Location Recorded,6:15 AM,A,222,01:40,"MISS FT by GUY,ALANNA",,,,,,,"MISS FT by GUY,ALANNA",1,free throw,missed,Centre,alanna guy,,100
