,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Cent,Away Team Score,Play Team Indicator,Home Team Score,Berea,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
144,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,144,--,,,,,"REBOUND OFF by LOVELESS,ANNA",,,"REBOUND OFF by LOVELESS,ANNA",1,offensive rebound,,berea college,anna loveless,,
145,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,145,08:35,,,,,"SUB IN by WILLIAMS,ADRIANA",,,"SUB IN by WILLIAMS,ADRIANA",1,subbing in,,berea college,adriana williams,,515
146,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,146,08:35,,,,,"SUB OUT by WARREN,JOHNESHA",,,"SUB OUT by WARREN,JOHNESHA",1,subbing out,,berea college,johnesha warren,,515
147,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,147,08:35,,,,,"SUB IN by SHEAD,RAYVEN",,,"SUB IN by SHEAD,RAYVEN",1,subbing in,,berea college,rayven shead,,515
148,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,148,08:35,,,,,"SUB OUT by CALHOUN,ALEXUS",,,"SUB OUT by CALHOUN,ALEXUS",1,subbing out,,berea college,alexus calhoun,,515
149,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,149,08:35,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,515
150,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,150,08:35,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,515
151,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,151,08:35,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,515
152,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,152,08:35,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,515
153,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,153,08:23,,,,,"MISS 2PTR by LOVELESS,ANNA",,,"MISS 2PTR by LOVELESS,ANNA",1,two pointer,miss,berea college,,,503
154,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,154,08:23,"BLOCK  by JUDY,MICHELLE",,,,,,,"BLOCK  by JUDY,MICHELLE",1,block,,Centre,michelle judy,,503
155,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,155,--,,,,,"REBOUND OFF by SHEAD,RAYVEN",,,"REBOUND OFF by SHEAD,RAYVEN",1,offensive rebound,,berea college,rayven shead,,
156,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,156,08:23,"FOUL PERSONAL by JUDY,MICHELLE",,,,,,,"FOUL PERSONAL by JUDY,MICHELLE",1,foul,,Centre,michelle judy,,503
157,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,157,08:23,,10,,22 (+12),"GOOD FT by SHEAD,RAYVEN",Berea 10-22 (-12),,"GOOD FT by SHEAD,RAYVEN",1,free throw,good,berea college,rayven shead,1,503
158,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,158,08:23,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,503
159,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,159,08:23,"SUB OUT by JUDY,MICHELLE",,,,,,,"SUB OUT by JUDY,MICHELLE",1,subbing out,,Centre,michelle judy,,503
160,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,160,08:23,,10,,22 (+12),"GOOD FT by SHEAD,RAYVEN",Berea 10-22 (-12),,"GOOD FT by SHEAD,RAYVEN",1,free throw,good,berea college,rayven shead,1,503
161,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,161,07:55,"GOOD 2PTR by MCKNIGHT,KAITLYN",12,,23 (+11),,Cent 12-23 (-11),,"GOOD 2PTR by MCKNIGHT,KAITLYN",1,two pointer,good,Centre,,2,475
162,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,162,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
163,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,163,07:39,,,,,"TURNOVER  by WILLIAMS,ADRIANA",,,"TURNOVER  by WILLIAMS,ADRIANA",1,turnover,,berea college,adriana williams,,459
164,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,164,07:39,,,,,"SUB IN by SMALL,ZACCHEA",,,"SUB IN by SMALL,ZACCHEA",1,subbing in,,berea college,zacchea small,,459
165,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,165,07:39,,,,,"SUB OUT by BUTLER,KATELYN",,,"SUB OUT by BUTLER,KATELYN",1,subbing out,,berea college,katelyn butler,,459
166,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,166,07:39,,,,,"SUB IN by WARREN,JOHNESHA",,,"SUB IN by WARREN,JOHNESHA",1,subbing in,,berea college,johnesha warren,,459
167,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,167,07:39,,,,,"SUB OUT by ROBERTS,JAMIE",,,"SUB OUT by ROBERTS,JAMIE",1,subbing out,,berea college,jamie roberts,,459
168,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,168,07:39,,,,,"SUB IN by CALHOUN,ALEXUS",,,"SUB IN by CALHOUN,ALEXUS",1,subbing in,,berea college,alexus calhoun,,459
169,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,169,07:39,,,,,"SUB OUT by LOVELESS,ANNA",,,"SUB OUT by LOVELESS,ANNA",1,subbing out,,berea college,anna loveless,,459
170,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,170,07:04,"MISS 2PTR by MCKNIGHT,KAITLYN",,,,,,,"MISS 2PTR by MCKNIGHT,KAITLYN",1,two pointer,miss,Centre,,,424
171,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,171,07:04,,,,,"BLOCK  by SHEAD,RAYVEN",,,"BLOCK  by SHEAD,RAYVEN",1,block,,berea college,rayven shead,,424
172,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,172,--,,,,,"REBOUND DEF by SHEAD,RAYVEN",,,"REBOUND DEF by SHEAD,RAYVEN",1,defensive rebound,,berea college,rayven shead,,
173,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,173,06:57,,,,,"TURNOVER  by WILLIAMS,ADRIANA",,,"TURNOVER  by WILLIAMS,ADRIANA",1,turnover,,berea college,adriana williams,,417
174,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,174,06:34,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,394
175,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,175,--,,,,,"REBOUND DEF by SHEAD,RAYVEN",,,"REBOUND DEF by SHEAD,RAYVEN",1,defensive rebound,,berea college,rayven shead,,
176,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,176,06:23,,,,,"MISS 2PTR by WILLIAMS,ADRIANA",,,"MISS 2PTR by WILLIAMS,ADRIANA",1,two pointer,miss,berea college,,,383
177,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,177,--,,,,,"REBOUND OFF by CALHOUN,ALEXUS",,,"REBOUND OFF by CALHOUN,ALEXUS",1,offensive rebound,,berea college,alexus calhoun,,
178,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,178,06:20,,,,,"MISS 2PTR by CALHOUN,ALEXUS",,,"MISS 2PTR by CALHOUN,ALEXUS",1,two pointer,miss,berea college,,,380
179,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,179,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
180,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,180,06:04,"MISS 2PTR by KELLAM,PAIGE",,,,,,,"MISS 2PTR by KELLAM,PAIGE",1,two pointer,miss,Centre,,,364
181,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,181,--,"REBOUND OFF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",1,offensive rebound,,Centre,kaitlyn mcknight,,
182,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,182,06:04,"SUB IN by LEWIS,KENDALL",,,,,,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,364
183,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,183,06:04,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,364
184,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,184,06:04,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,364
185,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,185,06:04,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,364
186,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,186,06:04,"SUB IN by ABBOTT,CAROLINE",,,,,,,"SUB IN by ABBOTT,CAROLINE",1,subbing in,,Centre,caroline abbott,,364
187,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,187,06:04,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,364
188,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,188,05:56,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,356
189,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,189,05:42,,,,,"TURNOVER  by WARREN,JOHNESHA",,,"TURNOVER  by WARREN,JOHNESHA",1,turnover,,berea college,johnesha warren,,342
190,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,190,05:42,"STEAL  by COLLIVER,OLIVIA",,,,,,,"STEAL  by COLLIVER,OLIVIA",1,steal,,Centre,,,342
191,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,191,05:15,"MISS 2PTR by ABBOTT,CAROLINE",,,,,,,"MISS 2PTR by ABBOTT,CAROLINE",1,two pointer,miss,Centre,,,315
192,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,192,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,berea college,,,
193,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,193,05:02,,,,,"MISS 3PTR by SMALL,ZACCHEA",,,"MISS 3PTR by SMALL,ZACCHEA",1,three pointer,missed,berea college,zacchea small,,302
194,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,194,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
195,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,195,05:02,,,,,"FOUL PERSONAL by CALHOUN,ALEXUS",,,"FOUL PERSONAL by CALHOUN,ALEXUS",1,foul,,berea college,alexus calhoun,,302
196,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,196,05:02,,,,,"SUB IN by ROBERTS,JAMIE",,,"SUB IN by ROBERTS,JAMIE",1,subbing in,,berea college,jamie roberts,,302
197,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,197,05:02,,,,,"SUB OUT by CALHOUN,ALEXUS",,,"SUB OUT by CALHOUN,ALEXUS",1,subbing out,,berea college,alexus calhoun,,302
198,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,198,04:56,,,,,"FOUL PERSONAL by ROBERTS,JAMIE",,,"FOUL PERSONAL by ROBERTS,JAMIE",1,foul,,berea college,jamie roberts,,296
199,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,199,04:53,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,293
200,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,200,04:50,,12,,25 (+13),"GOOD 2PTR by WILLIAMS,ADRIANA",Berea 12-25 (-13),,"GOOD 2PTR by WILLIAMS,ADRIANA",1,two pointer,good,berea college,,2,290
201,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,201,04:36,,,,,"FOUL PERSONAL by SMALL,ZACCHEA",,,"FOUL PERSONAL by SMALL,ZACCHEA",1,foul,,berea college,zacchea small,,276
202,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,202,04:36,"GOOD FT by GUY,ALEXIS",13,,25 (+12),,Cent 13-25 (-12),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,276
203,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,203,04:36,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,276
204,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,204,04:36,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,276
205,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,205,04:36,"GOOD FT by GUY,ALEXIS",13,,25 (+12),,Cent 13-25 (-12),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,276
206,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,206,04:23,,14,,27 (+13),"GOOD 2PTR by SMALL,ZACCHEA",Berea 14-27 (-13),,"GOOD 2PTR by SMALL,ZACCHEA",1,two pointer,good,berea college,,2,263
207,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,207,--,,,,,"ASSIST  by WARREN,JOHNESHA",,,"ASSIST  by WARREN,JOHNESHA",1,assist,,berea college,johnesha warren,,
208,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,208,03:59,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,239
209,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,209,03:59,,,,,"STEAL  by WILLIAMS,ADRIANA",,,"STEAL  by WILLIAMS,ADRIANA",1,steal,,berea college,,,239
210,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,210,03:54,,,,,"MISS 2PTR by SMALL,ZACCHEA",,,"MISS 2PTR by SMALL,ZACCHEA",1,two pointer,miss,berea college,,,234
211,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,211,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
212,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,212,03:40,"MISS 2PTR by KELLAM,PAIGE",,,,,,,"MISS 2PTR by KELLAM,PAIGE",1,two pointer,miss,Centre,,,220
213,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,213,--,,,,,"REBOUND DEF by SHEAD,RAYVEN",,,"REBOUND DEF by SHEAD,RAYVEN",1,defensive rebound,,berea college,rayven shead,,
214,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,214,03:31,,,,,"MISS 2PTR by WARREN,JOHNESHA",,,"MISS 2PTR by WARREN,JOHNESHA",1,two pointer,miss,berea college,,,211
215,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,215,--,,,,,"REBOUND OFF by SHEAD,RAYVEN",,,"REBOUND OFF by SHEAD,RAYVEN",1,offensive rebound,,berea college,rayven shead,,
216,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,216,03:28,,14,,29 (+15),"GOOD 2PTR by SHEAD,RAYVEN",Berea 14-29 (-15),,"GOOD 2PTR by SHEAD,RAYVEN",1,two pointer,good,berea college,,2,208
217,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,217,03:00,"MISS 2PTR by KELLAM,PAIGE",,,,,,,"MISS 2PTR by KELLAM,PAIGE",1,two pointer,miss,Centre,,,180
218,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,218,--,,,,,"REBOUND DEF by ROBERTS,JAMIE",,,"REBOUND DEF by ROBERTS,JAMIE",1,defensive rebound,,berea college,jamie roberts,,
219,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,219,02:47,,,,,"MISS 2PTR by SMALL,ZACCHEA",,,"MISS 2PTR by SMALL,ZACCHEA",1,two pointer,miss,berea college,,,167
220,5,berea,Centre College,Berea College,48-62,48,62,"16, 32, 48","38, 24, 62",16,32,48,38,24,62,2-3,3-4,12/03/14,Lose,No Attendence Recorded,No Location Recorded,7:30 PM,A,220,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
