,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,RHODE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
55,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,55,15:01,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,901
56,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,56,15:01,,,,,"SUB IN by ORTH,HANNAH",,,"SUB IN by ORTH,HANNAH",1,subbing in,,rhodes college,hannah orth,,901
57,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,57,15:01,,,,,"SUB IN by TEHRANI,ISABELLE",,,"SUB IN by TEHRANI,ISABELLE",1,subbing in,,rhodes college,isabelle tehrani,,901
58,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,58,15:01,,,,,"SUB OUT by TODMAN,DY'NELLE",,,"SUB OUT by TODMAN,DY'NELLE",1,subbing out,,rhodes college,dy'nelle todman,,901
59,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,59,15:01,,,,,"SUB OUT by GOODRUM,NATALIE",,,"SUB OUT by GOODRUM,NATALIE",1,subbing out,,rhodes college,natalie goodrum,,901
60,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,60,14:53,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,893
61,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,61,14:40,,6,,13 (+7),"GOOD FT by TODMAN,DY'NELLE",RHODE 6-13 (-7),,"GOOD FT by TODMAN,DY'NELLE",1,free throw,good,rhodes college,dy'nelle todman,1,880
62,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,62,14:40,,,,,"MISS FT by TODMAN,DY'NELLE",,,"MISS FT by TODMAN,DY'NELLE",1,free throw,missed,rhodes college,dy'nelle todman,,880
63,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,63,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
64,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,64,14:31,,,,,"MISS 3PTR by DEERY,ERIN",,,"MISS 3PTR by DEERY,ERIN",1,three pointer,missed,rhodes college,erin deery,,871
65,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,65,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
66,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,66,14:17,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,857
67,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,67,14:16,,,,,"STEAL  by JOHNSON,SARAH",,,"STEAL  by JOHNSON,SARAH",1,steal,,rhodes college,,,856
68,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,68,14:05,,,,,"MISS 3PTR by JOHNSON,SARAH",,,"MISS 3PTR by JOHNSON,SARAH",1,three pointer,missed,rhodes college,sarah johnson,,845
69,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,69,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
70,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,70,14:00,,,,,"MISS 3PTR by ORTH,HANNAH",,,"MISS 3PTR by ORTH,HANNAH",1,three pointer,missed,rhodes college,hannah orth,,840
71,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,71,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
72,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,72,14:00,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,840
73,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,73,14:00,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,840
74,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,74,14:00,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,840
75,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,75,14:00,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,840
76,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,76,14:00,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,840
77,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,77,14:00,,,,,"SUB IN by SMITH,BLAIRE",,,"SUB IN by SMITH,BLAIRE",1,subbing in,,rhodes college,blaire smith,,840
78,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,78,14:00,,,,,"SUB OUT by JOHNSON,SARAH",,,"SUB OUT by JOHNSON,SARAH",1,subbing out,,rhodes college,sarah johnson,,840
79,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,79,13:46,"GOOD LAYUP by JUDY,MICHELE(in the paint)",8,,13 (+5),,CENTRE_W 8-13 (-5),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",1,layup,good,Centre,michele judy,2,826
80,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,80,13:33,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,813
81,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,81,13:33,,8,,14 (+6),"GOOD FT by TEHRANI,ISABELLE",RHODE 8-14 (-6),,"GOOD FT by TEHRANI,ISABELLE",1,free throw,good,rhodes college,isabelle tehrani,1,813
82,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,82,13:33,,8,,15 (+7),"GOOD FT by TEHRANI,ISABELLE",RHODE 8-15 (-7),,"GOOD FT by TEHRANI,ISABELLE",1,free throw,good,rhodes college,isabelle tehrani,1,813
83,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,83,13:33,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,813
84,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,84,13:33,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,813
85,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,85,13:23,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,803
86,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,86,13:23,,,,,"BLOCK  by SMITH,BLAIRE",,,"BLOCK  by SMITH,BLAIRE",1,block,,rhodes college,blaire smith,,803
87,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,87,--,,,,,"REBOUND DEF by KRAMER,BAILEY",,,"REBOUND DEF by KRAMER,BAILEY",1,defensive rebound,,rhodes college,bailey kramer,,
88,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,88,13:15,,,,,"TURNOVER  by KRAMER,BAILEY",,,"TURNOVER  by KRAMER,BAILEY",1,turnover,,rhodes college,bailey kramer,,795
89,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,89,13:13,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,793
90,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,90,13:11,,,,,"SUB IN by GOODRUM,NATALIE",,,"SUB IN by GOODRUM,NATALIE",1,subbing in,,rhodes college,natalie goodrum,,791
91,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,91,13:11,,,,,"SUB OUT by DEERY,ERIN",,,"SUB OUT by DEERY,ERIN",1,subbing out,,rhodes college,erin deery,,791
92,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,92,12:58,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,778
93,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,93,12:58,"FOUL  by COLLIVER,OLIVIA",,,,,,,"FOUL  by COLLIVER,OLIVIA",1,foul,,Centre,olivia colliver,,778
94,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,94,12:44,"FOUL  by COLLIVER,OLIVIA",,,,,,,"FOUL  by COLLIVER,OLIVIA",1,foul,,Centre,olivia colliver,,764
95,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,95,12:25,,8,,16 (+8),"GOOD FT by TEHRANI,ISABELLE",RHODE 8-16 (-8),,"GOOD FT by TEHRANI,ISABELLE",1,free throw,good,rhodes college,isabelle tehrani,1,745
96,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,96,12:24,,8,,17 (+9),"GOOD FT by TEHRANI,ISABELLE",RHODE 8-17 (-9),,"GOOD FT by TEHRANI,ISABELLE",1,free throw,good,rhodes college,isabelle tehrani,1,744
97,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,97,12:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,744
98,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,98,12:24,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,744
99,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,99,12:24,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,744
100,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,100,12:24,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,744
101,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,101,12:24,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,744
102,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,102,12:24,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,744
103,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,103,12:24,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,744
104,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,104,12:21,,,,,"SUB IN by JOHNSON,SARAH",,,"SUB IN by JOHNSON,SARAH",1,subbing in,,rhodes college,sarah johnson,,741
105,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,105,12:21,,,,,"SUB OUT by ORTH,HANNAH",,,"SUB OUT by ORTH,HANNAH",1,subbing out,,rhodes college,hannah orth,,741
106,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,106,12:07,,,,,"TURNOVER  by KRAMER,BAILEY",,,"TURNOVER  by KRAMER,BAILEY",1,turnover,,rhodes college,bailey kramer,,727
107,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,107,11:40,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,700
108,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,108,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
109,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,109,11:31,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,691
110,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,110,--,,,,,"REBOUND DEF by KRAMER,BAILEY",,,"REBOUND DEF by KRAMER,BAILEY",1,defensive rebound,,rhodes college,bailey kramer,,
111,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,111,11:21,,,,,"MISS 3PTR by SMITH,BLAIRE",,,"MISS 3PTR by SMITH,BLAIRE",1,three pointer,missed,rhodes college,blaire smith,,681
112,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,112,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
113,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,113,11:10,"GOOD LAYUP by GUY,ALEXIS(in the paint)",10,,17 (+7),,CENTRE_W 10-17 (-7),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,670
114,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,114,10:47,,,,,"MISS LAYUP by JOHNSON,SARAH",,,"MISS LAYUP by JOHNSON,SARAH",1,layup,missed,rhodes college,sarah johnson,,647
115,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,115,--,"REBOUND DEF by LEWIS,KENDALL",,,,,,,"REBOUND DEF by LEWIS,KENDALL",1,defensive rebound,,Centre,kendall lewis,,
116,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,116,10:18,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,618
117,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,117,--,,,,,"REBOUND DEF by JOHNSON,SARAH",,,"REBOUND DEF by JOHNSON,SARAH",1,defensive rebound,,rhodes college,sarah johnson,,
118,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,118,10:10,,10,,20 (+10),"GOOD 3PTR by SMITH,BLAIRE",RHODE 10-20 (-10),,"GOOD 3PTR by SMITH,BLAIRE",1,three pointer,good,rhodes college,blaire smith,3,610
119,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,119,--,,,,,"ASSIST  by JOHNSON,SARAH",,,"ASSIST  by JOHNSON,SARAH",1,assist,,rhodes college,sarah johnson,,
120,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,120,09:47,"GOOD LAYUP by GUY,ALEXIS(in the paint)",12,,20 (+8),,CENTRE_W 12-20 (-8),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,587
121,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,121,09:47,,,,,"FOUL  by JOHNSON,SARAH",,,"FOUL  by JOHNSON,SARAH",1,foul,,rhodes college,sarah johnson,,587
122,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,122,09:47,"GOOD FT by GUY,ALEXIS",13,,20 (+7),,CENTRE_W 13-20 (-7),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,587
123,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,123,09:47,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,587
124,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,124,09:47,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,587
