,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,RHODE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
125,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,125,09:47,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,587
126,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,126,09:47,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,587
127,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,127,09:47,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,587
128,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,128,09:47,,,,,"SUB IN by TODMAN,DY'NELLE",,,"SUB IN by TODMAN,DY'NELLE",1,subbing in,,rhodes college,dy'nelle todman,,587
129,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,129,09:47,,,,,"SUB IN by MONEY,TAYLOR",,,"SUB IN by MONEY,TAYLOR",1,subbing in,,rhodes college,taylor money,,587
130,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,130,09:47,,,,,"SUB OUT by TEHRANI,ISABELLE",,,"SUB OUT by TEHRANI,ISABELLE",1,subbing out,,rhodes college,isabelle tehrani,,587
131,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,131,09:47,,,,,"SUB OUT by KRAMER,BAILEY",,,"SUB OUT by KRAMER,BAILEY",1,subbing out,,rhodes college,bailey kramer,,587
132,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,132,09:37,,,,,"TURNOVER  by SMITH,BLAIRE",,,"TURNOVER  by SMITH,BLAIRE",1,turnover,,rhodes college,blaire smith,,577
133,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,133,09:11,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",1,jumper,missed,Centre,paige kellam,,551
134,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,134,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
135,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,135,09:00,,13,,22 (+9),"GOOD LAYUP by TODMAN,DY'NELLE(fastbreak)(in the paint)",RHODE 13-22 (-9),,"GOOD LAYUP by TODMAN,DY'NELLE(fastbreak)(in the paint)",1,layup,good,rhodes college,dy'nelle(fastbreak) todman,2,540
136,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,136,08:39,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,519
137,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,137,--,,,,,"REBOUND DEF by GOODRUM,NATALIE",,,"REBOUND DEF by GOODRUM,NATALIE",1,defensive rebound,,rhodes college,natalie goodrum,,
138,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,138,08:12,,,,,"TURNOVER  by MONEY,TAYLOR",,,"TURNOVER  by MONEY,TAYLOR",1,turnover,,rhodes college,taylor money,,492
139,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,139,08:09,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,489
140,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,140,08:06,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,486
141,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,141,--,,,,,"REBOUND DEF by TODMAN,DY'NELLE",,,"REBOUND DEF by TODMAN,DY'NELLE",1,defensive rebound,,rhodes college,dy'nelle todman,,
142,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,142,07:58,,13,,25 (+12),"GOOD 3PTR by SMITH,BLAIRE",RHODE 13-25 (-12),,"GOOD 3PTR by SMITH,BLAIRE",1,three pointer,good,rhodes college,blaire smith,3,478
143,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,143,--,,,,,"ASSIST  by JOHNSON,SARAH",,,"ASSIST  by JOHNSON,SARAH",1,assist,,rhodes college,sarah johnson,,
144,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,144,07:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,472
145,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,145,07:52,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,472
146,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,146,07:52,"SUB IN by LEWIS,KENDALL",,,,,,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,472
147,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,147,07:52,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,472
148,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,148,07:52,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,472
149,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,149,07:52,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,472
150,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,150,07:52,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,472
151,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,151,07:40,"MISS LAYUP by JUDY,MICHELE",,,,,,,"MISS LAYUP by JUDY,MICHELE",1,layup,missed,Centre,michele judy,,460
152,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,152,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
153,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,153,07:35,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,455
154,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,154,07:34,,,,,"STEAL  by SMITH,BLAIRE",,,"STEAL  by SMITH,BLAIRE",1,steal,,rhodes college,,,454
155,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,155,07:25,,,,,"MISS 3PTR by TODMAN,DY'NELLE",,,"MISS 3PTR by TODMAN,DY'NELLE",1,three pointer,missed,rhodes college,dy'nelle todman,,445
156,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,156,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
157,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,157,07:03,,,,,"FOUL  by TODMAN,DY'NELLE",,,"FOUL  by TODMAN,DY'NELLE",1,foul,,rhodes college,dy'nelle todman,,423
158,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,158,07:03,"GOOD FT by KELLAM,PAIGE",14,,25 (+11),,CENTRE_W 14-25 (-11),,"GOOD FT by KELLAM,PAIGE",1,free throw,good,Centre,paige kellam,1,423
159,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,159,07:03,"GOOD FT by KELLAM,PAIGE",15,,25 (+10),,CENTRE_W 15-25 (-10),,"GOOD FT by KELLAM,PAIGE",1,free throw,good,Centre,paige kellam,1,423
160,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,160,07:03,,,,,"SUB IN by KRAMER,BAILEY",,,"SUB IN by KRAMER,BAILEY",1,subbing in,,rhodes college,bailey kramer,,423
161,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,161,07:03,,,,,"SUB IN by BUTLER,MADISON",,,"SUB IN by BUTLER,MADISON",1,subbing in,,rhodes college,madison butler,,423
162,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,162,07:03,,,,,"SUB OUT by SMITH,BLAIRE",,,"SUB OUT by SMITH,BLAIRE",1,subbing out,,rhodes college,blaire smith,,423
163,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,163,07:03,,,,,"SUB OUT by MONEY,TAYLOR",,,"SUB OUT by MONEY,TAYLOR",1,subbing out,,rhodes college,taylor money,,423
164,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,164,06:42,,15,,28 (+13),"GOOD 3PTR by BUTLER,MADISON",RHODE 15-28 (-13),,"GOOD 3PTR by BUTLER,MADISON",1,three pointer,good,rhodes college,madison butler,3,402
165,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,165,--,,,,,"ASSIST  by JOHNSON,SARAH",,,"ASSIST  by JOHNSON,SARAH",1,assist,,rhodes college,sarah johnson,,
166,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,166,06:24,"MISS LAYUP by JUDY,MICHELE",,,,,,,"MISS LAYUP by JUDY,MICHELE",1,layup,missed,Centre,michele judy,,384
167,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,167,--,"REBOUND OFF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",1,offensive rebound,,Centre,kaitlyn mcknight,,
168,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,168,06:23,,,,,"FOUL  by BUTLER,MADISON",,,"FOUL  by BUTLER,MADISON",1,foul,,rhodes college,madison butler,,383
169,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,169,06:23,"MISS FT by MCKNIGHT,KAITLYN",,,,,,,"MISS FT by MCKNIGHT,KAITLYN",1,free throw,missed,Centre,kaitlyn mcknight,,383
170,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,170,--,,,,,"REBOUND DEF by TODMAN,DY'NELLE",,,"REBOUND DEF by TODMAN,DY'NELLE",1,defensive rebound,,rhodes college,dy'nelle todman,,
171,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,171,06:21,,,,,"MISS 3PTR by BUTLER,MADISON",,,"MISS 3PTR by BUTLER,MADISON",1,three pointer,missed,rhodes college,madison butler,,381
172,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,172,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
173,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,173,06:15,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",17,,28 (+11),,CENTRE_W 17-28 (-11),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",1,layup,good,Centre,kaitlyn mcknight,2,375
174,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,174,06:15,,,,,"FOUL  by TODMAN,DY'NELLE",,,"FOUL  by TODMAN,DY'NELLE",1,foul,,rhodes college,dy'nelle todman,,375
175,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,175,06:15,"GOOD FT by MCKNIGHT,KAITLYN",18,,28 (+10),,CENTRE_W 18-28 (-10),,"GOOD FT by MCKNIGHT,KAITLYN",1,free throw,good,Centre,kaitlyn mcknight,1,375
176,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,176,06:15,,,,,"SUB IN by TEHRANI,ISABELLE",,,"SUB IN by TEHRANI,ISABELLE",1,subbing in,,rhodes college,isabelle tehrani,,375
177,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,177,06:15,,,,,"SUB OUT by TODMAN,DY'NELLE",,,"SUB OUT by TODMAN,DY'NELLE",1,subbing out,,rhodes college,dy'nelle todman,,375
178,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,178,05:58,,,,,"MISS LAYUP by TEHRANI,ISABELLE",,,"MISS LAYUP by TEHRANI,ISABELLE",1,layup,missed,rhodes college,isabelle tehrani,,358
179,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,179,05:58,"BLOCK  by JUDY,MICHELE",,,,,,,"BLOCK  by JUDY,MICHELE",1,block,,Centre,michele judy,,358
180,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,180,--,"REBOUND DEF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",1,defensive rebound,,Centre,kaitlyn mcknight,,
181,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,181,05:50,"MISS 3PTR by LEWIS,KENDALL",,,,,,,"MISS 3PTR by LEWIS,KENDALL",1,three pointer,missed,Centre,kendall lewis,,350
182,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,182,--,"REBOUND OFF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",1,offensive rebound,,Centre,kaitlyn mcknight,,
183,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,183,05:45,"MISS LAYUP by MCKNIGHT,KAITLYN",,,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",1,layup,missed,Centre,kaitlyn mcknight,,345
184,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,184,--,,,,,"REBOUND DEF by KRAMER,BAILEY",,,"REBOUND DEF by KRAMER,BAILEY",1,defensive rebound,,rhodes college,bailey kramer,,
185,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,185,05:35,"FOUL  by LEWIS,KENDALL",,,,,,,"FOUL  by LEWIS,KENDALL",1,foul,,Centre,kendall lewis,,335
186,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,186,05:35,,18,,29 (+11),"GOOD FT by JOHNSON,SARAH",RHODE 18-29 (-11),,"GOOD FT by JOHNSON,SARAH",1,free throw,good,rhodes college,sarah johnson,1,335
187,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,187,05:35,,,,,"MISS FT by JOHNSON,SARAH",,,"MISS FT by JOHNSON,SARAH",1,free throw,missed,rhodes college,sarah johnson,,335
188,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,188,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
189,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,189,05:35,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,335
190,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,190,05:35,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,335
191,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,191,05:09,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,309
192,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,192,05:07,,,,,"STEAL  by GOODRUM,NATALIE",,,"STEAL  by GOODRUM,NATALIE",1,steal,,rhodes college,,,307
193,14,rhodes,CENTRE_W,Rhodes College,60-63,60,63,"27, 33, 60","35, 28, 63",27,33,60,35,28,63,"6-9, 2-3 SAA","12-4, 3-2 SAA",01/23/15,Lose,629,No Location Recorded,6 p.m.,A,193,05:01,,18,,31 (+13),"GOOD LAYUP by JOHNSON,SARAH(fastbreak)(in the paint)",RHODE 18-31 (-13),,"GOOD LAYUP by JOHNSON,SARAH(fastbreak)(in the paint)",1,layup,good,rhodes college,sarah(fastbreak) johnson,2,301
