,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GRO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
156,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,156,08:03,"FOUL  by ERBELDING,KATHRYN",,,,,,,"FOUL  by ERBELDING,KATHRYN",1,foul,,grove city,kathryn erbelding,,483
157,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,157,07:51,,12,,20 (+8),"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 12-20 (+8),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,471
158,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,158,07:29,"MISS JUMPER by MILLER,KATELYN",,,,,,,"MISS JUMPER by MILLER,KATELYN",1,jumper,missed,grove city,katelyn miller,,449
159,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,159,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
160,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,160,07:22,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,442
161,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,161,07:22,"SUB IN by GALENS,NATALIJA",,,,,,,"SUB IN by GALENS,NATALIJA",1,subbing in,,grove city,natalija galens,,442
162,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,162,07:22,"SUB IN by NICKOLOFF,BRANDY",,,,,,,"SUB IN by NICKOLOFF,BRANDY",1,subbing in,,grove city,brandy nickoloff,,442
163,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,163,07:22,"SUB OUT by MILLER,KATELYN",,,,,,,"SUB OUT by MILLER,KATELYN",1,subbing out,,grove city,katelyn miller,,442
164,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,164,07:22,"SUB OUT by MCCLEAN,CAYLEY",,,,,,,"SUB OUT by MCCLEAN,CAYLEY",1,subbing out,,grove city,cayley mcclean,,442
165,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,165,07:22,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,442
166,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,166,07:22,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,442
167,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,167,07:22,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,442
168,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,168,07:22,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,442
169,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,169,07:09,"GOOD LAYUP by ERBELDING,KATHRYN(in the paint)",14,,20 (+6),,GRO 14-20 (+6),,"GOOD LAYUP by ERBELDING,KATHRYN(in the paint)",1,layup,good,grove city,kathryn erbelding,2,429
170,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,170,--,"ASSIST  by NICKOLOFF,BRANDY",,,,,,,"ASSIST  by NICKOLOFF,BRANDY",1,assist,,grove city,brandy nickoloff,,
171,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,171,06:42,,14,,22 (+8),"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE_W 14-22 (+8),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",1,layup,good,Centre,kaitlyn mcknight,2,402
172,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,172,--,,,,,"ASSIST  by LEWIS,KENDALL",,,"ASSIST  by LEWIS,KENDALL",1,assist,,Centre,kendall lewis,,
173,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,173,06:24,"GOOD 3PTR by SHIREY,KELSEY",17,,22 (+5),,GRO 17-22 (+5),,"GOOD 3PTR by SHIREY,KELSEY",1,three pointer,good,grove city,kelsey shirey,3,384
174,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,174,--,"ASSIST  by ERBELDING,KATHRYN",,,,,,,"ASSIST  by ERBELDING,KATHRYN",1,assist,,grove city,kathryn erbelding,,
175,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,175,06:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,380
176,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,176,06:00,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",1,layup,missed,Centre,paige kellam,,360
177,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,177,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
178,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,178,05:54,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,354
179,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,179,--,"REBOUND DEF by ARKWRIGHT,LEXIE",,,,,,,"REBOUND DEF by ARKWRIGHT,LEXIE",1,defensive rebound,,grove city,lexie arkwright,,
180,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,180,05:46,"GOOD LAYUP by ARKWRIGHT,LEXIE(in the paint)",19,,22 (+3),,GRO 19-22 (+3),,"GOOD LAYUP by ARKWRIGHT,LEXIE(in the paint)",1,layup,good,grove city,lexie arkwright,2,346
181,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,181,05:46,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,346
182,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,182,05:46,"GOOD FT by ARKWRIGHT,LEXIE",20,,22 (+2),,GRO 20-22 (+2),,"GOOD FT by ARKWRIGHT,LEXIE",1,free throw,good,grove city,lexie arkwright,1,346
183,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,183,05:46,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,346
184,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,184,05:46,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,346
185,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,185,05:46,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,346
186,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,186,05:46,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,346
187,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,187,05:37,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,337
188,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,188,05:36,"STEAL  by ERBELDING,KATHRYN",,,,,,,"STEAL  by ERBELDING,KATHRYN",1,steal,,grove city,,,336
189,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,189,05:31,"MISS JUMPER by GALENS,NATALIJA",,,,,,,"MISS JUMPER by GALENS,NATALIJA",1,jumper,missed,grove city,natalija galens,,331
190,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,190,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
191,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,191,05:24,,,,,"MISS LAYUP by LEWIS,KENDALL",,,"MISS LAYUP by LEWIS,KENDALL",1,layup,missed,Centre,kendall lewis,,324
192,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,192,--,,,,,"REBOUND OFF by LEWIS,KENDALL",,,"REBOUND OFF by LEWIS,KENDALL",1,offensive rebound,,Centre,kendall lewis,,
193,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,193,05:20,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,320
194,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,194,05:20,"SUB IN by MCCLEAN,CAYLEY",,,,,,,"SUB IN by MCCLEAN,CAYLEY",1,subbing in,,grove city,cayley mcclean,,320
195,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,195,05:20,"SUB OUT by NICKOLOFF,BRANDY",,,,,,,"SUB OUT by NICKOLOFF,BRANDY",1,subbing out,,grove city,brandy nickoloff,,320
196,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,196,05:20,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,320
197,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,197,05:20,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,320
198,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,198,04:59,"TURNOVER  by MCCLEAN,CAYLEY",,,,,,,"TURNOVER  by MCCLEAN,CAYLEY",1,turnover,,grove city,cayley mcclean,,299
199,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,199,04:58,,,,,"STEAL  by JUDY,MICHELE",,,"STEAL  by JUDY,MICHELE",1,steal,,Centre,,,298
200,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,200,04:52,,20,,25 (+5),"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 20-25 (+5),,"GOOD 3PTR by RHULE,BONNIE",1,three pointer,good,Centre,bonnie rhule,3,292
201,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,201,--,,,,,"ASSIST  by COLLIVER,OLIVIA",,,"ASSIST  by COLLIVER,OLIVIA",1,assist,,Centre,olivia colliver,,
202,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,202,04:37,"GOOD JUMPER by ARKWRIGHT,LEXIE",22,,25 (+3),,GRO 22-25 (+3),,"GOOD JUMPER by ARKWRIGHT,LEXIE",1,jumper,good,grove city,lexie arkwright,2,277
203,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,203,04:25,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,265
204,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,204,04:14,"TURNOVER  by ARKWRIGHT,LEXIE",,,,,,,"TURNOVER  by ARKWRIGHT,LEXIE",1,turnover,,grove city,lexie arkwright,,254
205,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,205,04:14,"FOUL  by ARKWRIGHT,LEXIE",,,,,,,"FOUL  by ARKWRIGHT,LEXIE",1,foul,,grove city,lexie arkwright,,254
206,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,206,04:14,"SUB IN by DALLATORE,TERESA",,,,,,,"SUB IN by DALLATORE,TERESA",1,subbing in,,grove city,teresa dallatore,,254
207,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,207,04:14,"SUB OUT by ARKWRIGHT,LEXIE",,,,,,,"SUB OUT by ARKWRIGHT,LEXIE",1,subbing out,,grove city,lexie arkwright,,254
208,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,208,03:51,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,231
209,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,209,03:51,,,,,"FOUL  by KELLAM,PAIGE",,,"FOUL  by KELLAM,PAIGE",1,foul,,Centre,paige kellam,,231
210,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,210,03:41,"TURNOVER  by DALLATORE,TERESA",,,,,,,"TURNOVER  by DALLATORE,TERESA",1,turnover,,grove city,teresa dallatore,,221
211,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,211,03:41,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,221
212,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,212,03:39,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",1,layup,missed,Centre,paige kellam,,219
213,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,213,--,,,,,"REBOUND OFF by HARTLAGE,MAGGIE",,,"REBOUND OFF by HARTLAGE,MAGGIE",1,offensive rebound,,Centre,maggie hartlage,,
214,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,214,03:36,,22,,27 (+5),"GOOD JUMPER by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 22-27 (+5),,"GOOD JUMPER by HARTLAGE,MAGGIE(in the paint)",1,jumper,good,Centre,maggie hartlage,2,216
215,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,215,03:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,212
216,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,216,03:21,"TURNOVER  by GALENS,NATALIJA",,,,,,,"TURNOVER  by GALENS,NATALIJA",1,turnover,,grove city,natalija galens,,201
217,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,217,03:21,"SUB IN by STEWART,JACKIE",,,,,,,"SUB IN by STEWART,JACKIE",1,subbing in,,grove city,jackie stewart,,201
218,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,218,03:21,"SUB OUT by SHIREY,KELSEY",,,,,,,"SUB OUT by SHIREY,KELSEY",1,subbing out,,grove city,kelsey shirey,,201
219,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,219,02:55,,,,,"MISS JUMPER by COLLIVER,OLIVIA",,,"MISS JUMPER by COLLIVER,OLIVIA",1,jumper,missed,Centre,olivia colliver,,175
220,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,220,02:55,"BLOCK  by ERBELDING,KATHRYN",,,,,,,"BLOCK  by ERBELDING,KATHRYN",1,block,,grove city,kathryn erbelding,,175
221,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,221,--,"REBOUND DEF by MCCLEAN,CAYLEY",,,,,,,"REBOUND DEF by MCCLEAN,CAYLEY",1,defensive rebound,,grove city,cayley mcclean,,
222,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,222,02:48,"MISS JUMPER by ERBELDING,KATHRYN",,,,,,,"MISS JUMPER by ERBELDING,KATHRYN",1,jumper,missed,grove city,kathryn erbelding,,168
223,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,223,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
224,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,224,02:43,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,163
225,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,225,02:42,"STEAL  by MCCLEAN,CAYLEY",,,,,,,"STEAL  by MCCLEAN,CAYLEY",1,steal,,grove city,,,162
226,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,226,02:37,"MISS JUMPER by MCCLEAN,CAYLEY",,,,,,,"MISS JUMPER by MCCLEAN,CAYLEY",1,jumper,missed,grove city,cayley mcclean,,157
227,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,227,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
228,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,228,02:20,"FOUL  by GALENS,NATALIJA",,,,,,,"FOUL  by GALENS,NATALIJA",1,foul,,grove city,natalija galens,,140
229,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,229,02:20,,,,,"MISS FT by JUDY,MICHELE",,,"MISS FT by JUDY,MICHELE",1,free throw,missed,Centre,michele judy,,140
230,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,230,--,"REBOUND DEF by MCCLEAN,CAYLEY",,,,,,,"REBOUND DEF by MCCLEAN,CAYLEY",1,defensive rebound,,grove city,cayley mcclean,,
231,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,231,02:20,"SUB IN by MILLER,KATELYN",,,,,,,"SUB IN by MILLER,KATELYN",1,subbing in,,grove city,katelyn miller,,140
232,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,232,02:20,"SUB OUT by DALLATORE,TERESA",,,,,,,"SUB OUT by DALLATORE,TERESA",1,subbing out,,grove city,teresa dallatore,,140
233,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,233,02:08,"MISS JUMPER by MILLER,KATELYN",,,,,,,"MISS JUMPER by MILLER,KATELYN",1,jumper,missed,grove city,katelyn miller,,128
234,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,234,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
