,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GRO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
76,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,76,14:01,"GOOD JUMPER by ERBELDING,KATHRYN",7,,10 (+3),,GRO 7-10 (+3),,"GOOD JUMPER by ERBELDING,KATHRYN",1,jumper,good,grove city,kathryn erbelding,2,841
77,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,77,--,"ASSIST  by MCCLEAN,CAYLEY",,,,,,,"ASSIST  by MCCLEAN,CAYLEY",1,assist,,grove city,cayley mcclean,,
78,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,78,13:48,"SUB IN by SHIREY,KELSEY",,,,,,,"SUB IN by SHIREY,KELSEY",1,subbing in,,grove city,kelsey shirey,,828
79,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,79,13:48,"SUB OUT by MCCLEAN,CAYLEY",,,,,,,"SUB OUT by MCCLEAN,CAYLEY",1,subbing out,,grove city,cayley mcclean,,828
80,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,80,13:46,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,826
81,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,81,13:26,"MISS JUMPER by STEWART,JACKIE",,,,,,,"MISS JUMPER by STEWART,JACKIE",1,jumper,missed,grove city,jackie stewart,,806
82,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,82,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
83,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,83,13:16,"FOUL  by DALLATORE,TERESA",,,,,,,"FOUL  by DALLATORE,TERESA",1,foul,,grove city,teresa dallatore,,796
84,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,84,13:16,,7,,11 (+4),"GOOD FT by GUY,ALEXIS",CENTRE_W 7-11 (+4),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,796
85,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,85,13:16,,7,,12 (+5),"GOOD FT by GUY,ALEXIS",CENTRE_W 7-12 (+5),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,796
86,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,86,13:16,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,796
87,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,87,13:16,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,796
88,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,88,12:55,"MISS JUMPER by STEWART,JACKIE",,,,,,,"MISS JUMPER by STEWART,JACKIE",1,jumper,missed,grove city,jackie stewart,,775
89,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,89,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
90,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,90,12:52,"SUB IN by GALENS,NATALIJA",,,,,,,"SUB IN by GALENS,NATALIJA",1,subbing in,,grove city,natalija galens,,772
91,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,91,12:52,"SUB IN by MCCLEAN,CAYLEY",,,,,,,"SUB IN by MCCLEAN,CAYLEY",1,subbing in,,grove city,cayley mcclean,,772
92,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,92,12:52,"SUB OUT by ERBELDING,KATHRYN",,,,,,,"SUB OUT by ERBELDING,KATHRYN",1,subbing out,,grove city,kathryn erbelding,,772
93,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,93,12:52,"SUB OUT by ARKWRIGHT,LEXIE",,,,,,,"SUB OUT by ARKWRIGHT,LEXIE",1,subbing out,,grove city,lexie arkwright,,772
94,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,94,12:52,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,772
95,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,95,12:52,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,772
96,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,96,12:43,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,763
97,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,97,12:37,"MISS JUMPER by MCCLEAN,CAYLEY",,,,,,,"MISS JUMPER by MCCLEAN,CAYLEY",1,jumper,missed,grove city,cayley mcclean,,757
98,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,98,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
99,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,99,12:27,"FOUL  by ARKWRIGHT,LEXIE",,,,,,,"FOUL  by ARKWRIGHT,LEXIE",1,foul,,grove city,lexie arkwright,,747
100,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,100,12:27,"SUB IN by MILLER,KATELYN",,,,,,,"SUB IN by MILLER,KATELYN",1,subbing in,,grove city,katelyn miller,,747
101,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,101,12:27,"SUB IN by NICKOLOFF,BRANDY",,,,,,,"SUB IN by NICKOLOFF,BRANDY",1,subbing in,,grove city,brandy nickoloff,,747
102,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,102,12:27,"SUB IN by ARKWRIGHT,LEXIE",,,,,,,"SUB IN by ARKWRIGHT,LEXIE",1,subbing in,,grove city,lexie arkwright,,747
103,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,103,12:27,"SUB OUT by SHIREY,KELSEY",,,,,,,"SUB OUT by SHIREY,KELSEY",1,subbing out,,grove city,kelsey shirey,,747
104,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,104,12:27,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,747
105,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,105,12:27,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,747
106,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,106,12:25,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,745
107,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,107,--,"REBOUND DEF by GALENS,NATALIJA",,,,,,,"REBOUND DEF by GALENS,NATALIJA",1,defensive rebound,,grove city,natalija galens,,
108,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,108,12:09,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,729
109,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,109,12:09,"SUB OUT by ARKWRIGHT,LEXIE",,,,,,,"SUB OUT by ARKWRIGHT,LEXIE",1,subbing out,,grove city,lexie arkwright,,729
110,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,110,12:09,"SUB OUT by DALLATORE,TERESA",,,,,,,"SUB OUT by DALLATORE,TERESA",1,subbing out,,grove city,teresa dallatore,,729
111,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,111,12:03,"TURNOVER  by STEWART,JACKIE",,,,,,,"TURNOVER  by STEWART,JACKIE",1,turnover,,grove city,jackie stewart,,723
112,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,112,12:03,"SUB IN by DALLATORE,TERESA",,,,,,,"SUB IN by DALLATORE,TERESA",1,subbing in,,grove city,teresa dallatore,,723
113,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,113,12:03,"SUB OUT by STEWART,JACKIE",,,,,,,"SUB OUT by STEWART,JACKIE",1,subbing out,,grove city,jackie stewart,,723
114,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,114,11:53,,7,,14 (+7),"GOOD JUMPER by JUDY,MICHELE(in the paint)",CENTRE_W 7-14 (+7),,"GOOD JUMPER by JUDY,MICHELE(in the paint)",1,jumper,good,Centre,michele judy,2,713
115,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,115,--,,,,,"ASSIST  by RHULE,BONNIE",,,"ASSIST  by RHULE,BONNIE",1,assist,,Centre,bonnie rhule,,
116,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,116,11:26,"GOOD 3PTR by MILLER,KATELYN",10,,14 (+4),,GRO 10-14 (+4),,"GOOD 3PTR by MILLER,KATELYN",1,three pointer,good,grove city,katelyn miller,3,686
117,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,117,--,"ASSIST  by NICKOLOFF,BRANDY",,,,,,,"ASSIST  by NICKOLOFF,BRANDY",1,assist,,grove city,brandy nickoloff,,
118,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,118,10:57,,10,,16 (+6),"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 10-16 (+6),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,657
119,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,119,10:38,"TURNOVER  by MCCLEAN,CAYLEY",,,,,,,"TURNOVER  by MCCLEAN,CAYLEY",1,turnover,,grove city,cayley mcclean,,638
120,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,120,10:38,"SUB IN by ERBELDING,KATHRYN",,,,,,,"SUB IN by ERBELDING,KATHRYN",1,subbing in,,grove city,kathryn erbelding,,638
121,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,121,10:38,"SUB IN by SHIREY,KELSEY",,,,,,,"SUB IN by SHIREY,KELSEY",1,subbing in,,grove city,kelsey shirey,,638
122,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,122,10:38,"SUB OUT by GALENS,NATALIJA",,,,,,,"SUB OUT by GALENS,NATALIJA",1,subbing out,,grove city,natalija galens,,638
123,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,123,10:38,"SUB OUT by DALLATORE,TERESA",,,,,,,"SUB OUT by DALLATORE,TERESA",1,subbing out,,grove city,teresa dallatore,,638
124,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,124,10:13,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,613
125,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,125,--,"REBOUND DEF by MILLER,KATELYN",,,,,,,"REBOUND DEF by MILLER,KATELYN",1,defensive rebound,,grove city,katelyn miller,,
126,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,126,10:00,"MISS JUMPER by MCCLEAN,CAYLEY",,,,,,,"MISS JUMPER by MCCLEAN,CAYLEY",1,jumper,missed,grove city,cayley mcclean,,600
127,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,127,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
128,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,128,09:54,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,594
129,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,129,09:54,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,594
130,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,130,09:54,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,594
131,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,131,09:54,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,594
132,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,132,09:54,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,594
133,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,133,09:54,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,594
134,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,134,09:54,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,594
135,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,135,09:29,"GOOD JUMPER by MCCLEAN,CAYLEY(in the paint)",12,,16 (+4),,GRO 12-16 (+4),,"GOOD JUMPER by MCCLEAN,CAYLEY(in the paint)",1,jumper,good,grove city,cayley mcclean,2,569
136,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,136,09:04,"FOUL  by NICKOLOFF,BRANDY",,,,,,,"FOUL  by NICKOLOFF,BRANDY",1,foul,,grove city,brandy nickoloff,,544
137,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,137,09:04,,12,,17 (+5),"GOOD FT by GUY,ALEXIS",CENTRE_W 12-17 (+5),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,544
138,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,138,09:04,,12,,18 (+6),"GOOD FT by GUY,ALEXIS",CENTRE_W 12-18 (+6),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,544
139,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,139,09:04,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,544
140,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,140,09:04,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,544
141,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,141,09:04,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,544
142,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,142,09:04,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,544
143,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,143,09:04,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,544
144,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,144,08:54,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,534
145,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,145,08:54,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,534
146,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,146,08:54,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,534
147,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,147,08:54,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,534
148,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,148,08:54,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,534
149,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,149,08:36,"MISS JUMPER by MCCLEAN,CAYLEY",,,,,,,"MISS JUMPER by MCCLEAN,CAYLEY",1,jumper,missed,grove city,cayley mcclean,,516
150,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,150,--,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",,,"REBOUND DEF by MCKNIGHT,KAITLYN",1,defensive rebound,,Centre,kaitlyn mcknight,,
151,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,151,08:32,"SUB IN by ARKWRIGHT,LEXIE",,,,,,,"SUB IN by ARKWRIGHT,LEXIE",1,subbing in,,grove city,lexie arkwright,,512
152,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,152,08:32,"SUB OUT by NICKOLOFF,BRANDY",,,,,,,"SUB OUT by NICKOLOFF,BRANDY",1,subbing out,,grove city,brandy nickoloff,,512
153,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,153,08:12,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,492
154,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,154,--,"REBOUND DEF by ARKWRIGHT,LEXIE",,,,,,,"REBOUND DEF by ARKWRIGHT,LEXIE",1,defensive rebound,,grove city,lexie arkwright,,
155,9,grove-city,Grove City,Centre,52-54,52,54,"31, 21, 52","22, 32, 54",31,21,52,22,32,54,3-6,3-5,12/29/14,Lose,251,No Location Recorded,5:00 PM,H,155,08:03,"TURNOVER  by ERBELDING,KATHRYN",,,,,,,"TURNOVER  by ERBELDING,KATHRYN",1,turnover,,grove city,kathryn erbelding,,483
