,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
136,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,136,09:30,"SUB IN by LEWIS,KENDALL",,,,,,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,570
137,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,137,09:30,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,570
138,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,138,09:30,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,570
139,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,139,09:30,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,570
140,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,140,09:30,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,570
141,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,141,09:30,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,570
142,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,142,09:30,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,570
143,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,143,09:30,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,570
144,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,144,09:30,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,570
145,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,145,09:30,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,570
146,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,146,09:30,,,,,"SUB IN by CULPEPPER,KENDELLE",,,"SUB IN by CULPEPPER,KENDELLE",1,subbing in,,oglethorpe,kendelle culpepper,,570
147,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,147,09:30,,,,,"SUB IN by BLECKLEY,ALI",,,"SUB IN by BLECKLEY,ALI",1,subbing in,,oglethorpe,ali bleckley,,570
148,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,148,09:30,,,,,"SUB OUT by ATWATER,AISHA",,,"SUB OUT by ATWATER,AISHA",1,subbing out,,oglethorpe,aisha atwater,,570
149,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,149,09:30,,,,,"SUB OUT by CARROLL,DANNELLE",,,"SUB OUT by CARROLL,DANNELLE",1,subbing out,,oglethorpe,dannelle carroll,,570
150,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,150,09:20,,,,,"MISS 3PTR by FORTSON,MCKENZIE",,,"MISS 3PTR by FORTSON,MCKENZIE",1,three pointer,missed,oglethorpe,mckenzie fortson,,560
151,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,151,--,,,,,"REBOUND OFF by HUGHES,CIARA",,,"REBOUND OFF by HUGHES,CIARA",1,offensive rebound,,oglethorpe,ciara hughes,,
152,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,152,09:16,,14,,19 (+5),"GOOD LAYUP by HUGHES,CIARA(in the paint)",OUW 14-19 (-5),,"GOOD LAYUP by HUGHES,CIARA(in the paint)",1,layup,good,oglethorpe,ciara hughes,2,556
153,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,153,08:56,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",16,,19 (+3),,CENTRE_W 16-19 (-3),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",1,layup,good,Centre,kaitlyn mcknight,2,536
154,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,154,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
155,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,155,08:34,,,,,"MISS 3PTR by CULPEPPER,KENDELLE",,,"MISS 3PTR by CULPEPPER,KENDELLE",1,three pointer,missed,oglethorpe,kendelle culpepper,,514
156,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,156,--,"REBOUND DEF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",1,defensive rebound,,Centre,kaitlyn mcknight,,
157,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,157,08:08,"MISS JUMPER by MCKNIGHT,KAITLYN",,,,,,,"MISS JUMPER by MCKNIGHT,KAITLYN",1,jumper,missed,Centre,kaitlyn mcknight,,488
158,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,158,--,,,,,"REBOUND DEF by BLECKLEY,ALI",,,"REBOUND DEF by BLECKLEY,ALI",1,defensive rebound,,oglethorpe,ali bleckley,,
159,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,159,07:59,,,,,"MISS LAYUP by KENNEBREW,KRISTEN",,,"MISS LAYUP by KENNEBREW,KRISTEN",1,layup,missed,oglethorpe,kristen kennebrew,,479
160,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,160,--,,,,,"REBOUND OFF by HUGHES,CIARA",,,"REBOUND OFF by HUGHES,CIARA",1,offensive rebound,,oglethorpe,ciara hughes,,
161,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,161,07:56,,16,,21 (+5),"GOOD LAYUP by HUGHES,CIARA(in the paint)",OUW 16-21 (-5),,"GOOD LAYUP by HUGHES,CIARA(in the paint)",1,layup,good,oglethorpe,ciara hughes,2,476
162,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,162,07:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,475
163,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,163,07:35,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,455
164,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,164,--,,,,,"REBOUND DEF by MERRYMAN,RAEGAN",,,"REBOUND DEF by MERRYMAN,RAEGAN",1,defensive rebound,,oglethorpe,raegan merryman,,
165,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,165,07:30,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,450
166,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,166,07:30,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,450
167,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,167,07:30,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,450
168,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,168,07:30,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,450
169,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,169,07:30,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,450
170,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,170,07:30,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,450
171,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,171,07:30,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,450
172,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,172,07:30,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,450
173,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,173,07:30,,,,,"SUB IN by MERRYMAN,RAEGAN",,,"SUB IN by MERRYMAN,RAEGAN",1,subbing in,,oglethorpe,raegan merryman,,450
174,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,174,07:30,,,,,"SUB OUT by CULPEPPER,KENDELLE",,,"SUB OUT by CULPEPPER,KENDELLE",1,subbing out,,oglethorpe,kendelle culpepper,,450
175,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,175,07:25,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,445
176,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,176,07:25,,16,,22 (+6),"GOOD FT by HUGHES,CIARA",OUW 16-22 (-6),,"GOOD FT by HUGHES,CIARA",1,free throw,good,oglethorpe,ciara hughes,1,445
177,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,177,07:25,,16,,23 (+7),"GOOD FT by HUGHES,CIARA",OUW 16-23 (-7),,"GOOD FT by HUGHES,CIARA",1,free throw,good,oglethorpe,ciara hughes,1,445
178,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,178,07:25,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,445
179,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,179,07:25,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,445
180,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,180,07:10,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,430
181,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,181,--,,,,,"REBOUND DEF by MERRYMAN,RAEGAN",,,"REBOUND DEF by MERRYMAN,RAEGAN",1,defensive rebound,,oglethorpe,raegan merryman,,
182,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,182,06:57,,,,,"MISS 3PTR by BLECKLEY,ALI",,,"MISS 3PTR by BLECKLEY,ALI",1,three pointer,missed,oglethorpe,ali bleckley,,417
183,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,183,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
184,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,184,06:38,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,398
185,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,185,06:37,,,,,"STEAL  by KENNEBREW,KRISTEN",,,"STEAL  by KENNEBREW,KRISTEN",1,steal,,oglethorpe,,,397
186,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,186,06:34,,,,,"TURNOVER  by KENNEBREW,KRISTEN",,,"TURNOVER  by KENNEBREW,KRISTEN",1,turnover,,oglethorpe,kristen kennebrew,,394
187,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,187,06:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,394
188,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,188,06:11,"MISS LAYUP by KELLAM,PAIGE",,,,,,,"MISS LAYUP by KELLAM,PAIGE",1,layup,missed,Centre,paige kellam,,371
189,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,189,--,,,,,"REBOUND DEF by FORTSON,MCKENZIE",,,"REBOUND DEF by FORTSON,MCKENZIE",1,defensive rebound,,oglethorpe,mckenzie fortson,,
190,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,190,06:03,,,,,"TURNOVER  by FORTSON,MCKENZIE",,,"TURNOVER  by FORTSON,MCKENZIE",1,turnover,,oglethorpe,mckenzie fortson,,363
191,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,191,06:02,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,362
192,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,192,06:02,,,,,"FOUL  by CARROLL,DANNELLE",,,"FOUL  by CARROLL,DANNELLE",1,foul,,oglethorpe,dannelle carroll,,362
193,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,193,06:02,"GOOD FT by COLLIVER,OLIVIA",17,,23 (+6),,CENTRE_W 17-23 (-6),,"GOOD FT by COLLIVER,OLIVIA",1,free throw,good,Centre,olivia colliver,1,362
194,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,194,06:02,"GOOD FT by COLLIVER,OLIVIA",18,,23 (+5),,CENTRE_W 18-23 (-5),,"GOOD FT by COLLIVER,OLIVIA",1,free throw,good,Centre,olivia colliver,1,362
195,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,195,06:02,,,,,"SUB IN by CULPEPPER,KENDELLE",,,"SUB IN by CULPEPPER,KENDELLE",1,subbing in,,oglethorpe,kendelle culpepper,,362
196,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,196,06:02,,,,,"SUB OUT by BLECKLEY,ALI",,,"SUB OUT by BLECKLEY,ALI",1,subbing out,,oglethorpe,ali bleckley,,362
197,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,197,05:52,,,,,"TURNOVER  by CULPEPPER,KENDELLE",,,"TURNOVER  by CULPEPPER,KENDELLE",1,turnover,,oglethorpe,kendelle culpepper,,352
198,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,198,05:23,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,323
199,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,199,--,,,,,"REBOUND DEF by MERRYMAN,RAEGAN",,,"REBOUND DEF by MERRYMAN,RAEGAN",1,defensive rebound,,oglethorpe,raegan merryman,,
200,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,200,05:21,,,,,"MISS LAYUP by HUGHES,CIARA",,,"MISS LAYUP by HUGHES,CIARA",1,layup,missed,oglethorpe,ciara hughes,,321
201,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,201,--,,,,,"REBOUND OFF by KENNEBREW,KRISTEN",,,"REBOUND OFF by KENNEBREW,KRISTEN",1,offensive rebound,,oglethorpe,kristen kennebrew,,
202,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,202,05:13,,,,,"MISS 3PTR by KENNEBREW,KRISTEN",,,"MISS 3PTR by KENNEBREW,KRISTEN",1,three pointer,missed,oglethorpe,kristen kennebrew,,313
203,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,203,--,,,,,"REBOUND OFF by MERRYMAN,RAEGAN",,,"REBOUND OFF by MERRYMAN,RAEGAN",1,offensive rebound,,oglethorpe,raegan merryman,,
204,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,204,04:52,,,,,"MISS 3PTR by MERRYMAN,RAEGAN",,,"MISS 3PTR by MERRYMAN,RAEGAN",1,three pointer,missed,oglethorpe,raegan merryman,,292
