,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
66,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,66,14:56,,,,,"SUB OUT by HUGHES,CIARA",,,"SUB OUT by HUGHES,CIARA",1,subbing out,,oglethorpe,ciara hughes,,896
67,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,67,14:50,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,890
68,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,68,14:49,,,,,"STEAL  by KENNEBREW,KRISTEN",,,"STEAL  by KENNEBREW,KRISTEN",1,steal,,oglethorpe,,,889
69,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,69,14:48,,,,,"MISS 3PTR by BLECKLEY,ALI",,,"MISS 3PTR by BLECKLEY,ALI",1,three pointer,missed,oglethorpe,ali bleckley,,888
70,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,70,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
71,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,71,14:40,"MISS LAYUP by ANDREASSEN,CAROLINE",,,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",1,layup,missed,Centre,caroline andreassen,,880
72,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,72,14:40,,,,,"BLOCK  by BLECKLEY,ALI",,,"BLOCK  by BLECKLEY,ALI",1,block,,oglethorpe,ali bleckley,,880
73,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,73,--,,,,,"REBOUND DEF by FORTSON,MCKENZIE",,,"REBOUND DEF by FORTSON,MCKENZIE",1,defensive rebound,,oglethorpe,mckenzie fortson,,
74,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,74,14:32,,,,,"MISS LAYUP by FORTSON,MCKENZIE",,,"MISS LAYUP by FORTSON,MCKENZIE",1,layup,missed,oglethorpe,mckenzie fortson,,872
75,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,75,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
76,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,76,14:22,"MISS LAYUP by LEWIS,KENDALL",,,,,,,"MISS LAYUP by LEWIS,KENDALL",1,layup,missed,Centre,kendall lewis,,862
77,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,77,14:22,,,,,"BLOCK  by MERRYMAN,RAEGAN",,,"BLOCK  by MERRYMAN,RAEGAN",1,block,,oglethorpe,raegan merryman,,862
78,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,78,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
79,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,79,14:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,850
80,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,80,14:10,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,850
81,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,81,14:10,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,850
82,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,82,14:04,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,844
83,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,83,14:04,,,,,"SUB IN by ATWATER,AISHA",,,"SUB IN by ATWATER,AISHA",1,subbing in,,oglethorpe,aisha atwater,,844
84,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,84,14:04,,,,,"SUB IN by HUGHES,CIARA",,,"SUB IN by HUGHES,CIARA",1,subbing in,,oglethorpe,ciara hughes,,844
85,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,85,14:04,,,,,"SUB OUT by FORTSON,MCKENZIE",,,"SUB OUT by FORTSON,MCKENZIE",1,subbing out,,oglethorpe,mckenzie fortson,,844
86,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,86,14:04,,,,,"SUB OUT by KENNEBREW,KRISTEN",,,"SUB OUT by KENNEBREW,KRISTEN",1,subbing out,,oglethorpe,kristen kennebrew,,844
87,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,87,13:40,,,,,"MISS 3PTR by ATWATER,AISHA",,,"MISS 3PTR by ATWATER,AISHA",1,three pointer,missed,oglethorpe,aisha atwater,,820
88,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,88,--,,,,,"REBOUND OFF by BLECKLEY,ALI",,,"REBOUND OFF by BLECKLEY,ALI",1,offensive rebound,,oglethorpe,ali bleckley,,
89,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,89,13:19,,8,,15 (+7),"GOOD LAYUP by HUGHES,CIARA(in the paint)",OUW 8-15 (-7),,"GOOD LAYUP by HUGHES,CIARA(in the paint)",1,layup,good,oglethorpe,ciara hughes,2,799
90,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,90,12:59,"MISS 3PTR by COLLIVER,OLIVIA",,,,,,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,779
91,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,91,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",1,offensive rebound,,Centre,caroline andreassen,,
92,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,92,12:46,"TURNOVER  by LEWIS,KENDALL",,,,,,,"TURNOVER  by LEWIS,KENDALL",1,turnover,,Centre,kendall lewis,,766
93,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,93,12:46,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,766
94,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,94,12:46,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,766
95,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,95,12:46,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,766
96,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,96,12:46,"SUB OUT by DOUGLAS,REBEKAH",,,,,,,"SUB OUT by DOUGLAS,REBEKAH",1,subbing out,,Centre,rebekah douglas,,766
97,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,97,12:46,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,766
98,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,98,12:46,"SUB OUT by ASMUS,KRISTEN",,,,,,,"SUB OUT by ASMUS,KRISTEN",1,subbing out,,Centre,kristen asmus,,766
99,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,99,12:35,,,,,"MISS LAYUP by BLECKLEY,ALI",,,"MISS LAYUP by BLECKLEY,ALI",1,layup,missed,oglethorpe,ali bleckley,,755
100,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,100,--,"REBOUND DEF by COLLIVER,OLIVIA",,,,,,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
101,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,101,12:29,,,,,"FOUL  by ATWATER,AISHA",,,"FOUL  by ATWATER,AISHA",1,foul,,oglethorpe,aisha atwater,,749
102,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,102,12:29,"GOOD FT by GUY,ALEXIS",9,,15 (+6),,CENTRE_W 9-15 (-6),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,749
103,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,103,12:29,"GOOD FT by GUY,ALEXIS",10,,15 (+5),,CENTRE_W 10-15 (-5),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,749
104,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,104,12:29,,,,,"SUB IN by FORTSON,MCKENZIE",,,"SUB IN by FORTSON,MCKENZIE",1,subbing in,,oglethorpe,mckenzie fortson,,749
105,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,105,12:29,,,,,"SUB IN by KENNEBREW,KRISTEN",,,"SUB IN by KENNEBREW,KRISTEN",1,subbing in,,oglethorpe,kristen kennebrew,,749
106,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,106,12:29,,,,,"SUB OUT by MERRYMAN,RAEGAN",,,"SUB OUT by MERRYMAN,RAEGAN",1,subbing out,,oglethorpe,raegan merryman,,749
107,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,107,12:29,,,,,"SUB OUT by BLECKLEY,ALI",,,"SUB OUT by BLECKLEY,ALI",1,subbing out,,oglethorpe,ali bleckley,,749
108,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,108,12:17,,,,,"TURNOVER  by KENNEBREW,KRISTEN",,,"TURNOVER  by KENNEBREW,KRISTEN",1,turnover,,oglethorpe,kristen kennebrew,,737
109,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,109,12:17,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,737
110,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,110,12:01,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,721
111,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,111,--,,,,,"REBOUND DEF by HUGHES,CIARA",,,"REBOUND DEF by HUGHES,CIARA",1,defensive rebound,,oglethorpe,ciara hughes,,
112,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,112,11:52,,,,,"TURNOVER  by FORTSON,MCKENZIE",,,"TURNOVER  by FORTSON,MCKENZIE",1,turnover,,oglethorpe,mckenzie fortson,,712
113,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,113,11:51,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,711
114,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,114,11:51,,,,,"FOUL  by FORTSON,MCKENZIE",,,"FOUL  by FORTSON,MCKENZIE",1,foul,,oglethorpe,mckenzie fortson,,711
115,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,115,11:45,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",1,jumper,missed,Centre,paige kellam,,705
116,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,116,--,,,,,"REBOUND DEF by HUGHES,CIARA",,,"REBOUND DEF by HUGHES,CIARA",1,defensive rebound,,oglethorpe,ciara hughes,,
117,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,117,11:34,,,,,"MISS 3PTR by ATWATER,AISHA",,,"MISS 3PTR by ATWATER,AISHA",1,three pointer,missed,oglethorpe,aisha atwater,,694
118,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,118,--,"REBOUND DEF by COLLIVER,OLIVIA",,,,,,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
119,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,119,11:13,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,673
120,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,120,--,"REBOUND OFF by COLLIVER,OLIVIA",,,,,,,"REBOUND OFF by COLLIVER,OLIVIA",1,offensive rebound,,Centre,olivia colliver,,
121,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,121,11:10,"GOOD LAYUP by COLLIVER,OLIVIA(in the paint)",12,,15 (+3),,CENTRE_W 12-15 (-3),,"GOOD LAYUP by COLLIVER,OLIVIA(in the paint)",1,layup,good,Centre,olivia colliver,2,670
122,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,122,10:53,,12,,17 (+5),"GOOD JUMPER by HUGHES,CIARA(in the paint)",OUW 12-17 (-5),,"GOOD JUMPER by HUGHES,CIARA(in the paint)",1,jumper,good,oglethorpe,ciara hughes,2,653
123,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,123,--,,,,,"ASSIST  by KENNEBREW,KRISTEN",,,"ASSIST  by KENNEBREW,KRISTEN",1,assist,,oglethorpe,kristen kennebrew,,
124,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,124,10:24,"MISS JUMPER by COLLIVER,OLIVIA",,,,,,,"MISS JUMPER by COLLIVER,OLIVIA",1,jumper,missed,Centre,olivia colliver,,624
125,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,125,--,,,,,"REBOUND DEF by FORTSON,MCKENZIE",,,"REBOUND DEF by FORTSON,MCKENZIE",1,defensive rebound,,oglethorpe,mckenzie fortson,,
126,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,126,10:12,,,,,"MISS 3PTR by CARROLL,DANNELLE",,,"MISS 3PTR by CARROLL,DANNELLE",1,three pointer,missed,oglethorpe,dannelle carroll,,612
127,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,127,--,,,,,"REBOUND OFF by KENNEBREW,KRISTEN",,,"REBOUND OFF by KENNEBREW,KRISTEN",1,offensive rebound,,oglethorpe,kristen kennebrew,,
128,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,128,10:07,,,,,"TURNOVER  by ATWATER,AISHA",,,"TURNOVER  by ATWATER,AISHA",1,turnover,,oglethorpe,aisha atwater,,607
129,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,129,10:01,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,601
130,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,130,10:00,,,,,"STEAL  by ATWATER,AISHA",,,"STEAL  by ATWATER,AISHA",1,steal,,oglethorpe,,,600
131,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,131,09:55,,,,,"MISS JUMPER by HUGHES,CIARA",,,"MISS JUMPER by HUGHES,CIARA",1,jumper,missed,oglethorpe,ciara hughes,,595
132,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,132,--,"REBOUND DEF by COLLIVER,OLIVIA",,,,,,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
133,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,133,09:30,,,,,"FOUL  by ATWATER,AISHA",,,"FOUL  by ATWATER,AISHA",1,foul,,oglethorpe,aisha atwater,,570
134,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,134,09:30,"GOOD FT by KELLAM,PAIGE",13,,17 (+4),,CENTRE_W 13-17 (-4),,"GOOD FT by KELLAM,PAIGE",1,free throw,good,Centre,paige kellam,1,570
135,23,oglethorpe,Centre,Oglethorpe,63-54,63,54,"24, 39, 63","34, 20, 54",24,39,63,34,20,54,"10-14, 6-8 SAA","11-14, 6-8 SAA",02/22/15,Win,222,No Location Recorded,1 p.m.,A,135,09:30,"GOOD FT by KELLAM,PAIGE",14,,17 (+3),,CENTRE_W 14-17 (-3),,"GOOD FT by KELLAM,PAIGE",1,free throw,good,Centre,paige kellam,1,570
