,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
213,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,213,--,"REBOUND DEF by KING,ANNA",,,,,,,"REBOUND DEF by KING,ANNA",2,defensive rebound,,hendrix,anna king,,
214,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,214,19:02,"GOOD JUMPER by GALLIEN,KATY",40 (+15),,25,,HC 40-25 (-15),,"GOOD JUMPER by GALLIEN,KATY",2,jumper,good,hendrix,katy gallien,2,1142
215,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,215,18:29,,40 (+13),,27,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 40-27 (-13),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",2,layup,good,Centre,alexis guy,2,1109
216,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,216,18:04,"MISS LAYUP by KING,ANNA",,,,,,,"MISS LAYUP by KING,ANNA",2,layup,missed,hendrix,anna king,,1084
217,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,217,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",2,defensive rebound,,Centre,olivia colliver,,
218,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,218,18:02,"SUB IN by FORBES,BREANN",,,,,,,"SUB IN by FORBES,BREANN",2,subbing in,,hendrix,breann forbes,,1082
219,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,219,18:02,"SUB OUT by KING,ANNA",,,,,,,"SUB OUT by KING,ANNA",2,subbing out,,hendrix,anna king,,1082
220,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,220,18:02,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,1082
221,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,221,18:02,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,1082
222,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,222,17:33,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,1053
223,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,223,17:31,"STEAL  by KRIESEL-BIGLER,CAIT",,,,,,,"STEAL  by KRIESEL-BIGLER,CAIT",2,steal,,hendrix,,,1051
224,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,224,17:21,"MISS JUMPER by GALLIEN,KATY",,,,,,,"MISS JUMPER by GALLIEN,KATY",2,jumper,missed,hendrix,katy gallien,,1041
225,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,225,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
226,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,226,17:09,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,1029
227,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,227,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",2,defensive rebound,,hendrix,katy gallien,,
228,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,228,16:43,"TURNOVER  by KRIESEL-BIGLER,CAIT",,,,,,,"TURNOVER  by KRIESEL-BIGLER,CAIT",2,turnover,,hendrix,cait kriesel-bigler,,1003
229,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,229,16:41,,,,,"STEAL  by COLLIVER,OLIVIA",,,"STEAL  by COLLIVER,OLIVIA",2,steal,,Centre,,,1001
230,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,230,16:24,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,984
231,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,231,--,"REBOUND DEF by FORBES,BREANN",,,,,,,"REBOUND DEF by FORBES,BREANN",2,defensive rebound,,hendrix,breann forbes,,
232,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,232,16:19,"SUB IN by FLORES,ESTRELLA",,,,,,,"SUB IN by FLORES,ESTRELLA",2,subbing in,,hendrix,estrella flores,,979
233,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,233,16:19,"SUB IN by BODE,HAILEY",,,,,,,"SUB IN by BODE,HAILEY",2,subbing in,,hendrix,hailey bode,,979
234,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,234,16:19,"SUB OUT by KRIESEL-BIGLER,CAIT",,,,,,,"SUB OUT by KRIESEL-BIGLER,CAIT",2,subbing out,,hendrix,cait kriesel-bigler,,979
235,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,235,16:19,"SUB OUT by BROBERG,KATI",,,,,,,"SUB OUT by BROBERG,KATI",2,subbing out,,hendrix,kati broberg,,979
236,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,236,16:19,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",2,subbing in,,Centre,kendall lewis,,979
237,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,237,16:19,,,,,"SUB IN by ABBOTT,CAROLINE",,,"SUB IN by ABBOTT,CAROLINE",2,subbing in,,Centre,caroline abbott,,979
238,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,238,16:19,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,979
239,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,239,16:19,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,979
240,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,240,16:19,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,979
241,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,241,16:19,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,979
242,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,242,16:19,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,979
243,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,243,16:19,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,979
244,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,244,16:00,"GOOD JUMPER by BODE,HAILEY",42 (+15),,27,,HC 42-27 (-15),,"GOOD JUMPER by BODE,HAILEY",2,jumper,good,hendrix,hailey bode,2,960
245,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,245,15:26,,,,,"MISS LAYUP by LEWIS,KENDALL",,,"MISS LAYUP by LEWIS,KENDALL",2,layup,missed,Centre,kendall lewis,,926
246,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,246,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",2,defensive rebound,,hendrix,katy gallien,,
247,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,247,15:17,"GOOD JUMPER by BODE,HAILEY",44 (+17),,27,,HC 44-27 (-17),,"GOOD JUMPER by BODE,HAILEY",2,jumper,good,hendrix,hailey bode,2,917
248,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,248,15:06,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,906
249,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,249,--,,,,,"REBOUND OFF by KELLAM,PAIGE",,,"REBOUND OFF by KELLAM,PAIGE",2,offensive rebound,,Centre,paige kellam,,
250,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,250,15:06,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,906
251,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,251,15:06,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,906
252,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,252,15:06,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,906
253,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,253,15:06,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,906
254,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,254,15:06,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",2,subbing out,,Centre,kendall lewis,,906
255,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,255,15:06,,,,,"SUB OUT by ABBOTT,CAROLINE",,,"SUB OUT by ABBOTT,CAROLINE",2,subbing out,,Centre,caroline abbott,,906
256,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,256,15:06,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,906
257,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,257,15:06,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,906
258,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,258,15:00,,44 (+15),,29,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",CENTRE_W 44-29 (-15),,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",2,layup,good,Centre,paige kellam,2,900
259,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,259,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
260,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,260,14:54,"SUB IN by WAYLAN,CATHY",,,,,,,"SUB IN by WAYLAN,CATHY",2,subbing in,,hendrix,cathy waylan,,894
261,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,261,14:54,"SUB IN by HURST,PEYTON",,,,,,,"SUB IN by HURST,PEYTON",2,subbing in,,hendrix,peyton hurst,,894
262,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,262,14:54,"SUB OUT by DYSLIN,SARA",,,,,,,"SUB OUT by DYSLIN,SARA",2,subbing out,,hendrix,sara dyslin,,894
263,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,263,14:54,"SUB OUT by GALLIEN,KATY",,,,,,,"SUB OUT by GALLIEN,KATY",2,subbing out,,hendrix,katy gallien,,894
264,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,264,14:52,"MISS LAYUP by WAYLAN,CATHY",,,,,,,"MISS LAYUP by WAYLAN,CATHY",2,layup,missed,hendrix,cathy waylan,,892
265,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,265,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
266,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,266,14:40,"SUB IN by KING,ANNA",,,,,,,"SUB IN by KING,ANNA",2,subbing in,,hendrix,anna king,,880
267,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,267,14:40,"SUB IN by KRIESEL-BIGLER,CAIT",,,,,,,"SUB IN by KRIESEL-BIGLER,CAIT",2,subbing in,,hendrix,cait kriesel-bigler,,880
268,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,268,14:40,"SUB OUT by BODE,HAILEY",,,,,,,"SUB OUT by BODE,HAILEY",2,subbing out,,hendrix,hailey bode,,880
269,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,269,14:40,"SUB OUT by FORBES,BREANN",,,,,,,"SUB OUT by FORBES,BREANN",2,subbing out,,hendrix,breann forbes,,880
270,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,270,14:36,"FOUL  by FORBES,BREANN",,,,,,,"FOUL  by FORBES,BREANN",2,foul,,hendrix,breann forbes,,876
271,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,271,14:31,,,,,"MISS JUMPER by KELLAM,PAIGE",,,"MISS JUMPER by KELLAM,PAIGE",2,jumper,missed,Centre,paige kellam,,871
272,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,272,--,,,,,"REBOUND OFF by KELLAM,PAIGE",,,"REBOUND OFF by KELLAM,PAIGE",2,offensive rebound,,Centre,paige kellam,,
273,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,273,14:24,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",2,three pointer,missed,Centre,olivia colliver,,864
274,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,274,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
275,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,275,13:51,"MISS JUMPER by FLORES,ESTRELLA",,,,,,,"MISS JUMPER by FLORES,ESTRELLA",2,jumper,missed,hendrix,estrella flores,,831
276,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,276,--,"REBOUND OFF by HURST,PEYTON",,,,,,,"REBOUND OFF by HURST,PEYTON",2,offensive rebound,,hendrix,peyton hurst,,
277,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,277,13:45,"TURNOVER  by HURST,PEYTON",,,,,,,"TURNOVER  by HURST,PEYTON",2,turnover,,hendrix,peyton hurst,,825
278,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,278,13:42,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,822
279,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,279,13:42,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,822
280,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,280,13:21,,44 (+13),,31,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",CENTRE_W 44-31 (-13),,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",2,layup,good,Centre,paige kellam,2,801
281,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,281,13:09,"GOOD LAYUP by KRIESEL-BIGLER,CAIT(in the paint)",46 (+15),,31,,HC 46-31 (-15),,"GOOD LAYUP by KRIESEL-BIGLER,CAIT(in the paint)",2,layup,good,hendrix,cait kriesel-bigler,2,789
282,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,282,13:05,"SUB IN by DYSLIN,SARA",,,,,,,"SUB IN by DYSLIN,SARA",2,subbing in,,hendrix,sara dyslin,,785
283,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,283,13:05,"SUB OUT by KING,ANNA",,,,,,,"SUB OUT by KING,ANNA",2,subbing out,,hendrix,anna king,,785
