,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HANOVER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
73,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,73,--,,,,,"REBOUND OFF by ABBOTT,CAROLINE",,,"REBOUND OFF by ABBOTT,CAROLINE",1,offensive rebound,,Centre,caroline abbott,,
74,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,74,13:55,"FOUL  by MALLOY,ASHLEY",,,,,,,"FOUL  by MALLOY,ASHLEY",1,foul,,hanover college,ashley malloy,,835
75,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,75,13:55,,20 (+15),,5,"GOOD FT by ABBOTT,CAROLINE",CENTRE_W 20-5 (-15),,"GOOD FT by ABBOTT,CAROLINE",1,free throw,good,Centre,caroline abbott,1,835
76,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,76,13:55,,20 (+14),,6,"GOOD FT by ABBOTT,CAROLINE",CENTRE_W 20-6 (-14),,"GOOD FT by ABBOTT,CAROLINE",1,free throw,good,Centre,caroline abbott,1,835
77,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,77,13:55,"SUB IN by BLOCK,KELSEY",,,,,,,"SUB IN by BLOCK,KELSEY",1,subbing in,,hanover college,kelsey block,,835
78,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,78,13:55,"SUB OUT by MALLOY,ASHLEY",,,,,,,"SUB OUT by MALLOY,ASHLEY",1,subbing out,,hanover college,ashley malloy,,835
79,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,79,13:49,"MISS 3PTR by NASH,ALLISON",,,,,,,"MISS 3PTR by NASH,ALLISON",1,three pointer,missed,hanover college,allison nash,,829
80,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,80,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
81,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,81,13:40,,,,,"TURNOVER  by ABBOTT,CAROLINE",,,"TURNOVER  by ABBOTT,CAROLINE",1,turnover,,Centre,caroline abbott,,820
82,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,82,13:38,"STEAL  by HOPKINS,ALICIA",,,,,,,"STEAL  by HOPKINS,ALICIA",1,steal,,hanover college,,,818
83,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,83,13:32,"TURNOVER  by DAVIDSON,JESSIE",,,,,,,"TURNOVER  by DAVIDSON,JESSIE",1,turnover,,hanover college,jessie davidson,,812
84,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,84,13:32,,,,,"STEAL  by ABBOTT,CAROLINE",,,"STEAL  by ABBOTT,CAROLINE",1,steal,,Centre,,,812
85,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,85,13:32,"FOUL  by MITCHELL,BAYLEE",,,,,,,"FOUL  by MITCHELL,BAYLEE",1,foul,,hanover college,baylee mitchell,,812
86,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,86,13:23,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,803
87,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,87,--,"REBOUND DEF by BLOCK,KELSEY",,,,,,,"REBOUND DEF by BLOCK,KELSEY",1,defensive rebound,,hanover college,kelsey block,,
88,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,88,13:07,"MISS LAYUP by MITCHELL,BAYLEE",,,,,,,"MISS LAYUP by MITCHELL,BAYLEE",1,layup,missed,hanover college,baylee mitchell,,787
89,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,89,--,"REBOUND OFF by NASH,ALLISON",,,,,,,"REBOUND OFF by NASH,ALLISON",1,offensive rebound,,hanover college,allison nash,,
90,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,90,13:00,"GOOD 3PTR by BLOCK,KELSEY",23 (+17),,6,,HANOVER 23-6 (-17),,"GOOD 3PTR by BLOCK,KELSEY",1,three pointer,good,hanover college,kelsey block,3,780
91,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,91,--,"ASSIST  by DAVIDSON,JESSIE",,,,,,,"ASSIST  by DAVIDSON,JESSIE",1,assist,,hanover college,jessie davidson,,
92,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,92,12:30,"FOUL  by NASH,ALLISON",,,,,,,"FOUL  by NASH,ALLISON",1,foul,,hanover college,allison nash,,750
93,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,93,12:30,"SUB IN by CAUDILL,MEGAN",,,,,,,"SUB IN by CAUDILL,MEGAN",1,subbing in,,hanover college,megan caudill,,750
94,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,94,12:30,"SUB OUT by NASH,ALLISON",,,,,,,"SUB OUT by NASH,ALLISON",1,subbing out,,hanover college,allison nash,,750
95,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,95,12:30,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,750
96,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,96,12:30,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,750
97,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,97,12:17,,,,,"MISS JUMPER by ABBOTT,CAROLINE",,,"MISS JUMPER by ABBOTT,CAROLINE",1,jumper,missed,Centre,caroline abbott,,737
98,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,98,--,"REBOUND DEF by CAUDILL,MEGAN",,,,,,,"REBOUND DEF by CAUDILL,MEGAN",1,defensive rebound,,hanover college,megan caudill,,
99,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,99,12:00,"TURNOVER  by BLOCK,KELSEY",,,,,,,"TURNOVER  by BLOCK,KELSEY",1,turnover,,hanover college,kelsey block,,720
100,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,100,11:59,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,719
101,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,101,11:57,,23 (+15),,8,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",CENTRE_W 23-8 (-15),,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",1,layup,good,Centre,paige kellam,2,717
102,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,102,11:47,"MISS JUMPER by DAVIDSON,JESSIE",,,,,,,"MISS JUMPER by DAVIDSON,JESSIE",1,jumper,missed,hanover college,jessie davidson,,707
103,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,103,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
104,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,104,11:37,,,,,"MISS 3PTR by KELLAM,PAIGE",,,"MISS 3PTR by KELLAM,PAIGE",1,three pointer,missed,Centre,paige kellam,,697
105,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,105,--,"REBOUND DEF by MITCHELL,BAYLEE",,,,,,,"REBOUND DEF by MITCHELL,BAYLEE",1,defensive rebound,,hanover college,baylee mitchell,,
106,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,106,11:27,"FOUL  by DAVIDSON,JESSIE",,,,,,,"FOUL  by DAVIDSON,JESSIE",1,foul,,hanover college,jessie davidson,,687
107,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,107,11:27,"TURNOVER  by DAVIDSON,JESSIE",,,,,,,"TURNOVER  by DAVIDSON,JESSIE",1,turnover,,hanover college,jessie davidson,,687
108,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,108,11:27,"SUB IN by MALLOY,ASHLEY",,,,,,,"SUB IN by MALLOY,ASHLEY",1,subbing in,,hanover college,ashley malloy,,687
109,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,109,11:27,"SUB OUT by DAVIDSON,JESSIE",,,,,,,"SUB OUT by DAVIDSON,JESSIE",1,subbing out,,hanover college,jessie davidson,,687
110,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,110,11:27,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,687
111,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,111,11:27,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,687
112,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,112,11:27,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,687
113,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,113,11:27,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,687
114,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,114,11:15,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,675
115,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,115,11:13,"STEAL  by MITCHELL,BAYLEE",,,,,,,"STEAL  by MITCHELL,BAYLEE",1,steal,,hanover college,,,673
116,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,116,11:09,,,,,"FOUL  by KELLAM,PAIGE",,,"FOUL  by KELLAM,PAIGE",1,foul,,Centre,paige kellam,,669
117,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,117,11:09,"GOOD FT by HOPKINS,ALICIA",24 (+16),,8,,HANOVER 24-8 (-16),,"GOOD FT by HOPKINS,ALICIA",1,free throw,good,hanover college,alicia hopkins,1,669
118,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,118,11:09,"GOOD FT by HOPKINS,ALICIA",25 (+17),,8,,HANOVER 25-8 (-17),,"GOOD FT by HOPKINS,ALICIA",1,free throw,good,hanover college,alicia hopkins,1,669
119,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,119,11:09,"SUB IN by MILLER,JULIA",,,,,,,"SUB IN by MILLER,JULIA",1,subbing in,,hanover college,julia miller,,669
120,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,120,11:09,"SUB OUT by MITCHELL,BAYLEE",,,,,,,"SUB OUT by MITCHELL,BAYLEE",1,subbing out,,hanover college,baylee mitchell,,669
121,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,121,11:04,,,,,"TURNOVER  by ABBOTT,CAROLINE",,,"TURNOVER  by ABBOTT,CAROLINE",1,turnover,,Centre,caroline abbott,,664
122,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,122,11:03,"STEAL  by HOPKINS,ALICIA",,,,,,,"STEAL  by HOPKINS,ALICIA",1,steal,,hanover college,,,663
123,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,123,10:46,"GOOD 3PTR by BLOCK,KELSEY",28 (+20),,8,,HANOVER 28-8 (-20),,"GOOD 3PTR by BLOCK,KELSEY",1,three pointer,good,hanover college,kelsey block,3,646
124,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,124,--,"ASSIST  by MALLOY,ASHLEY",,,,,,,"ASSIST  by MALLOY,ASHLEY",1,assist,,hanover college,ashley malloy,,
125,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,125,10:30,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,630
126,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,126,--,"REBOUND DEF by CAUDILL,MEGAN",,,,,,,"REBOUND DEF by CAUDILL,MEGAN",1,defensive rebound,,hanover college,megan caudill,,
127,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,127,10:21,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,621
128,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,128,10:21,,,,,"SUB OUT by ABBOTT,CAROLINE",,,"SUB OUT by ABBOTT,CAROLINE",1,subbing out,,Centre,caroline abbott,,621
129,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,129,10:14,"TURNOVER  by BLOCK,KELSEY",,,,,,,"TURNOVER  by BLOCK,KELSEY",1,turnover,,hanover college,kelsey block,,614
130,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,130,10:12,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,612
131,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,131,10:11,,28 (+18),,10,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",CENTRE_W 28-10 (-18),,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",1,layup,good,Centre,paige kellam,2,611
132,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,132,09:55,"SUB IN by DAVIDSON,JESSIE",,,,,,,"SUB IN by DAVIDSON,JESSIE",1,subbing in,,hanover college,jessie davidson,,595
133,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,133,09:55,"SUB OUT by HOPKINS,ALICIA",,,,,,,"SUB OUT by HOPKINS,ALICIA",1,subbing out,,hanover college,alicia hopkins,,595
134,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,134,09:55,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,595
135,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,135,09:55,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,595
136,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,136,09:39,"TURNOVER  by MILLER,JULIA",,,,,,,"TURNOVER  by MILLER,JULIA",1,turnover,,hanover college,julia miller,,579
137,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,137,09:16,"FOUL  by CAUDILL,MEGAN",,,,,,,"FOUL  by CAUDILL,MEGAN",1,foul,,hanover college,megan caudill,,556
138,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,138,09:16,,28 (+17),,11,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 28-11 (-17),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,556
139,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,139,09:16,,,,,"MISS FT by HARTLAGE,MAGGIE",,,"MISS FT by HARTLAGE,MAGGIE",1,free throw,missed,Centre,maggie hartlage,,556
140,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,140,--,"REBOUND DEF by DAVIDSON,JESSIE",,,,,,,"REBOUND DEF by DAVIDSON,JESSIE",1,defensive rebound,,hanover college,jessie davidson,,
141,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,141,09:16,"SUB IN by HOPKINS,ALICIA",,,,,,,"SUB IN by HOPKINS,ALICIA",1,subbing in,,hanover college,alicia hopkins,,556
142,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,142,09:16,"SUB OUT by BLOCK,KELSEY",,,,,,,"SUB OUT by BLOCK,KELSEY",1,subbing out,,hanover college,kelsey block,,556
143,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,143,09:08,"GOOD 3PTR by HOPKINS,ALICIA",31 (+20),,11,,HANOVER 31-11 (-20),,"GOOD 3PTR by HOPKINS,ALICIA",1,three pointer,good,hanover college,alicia hopkins,3,548
144,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,144,--,"ASSIST  by CAUDILL,MEGAN",,,,,,,"ASSIST  by CAUDILL,MEGAN",1,assist,,hanover college,megan caudill,,
145,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,145,08:51,,,,,"MISS LAYUP by LEWIS,KENDALL",,,"MISS LAYUP by LEWIS,KENDALL",1,layup,missed,Centre,kendall lewis,,531
146,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,146,--,"REBOUND DEF by CAUDILL,MEGAN",,,,,,,"REBOUND DEF by CAUDILL,MEGAN",1,defensive rebound,,hanover college,megan caudill,,
147,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,147,08:38,"GOOD 3PTR by HOPKINS,ALICIA",34 (+23),,11,,HANOVER 34-11 (-23),,"GOOD 3PTR by HOPKINS,ALICIA",1,three pointer,good,hanover college,alicia hopkins,3,518
148,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,148,--,"ASSIST  by MALLOY,ASHLEY",,,,,,,"ASSIST  by MALLOY,ASHLEY",1,assist,,hanover college,ashley malloy,,
149,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,149,08:28,,34 (+21),,13,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 34-13 (-21),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,508
150,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,150,08:11,"MISS 3PTR by DAVIDSON,JESSIE",,,,,,,"MISS 3PTR by DAVIDSON,JESSIE",1,three pointer,missed,hanover college,jessie davidson,,491
151,6,hanover,Hanover College,Centre College,58-101,58,101,"33, 25, 58","50, 51, 101",33,25,58,50,51,101,2-4,4-2,12/16/14,Lose,126,No Location Recorded,7:00 PM,H,151,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
