,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,AUGIE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
141,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,141,--,"ASSIST  by MCNALLY,ANDREA",,,,,,,"ASSIST  by MCNALLY,ANDREA",1,assist,,augustana college,andrea mcnally,,
142,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,142,06:54,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,414
143,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,143,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
144,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,144,06:43,"MISS 3PTR by VANROEYEN,VALERIE",,,,,,,"MISS 3PTR by VANROEYEN,VALERIE",1,three pointer,missed,augustana college,valerie vanroeyen,,403
145,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,145,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
146,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,146,06:15,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,375
147,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,147,06:15,,,,,"FOUL  by COLLIVER,OLIVIA",,,"FOUL  by COLLIVER,OLIVIA",1,foul,,Centre,olivia colliver,,375
148,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,148,05:52,"GOOD JUMPER by VANROEYEN,VALERIE",16,,18 (+2),,AUGIE 16-18 (+2),,"GOOD JUMPER by VANROEYEN,VALERIE",1,jumper,good,augustana college,valerie vanroeyen,2,352
149,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,149,--,"ASSIST  by MAYER,OLIVIA",,,,,,,"ASSIST  by MAYER,OLIVIA",1,assist,,augustana college,olivia mayer,,
150,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,150,05:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,349
151,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,151,05:49,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,349
152,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,152,05:49,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,349
153,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,153,05:35,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,335
154,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,154,--,"REBOUND DEF by MCNALLY,ANDREA",,,,,,,"REBOUND DEF by MCNALLY,ANDREA",1,defensive rebound,,augustana college,andrea mcnally,,
155,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,155,05:23,"GOOD 3PTR by VANWATERMEULEN,JENN",19 (+1),,18,,AUGIE 19-18 (-1),,"GOOD 3PTR by VANWATERMEULEN,JENN",1,three pointer,good,augustana college,jenn vanwatermeulen,3,323
156,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,156,--,"ASSIST  by MCNALLY,ANDREA",,,,,,,"ASSIST  by MCNALLY,ANDREA",1,assist,,augustana college,andrea mcnally,,
157,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,157,04:59,,,,,"MISS JUMPER by SCHAD,OLIVIA",,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,299
158,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,158,--,"REBOUND DEF by MCNALLY,ANDREA",,,,,,,"REBOUND DEF by MCNALLY,ANDREA",1,defensive rebound,,augustana college,andrea mcnally,,
159,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,159,04:42,"MISS JUMPER by MCNALLY,ANDREA",,,,,,,"MISS JUMPER by MCNALLY,ANDREA",1,jumper,missed,augustana college,andrea mcnally,,282
160,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,160,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
161,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,161,04:34,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,274
162,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,162,--,"REBOUND DEF by ALLEN,VICTORIA",,,,,,,"REBOUND DEF by ALLEN,VICTORIA",1,defensive rebound,,augustana college,victoria allen,,
163,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,163,04:10,"MISS LAYUP by ALLEN,VICTORIA",,,,,,,"MISS LAYUP by ALLEN,VICTORIA",1,layup,missed,augustana college,victoria allen,,250
164,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,164,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
165,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,165,04:02,,19,,21 (+2),"GOOD 3PTR by ANDREASSEN,CAROLINE(fastbreak)",CENTRE_W 19-21 (+2),,"GOOD 3PTR by ANDREASSEN,CAROLINE(fastbreak)",1,three pointer,good,Centre,caroline(fastbreak) andreassen,3,242
166,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,166,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",1,assist,,Centre,olivia schad,,
167,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,167,03:34,"MISS 3PTR by MCNALLY,ANDREA",,,,,,,"MISS 3PTR by MCNALLY,ANDREA",1,three pointer,missed,augustana college,andrea mcnally,,214
168,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,168,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
169,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,169,03:19,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,199
170,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,170,--,"REBOUND DEF by ALLEN,VICTORIA",,,,,,,"REBOUND DEF by ALLEN,VICTORIA",1,defensive rebound,,augustana college,victoria allen,,
171,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,171,03:12,"GOOD 3PTR by VANROEYEN,VALERIE(fastbreak)",22 (+1),,21,,AUGIE 22-21 (-1),,"GOOD 3PTR by VANROEYEN,VALERIE(fastbreak)",1,three pointer,good,augustana college,valerie(fastbreak) vanroeyen,3,192
172,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,172,--,"ASSIST  by ALLEN,VICTORIA",,,,,,,"ASSIST  by ALLEN,VICTORIA",1,assist,,augustana college,victoria allen,,
173,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,173,03:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,189
174,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,174,03:09,"SUB IN by VILLA,KATIE",,,,,,,"SUB IN by VILLA,KATIE",1,subbing in,,augustana college,katie villa,,189
175,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,175,03:09,"SUB IN by FREEMAN,KAYLA",,,,,,,"SUB IN by FREEMAN,KAYLA",1,subbing in,,augustana college,kayla freeman,,189
176,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,176,03:09,"SUB OUT by VANWATERMEULEN,JENN",,,,,,,"SUB OUT by VANWATERMEULEN,JENN",1,subbing out,,augustana college,jenn vanwatermeulen,,189
177,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,177,03:09,"SUB OUT by MCNALLY,ANDREA",,,,,,,"SUB OUT by MCNALLY,ANDREA",1,subbing out,,augustana college,andrea mcnally,,189
178,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,178,03:09,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,189
179,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,179,03:09,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,189
180,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,180,03:09,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,189
181,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,181,03:09,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,189
182,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,182,03:09,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,189
183,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,183,03:09,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,189
184,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,184,02:50,,,,,"MISS 3PTR by LEWIS,KENDALL",,,"MISS 3PTR by LEWIS,KENDALL",1,three pointer,missed,Centre,kendall lewis,,170
185,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,185,--,"REBOUND DEF by FREEMAN,KAYLA",,,,,,,"REBOUND DEF by FREEMAN,KAYLA",1,defensive rebound,,augustana college,kayla freeman,,
186,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,186,02:39,"GOOD LAYUP by VILLA,KATIE(in the paint)",24 (+3),,21,,AUGIE 24-21 (-3),,"GOOD LAYUP by VILLA,KATIE(in the paint)",1,layup,good,augustana college,katie villa,2,159
187,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,187,--,"ASSIST  by MAYER,OLIVIA",,,,,,,"ASSIST  by MAYER,OLIVIA",1,assist,,augustana college,olivia mayer,,
188,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,188,02:28,,24 (+1),,23,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",CENTRE_W 24-23 (-1),,"GOOD LAYUP by KELLAM,PAIGE(in the paint)",1,layup,good,Centre,paige kellam,2,148
189,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,189,02:02,"GOOD 3PTR by ALLEN,VICTORIA",27 (+4),,23,,AUGIE 27-23 (-4),,"GOOD 3PTR by ALLEN,VICTORIA",1,three pointer,good,augustana college,victoria allen,3,122
190,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,190,--,"ASSIST  by MAYER,OLIVIA",,,,,,,"ASSIST  by MAYER,OLIVIA",1,assist,,augustana college,olivia mayer,,
191,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,191,01:39,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,99
192,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,192,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
193,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,193,01:34,"SUB IN by MCNALLY,ANDREA",,,,,,,"SUB IN by MCNALLY,ANDREA",1,subbing in,,augustana college,andrea mcnally,,94
194,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,194,01:34,"SUB OUT by ALLEN,VICTORIA",,,,,,,"SUB OUT by ALLEN,VICTORIA",1,subbing out,,augustana college,victoria allen,,94
195,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,195,01:34,,,,,"SUB IN by ABBOTT,CAROLINE",,,"SUB IN by ABBOTT,CAROLINE",1,subbing in,,Centre,caroline abbott,,94
196,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,196,01:34,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,94
197,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,197,01:34,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,94
198,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,198,01:34,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,94
199,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,199,01:23,"TURNOVER  by MAYER,OLIVIA",,,,,,,"TURNOVER  by MAYER,OLIVIA",1,turnover,,augustana college,olivia mayer,,83
200,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,200,01:22,,,,,"STEAL  by LEWIS,KENDALL",,,"STEAL  by LEWIS,KENDALL",1,steal,,Centre,,,82
201,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,201,01:05,"FOUL  by MAYER,OLIVIA",,,,,,,"FOUL  by MAYER,OLIVIA",1,foul,,augustana college,olivia mayer,,65
202,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,202,01:05,,,,,"MISS FT by KELLAM,PAIGE",,,"MISS FT by KELLAM,PAIGE",1,free throw,missed,Centre,paige kellam,,65
203,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,203,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
204,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,204,01:05,,27 (+3),,24,"GOOD FT by KELLAM,PAIGE",CENTRE_W 27-24 (-3),,"GOOD FT by KELLAM,PAIGE",1,free throw,good,Centre,paige kellam,1,65
205,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,205,01:05,"SUB IN by ALLEN,VICTORIA",,,,,,,"SUB IN by ALLEN,VICTORIA",1,subbing in,,augustana college,victoria allen,,65
206,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,206,01:05,"SUB OUT by MAYER,OLIVIA",,,,,,,"SUB OUT by MAYER,OLIVIA",1,subbing out,,augustana college,olivia mayer,,65
207,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,207,01:05,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,65
208,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,208,01:05,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,65
209,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,209,00:53,"GOOD JUMPER by VANROEYEN,VALERIE",29 (+5),,24,,AUGIE 29-24 (-5),,"GOOD JUMPER by VANROEYEN,VALERIE",1,jumper,good,augustana college,valerie vanroeyen,2,53
210,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,210,00:38,,29 (+2),,27,"GOOD 3PTR by GUY,ALEXIS",CENTRE_W 29-27 (-2),,"GOOD 3PTR by GUY,ALEXIS",1,three pointer,good,Centre,alexis guy,3,38
211,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,211,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
212,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,212,00:06,"MISS LAYUP by ALLEN,VICTORIA",,,,,,,"MISS LAYUP by ALLEN,VICTORIA",1,layup,missed,augustana college,victoria allen,,6
213,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,213,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
214,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,214,Start Period 2,,,,,,,,,2,,,,,,
215,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,215,19:49,"TURNOVER  by MCNALLY,ANDREA",,,,,,,"TURNOVER  by MCNALLY,ANDREA",2,turnover,,augustana college,andrea mcnally,,1189
216,8,augustana-ill-,Augustana College,CENTRE_W,49-72,49,72,"27, 22, 49","29, 43, 72",27,22,49,29,43,72,3-5,5-4,12/20/14,Lose,182,No Location Recorded,1 p.m.,H,216,19:47,,,,,"STEAL  by RHULE,BONNIE",,,"STEAL  by RHULE,BONNIE",2,steal,,Centre,,,1187
