,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,BCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
65,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,65,13:43,"MISS LAYUP by JUDY,MICHELE",,,,,,,"MISS LAYUP by JUDY,MICHELE",1,layup,missed,Centre,michele judy,,823
66,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,66,--,,,,,"REBOUND DEF by COOK,EMMA",,,"REBOUND DEF by COOK,EMMA",1,defensive rebound,,berry college,emma cook,,
67,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,67,13:36,,10 (+1),,9,"GOOD JUMPER by MCLURE,VALERIE",BCW 10-9 (+1),,"GOOD JUMPER by MCLURE,VALERIE",1,jumper,good,berry college,valerie mclure,2,816
68,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,68,--,,,,,"ASSIST  by SEGARRA,CHANLIR",,,"ASSIST  by SEGARRA,CHANLIR",1,assist,,berry college,chanlir segarra,,
69,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,69,13:13,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,793
70,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,70,13:13,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,793
71,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,71,13:13,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,793
72,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,72,13:13,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,793
73,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,73,13:13,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,793
74,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,74,13:13,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,793
75,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,75,13:13,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,793
76,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,76,13:13,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,793
77,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,77,13:13,"SUB OUT by LEWIS,KENDALL",,,,,,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,793
78,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,78,12:56,,,,,"MISS 3PTR by MCLEAN,MEL",,,"MISS 3PTR by MCLEAN,MEL",1,three pointer,missed,berry college,mel mclean,,776
79,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,79,--,"REBOUND DEF by COLLIVER,OLIVIA",,,,,,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
80,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,80,12:45,"MISS LAYUP by MCKNIGHT,KAITLYN",,,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",1,layup,missed,Centre,kaitlyn mcknight,,765
81,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,81,--,,,,,"REBOUND DEF by COOK,EMMA",,,"REBOUND DEF by COOK,EMMA",1,defensive rebound,,berry college,emma cook,,
82,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,82,12:35,,10,,11 (+1),"GOOD LAYUP by SEGARRA,CHANLIR(in the paint)",BCW 10-11 (-1),,"GOOD LAYUP by SEGARRA,CHANLIR(in the paint)",1,layup,good,berry college,chanlir segarra,2,755
83,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,83,12:06,"MISS 3PTR by COLLIVER,OLIVIA",,,,,,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,726
84,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,84,--,"REBOUND OFF by KELLAM,PAIGE",,,,,,,"REBOUND OFF by KELLAM,PAIGE",1,offensive rebound,,Centre,paige kellam,,
85,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,85,11:58,"MISS LAYUP by MCKNIGHT,KAITLYN",,,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",1,layup,missed,Centre,kaitlyn mcknight,,718
86,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,86,--,"REBOUND OFF by GUY,ALEXIS",,,,,,,"REBOUND OFF by GUY,ALEXIS",1,offensive rebound,,Centre,alexis guy,,
87,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,87,11:56,,,,,"FOUL  by MCLURE,VALERIE",,,"FOUL  by MCLURE,VALERIE",1,foul,,berry college,valerie mclure,,716
88,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,88,11:56,,,,,"SUB IN by CASEY,MEGAN",,,"SUB IN by CASEY,MEGAN",1,subbing in,,berry college,megan casey,,716
89,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,89,11:56,,,,,"SUB IN by JOHNSON,TAYLOR",,,"SUB IN by JOHNSON,TAYLOR",1,subbing in,,berry college,taylor johnson,,716
90,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,90,11:56,,,,,"SUB IN by PIERCE,ZARRIAH",,,"SUB IN by PIERCE,ZARRIAH",1,subbing in,,berry college,zarriah pierce,,716
91,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,91,11:56,,,,,"SUB OUT by COOK,EMMA",,,"SUB OUT by COOK,EMMA",1,subbing out,,berry college,emma cook,,716
92,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,92,11:56,,,,,"SUB OUT by LYNCH,ROSIE",,,"SUB OUT by LYNCH,ROSIE",1,subbing out,,berry college,rosie lynch,,716
93,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,93,11:56,,,,,"SUB OUT by MCLEAN,MEL",,,"SUB OUT by MCLEAN,MEL",1,subbing out,,berry college,mel mclean,,716
94,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,94,11:50,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,710
95,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,95,11:21,,10,,13 (+3),"GOOD JUMPER by MCLURE,VALERIE",BCW 10-13 (-3),,"GOOD JUMPER by MCLURE,VALERIE",1,jumper,good,berry college,valerie mclure,2,681
96,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,96,--,,,,,"ASSIST  by PIERCE,ZARRIAH",,,"ASSIST  by PIERCE,ZARRIAH",1,assist,,berry college,zarriah pierce,,
97,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,97,10:53,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",1,jumper,missed,Centre,paige kellam,,653
98,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,98,--,,,,,"REBOUND DEF by SEGARRA,CHANLIR",,,"REBOUND DEF by SEGARRA,CHANLIR",1,defensive rebound,,berry college,chanlir segarra,,
99,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,99,10:47,"FOUL  by COLLIVER,OLIVIA",,,,,,,"FOUL  by COLLIVER,OLIVIA",1,foul,,Centre,olivia colliver,,647
100,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,100,10:47,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,647
101,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,101,10:47,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,647
102,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,102,10:47,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,647
103,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,103,10:47,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,647
104,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,104,10:47,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,647
105,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,105,10:47,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,647
106,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,106,10:43,,,,,"TURNOVER  by MCLURE,VALERIE",,,"TURNOVER  by MCLURE,VALERIE",1,turnover,,berry college,valerie mclure,,643
107,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,107,10:19,,,,,"FOUL  by MCLURE,VALERIE",,,"FOUL  by MCLURE,VALERIE",1,foul,,berry college,valerie mclure,,619
108,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,108,10:19,,,,,"SUB IN by COOK,EMMA",,,"SUB IN by COOK,EMMA",1,subbing in,,berry college,emma cook,,619
109,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,109,10:19,,,,,"SUB OUT by MCLURE,VALERIE",,,"SUB OUT by MCLURE,VALERIE",1,subbing out,,berry college,valerie mclure,,619
110,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,110,10:17,"GOOD JUMPER by JUDY,MICHELE",12,,13 (+1),,CENTREW 12-13 (-1),,"GOOD JUMPER by JUDY,MICHELE",1,jumper,good,Centre,michele judy,2,617
111,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,111,--,"ASSIST  by RHULE,BONNIE",,,,,,,"ASSIST  by RHULE,BONNIE",1,assist,,Centre,bonnie rhule,,
112,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,112,09:44,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1,turnover,,Centre,,,584
113,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,113,09:44,,,,,"SUB IN by MCLEAN,MEL",,,"SUB IN by MCLEAN,MEL",1,subbing in,,berry college,mel mclean,,584
114,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,114,09:44,,,,,"SUB OUT by JOHNSON,TAYLOR",,,"SUB OUT by JOHNSON,TAYLOR",1,subbing out,,berry college,taylor johnson,,584
115,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,115,09:20,"GOOD 3PTR by HARTLAGE,MAGGIE",15 (+2),,13,,CENTREW 15-13 (+2),,"GOOD 3PTR by HARTLAGE,MAGGIE",1,three pointer,good,Centre,maggie hartlage,3,560
116,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,116,--,"ASSIST  by JUDY,MICHELE",,,,,,,"ASSIST  by JUDY,MICHELE",1,assist,,Centre,michele judy,,
117,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,117,08:57,,,,,"MISS 3PTR by PIERCE,ZARRIAH",,,"MISS 3PTR by PIERCE,ZARRIAH",1,three pointer,missed,berry college,zarriah pierce,,537
118,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,118,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
119,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,119,08:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,531
120,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,120,08:38,,15,,16 (+1),"GOOD 3PTR by MCLEAN,MEL",BCW 15-16 (-1),,"GOOD 3PTR by MCLEAN,MEL",1,three pointer,good,berry college,mel mclean,3,518
121,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,121,--,,,,,"ASSIST  by CASEY,MEGAN",,,"ASSIST  by CASEY,MEGAN",1,assist,,berry college,megan casey,,
122,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,122,08:09,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,489
123,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,123,--,,,,,"REBOUND DEF by COOK,EMMA",,,"REBOUND DEF by COOK,EMMA",1,defensive rebound,,berry college,emma cook,,
124,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,124,08:01,,,,,"MISS JUMPER by PIERCE,ZARRIAH",,,"MISS JUMPER by PIERCE,ZARRIAH",1,jumper,missed,berry college,zarriah pierce,,481
125,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,125,--,,,,,"REBOUND OFF by COOK,EMMA",,,"REBOUND OFF by COOK,EMMA",1,offensive rebound,,berry college,emma cook,,
126,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,126,07:57,,,,,"MISS LAYUP by COOK,EMMA",,,"MISS LAYUP by COOK,EMMA",1,layup,missed,berry college,emma cook,,477
127,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,127,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
128,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,128,07:41,,,,,"SUB IN by SMITH,IMANI",,,"SUB IN by SMITH,IMANI",1,subbing in,,berry college,imani smith,,461
129,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,129,07:41,,,,,"SUB OUT by PIERCE,ZARRIAH",,,"SUB OUT by PIERCE,ZARRIAH",1,subbing out,,berry college,zarriah pierce,,461
130,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,130,07:32,"GOOD JUMPER by GUY,ALEXIS",17 (+1),,16,,CENTREW 17-16 (+1),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,452
131,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,131,07:05,,,,,"TURNOVER  by CASEY,MEGAN",,,"TURNOVER  by CASEY,MEGAN",1,turnover,,berry college,megan casey,,425
132,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,132,07:05,"GOOD 3PTR by HARTLAGE,MAGGIE",20 (+4),,16,,CENTREW 20-16 (+4),,"GOOD 3PTR by HARTLAGE,MAGGIE",1,three pointer,good,Centre,maggie hartlage,3,425
133,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,133,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
134,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,134,07:05,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,425
135,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,135,07:05,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,425
136,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,136,07:05,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,425
137,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,137,07:05,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,425
138,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,138,07:05,,,,,"SUB IN by MORKEM,KELSEY",,,"SUB IN by MORKEM,KELSEY",1,subbing in,,berry college,kelsey morkem,,425
139,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,139,07:05,,,,,"SUB OUT by CASEY,MEGAN",,,"SUB OUT by CASEY,MEGAN",1,subbing out,,berry college,megan casey,,425
140,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,140,06:31,,,,,"MISS 3PTR by SMITH,IMANI",,,"MISS 3PTR by SMITH,IMANI",1,three pointer,missed,berry college,imani smith,,391
141,22,berry,Centre College,Berry College,72-65,72,65,"29, 43, 72","21, 44, 65",29,43,72,21,44,65,"9-14, 5-8","16-8, 8-5",02/20/15,Win,400,No Location Recorded,6 p.m.,A,141,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
