,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
62,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,62,14:37,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,877
63,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,63,14:37,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,877
64,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,64,14:21,,9,,12 (+3),"GOOD JUMPER by ADAMS,ALEXIS",BSC 9-12 (-3),,"GOOD JUMPER by ADAMS,ALEXIS",1,jumper,good,birmingham-southern,alexis adams,2,861
65,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,65,14:00,,,,,"FOUL  by KNOWLES,HALLE",,,"FOUL  by KNOWLES,HALLE",1,foul,,birmingham-southern,halle knowles,,840
66,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,66,13:59,,,,,"FOUL  by DIXON,JOTHANI",,,"FOUL  by DIXON,JOTHANI",1,foul,,birmingham-southern,jothani dixon,,839
67,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,67,13:59,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,839
68,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,68,13:59,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,839
69,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,69,13:59,,,,,"SUB IN by BATTS,JASMYNN",,,"SUB IN by BATTS,JASMYNN",1,subbing in,,birmingham-southern,jasmynn batts,,839
70,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,70,13:59,,,,,"SUB IN by HOLMES,JAMEICE",,,"SUB IN by HOLMES,JAMEICE",1,subbing in,,birmingham-southern,jameice holmes,,839
71,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,71,13:59,,,,,"SUB IN by CARTER,CAMILLIA",,,"SUB IN by CARTER,CAMILLIA",1,subbing in,,birmingham-southern,camillia carter,,839
72,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,72,13:59,,,,,"SUB IN by DIXON,JOTHANI",,,"SUB IN by DIXON,JOTHANI",1,subbing in,,birmingham-southern,jothani dixon,,839
73,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,73,13:59,,,,,"SUB IN by FORD,KAYLA",,,"SUB IN by FORD,KAYLA",1,subbing in,,birmingham-southern,kayla ford,,839
74,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,74,13:59,,,,,"SUB OUT by PEURSEM,LAURA VAN",,,"SUB OUT by PEURSEM,LAURA VAN",1,subbing out,,birmingham-southern,laura van peursem,,839
75,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,75,13:59,,,,,"SUB OUT by DEBAETS,BREANNE",,,"SUB OUT by DEBAETS,BREANNE",1,subbing out,,birmingham-southern,breanne debaets,,839
76,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,76,13:59,,,,,"SUB OUT by ADAMS,ALEXIS",,,"SUB OUT by ADAMS,ALEXIS",1,subbing out,,birmingham-southern,alexis adams,,839
77,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,77,13:59,,,,,"SUB OUT by KNOWLES,HALLE",,,"SUB OUT by KNOWLES,HALLE",1,subbing out,,birmingham-southern,halle knowles,,839
78,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,78,13:59,,,,,"SUB OUT by CURRY,ASHLEY",,,"SUB OUT by CURRY,ASHLEY",1,subbing out,,birmingham-southern,ashley curry,,839
79,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,79,13:56,"GOOD LAYUP by COLLIVER,OLIVIA(in the paint)",11,,12 (+1),,CENTRE_W 11-12 (-1),,"GOOD LAYUP by COLLIVER,OLIVIA(in the paint)",1,layup,good,Centre,olivia colliver,2,836
80,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,80,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
81,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,81,13:50,"FOUL  by KELLAM,PAIGE",,,,,,,"FOUL  by KELLAM,PAIGE",1,foul,,Centre,paige kellam,,830
82,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,82,13:45,,,,,"TURNOVER  by BATTS,JASMYNN",,,"TURNOVER  by BATTS,JASMYNN",1,turnover,,birmingham-southern,jasmynn batts,,825
83,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,83,13:40,"TURNOVER  by RHULE,BONNIE",,,,,,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,820
84,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,84,13:35,,,,,"TURNOVER  by BATTS,JASMYNN",,,"TURNOVER  by BATTS,JASMYNN",1,turnover,,birmingham-southern,jasmynn batts,,815
85,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,85,13:29,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,809
86,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,86,13:29,"GOOD LAYUP by KELLAM,PAIGE(fastbreak)(in the paint)",13 (+1),,12,,CENTRE_W 13-12 (+1),,"GOOD LAYUP by KELLAM,PAIGE(fastbreak)(in the paint)",1,layup,good,Centre,paige(fastbreak) kellam,2,809
87,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,87,13:29,,,,,"MISS 3PTR by DIXON,JOTHANI",,,"MISS 3PTR by DIXON,JOTHANI",1,three pointer,missed,birmingham-southern,jothani dixon,,809
88,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,88,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
89,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,89,13:29,,,,,"SUB IN by ADAMS,ALEXIS",,,"SUB IN by ADAMS,ALEXIS",1,subbing in,,birmingham-southern,alexis adams,,809
90,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,90,13:29,,,,,"SUB OUT by CARTER,CAMILLIA",,,"SUB OUT by CARTER,CAMILLIA",1,subbing out,,birmingham-southern,camillia carter,,809
91,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,91,13:07,"MISS LAYUP by KELLAM,PAIGE",,,,,,,"MISS LAYUP by KELLAM,PAIGE",1,layup,missed,Centre,paige kellam,,787
92,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,92,--,,,,,"REBOUND DEF by FORD,KAYLA",,,"REBOUND DEF by FORD,KAYLA",1,defensive rebound,,birmingham-southern,kayla ford,,
93,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,93,12:58,"FOUL  by LEWIS,KENDALL",,,,,,,"FOUL  by LEWIS,KENDALL",1,foul,,Centre,kendall lewis,,778
94,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,94,12:58,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,778
95,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,95,12:58,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,778
96,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,96,12:58,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,778
97,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,97,12:58,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,778
98,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,98,12:58,"SUB OUT by ABBOTT,CAROLINE",,,,,,,"SUB OUT by ABBOTT,CAROLINE",1,subbing out,,Centre,caroline abbott,,778
99,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,99,12:58,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,778
100,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,100,12:58,,,,,"SUB IN by CURRY,ASHLEY",,,"SUB IN by CURRY,ASHLEY",1,subbing in,,birmingham-southern,ashley curry,,778
101,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,101,12:58,,,,,"SUB OUT by DIXON,JOTHANI",,,"SUB OUT by DIXON,JOTHANI",1,subbing out,,birmingham-southern,jothani dixon,,778
102,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,102,12:48,,13,,14 (+1),"GOOD LAYUP by DUPREE,BRIA(in the paint)",BSC 13-14 (-1),,"GOOD LAYUP by DUPREE,BRIA(in the paint)",1,layup,good,birmingham-southern,bria dupree,2,768
103,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,103,--,,,,,"ASSIST  by CURRY,ASHLEY",,,"ASSIST  by CURRY,ASHLEY",1,assist,,birmingham-southern,ashley curry,,
104,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,104,12:28,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,748
105,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,105,--,,,,,"REBOUND DEF by CURRY,ASHLEY",,,"REBOUND DEF by CURRY,ASHLEY",1,defensive rebound,,birmingham-southern,ashley curry,,
106,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,106,12:12,,,,,"MISS 3PTR by FORD,KAYLA",,,"MISS 3PTR by FORD,KAYLA",1,three pointer,missed,birmingham-southern,kayla ford,,732
107,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,107,--,,,,,"REBOUND OFF by BATTS,JASMYNN",,,"REBOUND OFF by BATTS,JASMYNN",1,offensive rebound,,birmingham-southern,jasmynn batts,,
108,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,108,12:08,,,,,"TURNOVER  by BATTS,JASMYNN",,,"TURNOVER  by BATTS,JASMYNN",1,turnover,,birmingham-southern,jasmynn batts,,728
109,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,109,12:08,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,728
110,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,110,12:08,,,,,"SUB IN by DUPREE,BRIA",,,"SUB IN by DUPREE,BRIA",1,subbing in,,birmingham-southern,bria dupree,,728
111,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,111,12:08,,,,,"SUB IN by NIEDERMAIR,ELIZABETH",,,"SUB IN by NIEDERMAIR,ELIZABETH",1,subbing in,,birmingham-southern,elizabeth niedermair,,728
112,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,112,12:08,,,,,"SUB OUT by BATTS,JASMYNN",,,"SUB OUT by BATTS,JASMYNN",1,subbing out,,birmingham-southern,jasmynn batts,,728
113,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,113,12:08,,,,,"SUB OUT by ADAMS,ALEXIS",,,"SUB OUT by ADAMS,ALEXIS",1,subbing out,,birmingham-southern,alexis adams,,728
114,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,114,11:46,"MISS LAYUP by COLLIVER,OLIVIA",,,,,,,"MISS LAYUP by COLLIVER,OLIVIA",1,layup,missed,Centre,olivia colliver,,706
115,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,115,--,,,,,"REBOUND DEF by DUPREE,BRIA",,,"REBOUND DEF by DUPREE,BRIA",1,defensive rebound,,birmingham-southern,bria dupree,,
116,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,116,11:37,,13,,17 (+4),"GOOD 3PTR by CURRY,ASHLEY",BSC 13-17 (-4),,"GOOD 3PTR by CURRY,ASHLEY",1,three pointer,good,birmingham-southern,ashley curry,3,697
117,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,117,--,,,,,"ASSIST  by HOLMES,JAMEICE",,,"ASSIST  by HOLMES,JAMEICE",1,assist,,birmingham-southern,jameice holmes,,
118,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,118,11:10,"TURNOVER  by RHULE,BONNIE",,,,,,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,670
119,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,119,11:10,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,670
120,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,120,11:10,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,670
121,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,121,11:10,,,,,"SUB IN by PEURSEM,LAURA VAN",,,"SUB IN by PEURSEM,LAURA VAN",1,subbing in,,birmingham-southern,laura van peursem,,670
122,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,122,11:10,,,,,"SUB OUT by FORD,KAYLA",,,"SUB OUT by FORD,KAYLA",1,subbing out,,birmingham-southern,kayla ford,,670
123,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,123,11:01,,,,,"TURNOVER  by CURRY,ASHLEY",,,"TURNOVER  by CURRY,ASHLEY",1,turnover,,birmingham-southern,ashley curry,,661
124,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,124,10:59,"STEAL  by RHULE,BONNIE",,,,,,,"STEAL  by RHULE,BONNIE",1,steal,,Centre,,,659
125,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,125,10:55,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,655
126,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,126,--,"REBOUND OFF by RHULE,BONNIE",,,,,,,"REBOUND OFF by RHULE,BONNIE",1,offensive rebound,,Centre,bonnie rhule,,
127,20,birmingham-southern,Centre College,Birmingham-Southern,56-62,56,62,"29, 27, 56","30, 32, 62",29,27,56,30,32,62,"8-12, 4-6 SAA","9-12, 2-8 SAA",02/13/15,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,A,127,10:51,"GOOD JUMPER by GUY,ALEXIS",15,,17 (+2),,CENTRE_W 15-17 (-2),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,651
