,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
26,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,26,16:59,"SUB IN by DIXON,JOTHANI",,,,,,,"SUB IN by DIXON,JOTHANI",1,subbing in,,birmingham-southern,jothani dixon,,1019
27,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,27,16:59,"SUB OUT by KNOWLES,HALLE",,,,,,,"SUB OUT by KNOWLES,HALLE",1,subbing out,,birmingham-southern,halle knowles,,1019
28,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,28,16:59,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,1019
29,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,29,16:59,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,1019
30,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,30,16:53,"MISS LAYUP by FORD,KAYLA",,,,,,,"MISS LAYUP by FORD,KAYLA",1,layup,missed,birmingham-southern,kayla ford,,1013
31,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,31,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",1,defensive rebound,,Centre,bonnie rhule,,
32,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,32,16:47,"FOUL  by DIXON,JOTHANI",,,,,,,"FOUL  by DIXON,JOTHANI",1,foul,,birmingham-southern,jothani dixon,,1007
33,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,33,16:47,"SUB IN by DUPREE,BRIA",,,,,,,"SUB IN by DUPREE,BRIA",1,subbing in,,birmingham-southern,bria dupree,,1007
34,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,34,16:47,"SUB OUT by ADAMS,ALEXIS",,,,,,,"SUB OUT by ADAMS,ALEXIS",1,subbing out,,birmingham-southern,alexis adams,,1007
35,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,35,16:43,,2,,8 (+6),"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 2-8 (+6),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,1003
36,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,36,--,,,,,"ASSIST  by RHULE,BONNIE",,,"ASSIST  by RHULE,BONNIE",1,assist,,Centre,bonnie rhule,,
37,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,37,16:23,"MISS JUMPER by FORD,KAYLA",,,,,,,"MISS JUMPER by FORD,KAYLA",1,jumper,missed,birmingham-southern,kayla ford,,983
38,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,38,16:23,,,,,"BLOCK  by COLLIVER,OLIVIA",,,"BLOCK  by COLLIVER,OLIVIA",1,block,,Centre,olivia colliver,,983
39,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,39,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
40,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,40,16:14,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,974
41,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,41,16:12,"STEAL  by DUPREE,BRIA",,,,,,,"STEAL  by DUPREE,BRIA",1,steal,,birmingham-southern,,,972
42,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,42,15:53,"GOOD 3PTR by FORD,KAYLA",5,,8 (+3),,BSCW 5-8 (+3),,"GOOD 3PTR by FORD,KAYLA",1,three pointer,good,birmingham-southern,kayla ford,3,953
43,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,43,15:48,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,948
44,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,44,15:48,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,948
45,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,45,15:48,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,948
46,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,46,15:48,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,948
47,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,47,15:48,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,948
48,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,48,15:48,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,948
49,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,49,15:35,,5,,10 (+5),"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 5-10 (+5),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,935
50,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,50,--,,,,,"ASSIST  by JUDY,MICHELE",,,"ASSIST  by JUDY,MICHELE",1,assist,,Centre,michele judy,,
51,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,51,15:22,"MISS JUMPER by DEBAETS,BREANNE",,,,,,,"MISS JUMPER by DEBAETS,BREANNE",1,jumper,missed,birmingham-southern,breanne debaets,,922
52,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,52,--,"REBOUND OFF by FORD,KAYLA",,,,,,,"REBOUND OFF by FORD,KAYLA",1,offensive rebound,,birmingham-southern,kayla ford,,
53,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,53,15:18,"GOOD LAYUP by FORD,KAYLA(in the paint)",7,,10 (+3),,BSCW 7-10 (+3),,"GOOD LAYUP by FORD,KAYLA(in the paint)",1,layup,good,birmingham-southern,kayla ford,2,918
54,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,54,15:03,"FOUL  by DIXON,JOTHANI",,,,,,,"FOUL  by DIXON,JOTHANI",1,foul,,birmingham-southern,jothani dixon,,903
55,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,55,15:03,"SUB IN by BATTS,JASMYNN",,,,,,,"SUB IN by BATTS,JASMYNN",1,subbing in,,birmingham-southern,jasmynn batts,,903
56,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,56,15:03,"SUB OUT by DIXON,JOTHANI",,,,,,,"SUB OUT by DIXON,JOTHANI",1,subbing out,,birmingham-southern,jothani dixon,,903
57,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,57,14:54,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,894
58,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,58,--,"REBOUND DEF by BATTS,JASMYNN",,,,,,,"REBOUND DEF by BATTS,JASMYNN",1,defensive rebound,,birmingham-southern,jasmynn batts,,
59,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,59,14:42,"MISS LAYUP by DUPREE,BRIA",,,,,,,"MISS LAYUP by DUPREE,BRIA",1,layup,missed,birmingham-southern,bria dupree,,882
60,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,60,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
61,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,61,14:26,,,,,"MISS 3PTR by LEWIS,KENDALL",,,"MISS 3PTR by LEWIS,KENDALL",1,three pointer,missed,Centre,kendall lewis,,866
62,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,62,--,"REBOUND DEF by DEBAETS,BREANNE",,,,,,,"REBOUND DEF by DEBAETS,BREANNE",1,defensive rebound,,birmingham-southern,breanne debaets,,
63,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,63,14:20,,,,,"FOUL  by LEWIS,KENDALL",,,"FOUL  by LEWIS,KENDALL",1,foul,,Centre,kendall lewis,,860
64,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,64,14:20,"MISS FT by BATTS,JASMYNN",,,,,,,"MISS FT by BATTS,JASMYNN",1,free throw,missed,birmingham-southern,jasmynn batts,,860
65,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,65,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
66,11,birmingham-southern,Birmingham-Southern,Centre College,80-70,80,70,"37, 43, 80","37, 33, 70",37,43,80,37,33,70,"6-6, 2-0 SAA","7-6, 0-2 SAA",01/09/15,Win,386,No Location Recorded,6:00 PM,H,66,14:20,"GOOD FT by BATTS,JASMYNN",8,,10 (+2),,BSCW 8-10 (+2),,"GOOD FT by BATTS,JASMYNN",1,free throw,good,birmingham-southern,jasmynn batts,1,860
